shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
100.000000	5.000000	1000.000000	316.227766	100.000000	0.000000	0.000000
100.000000	5.000000	1000.000000	100.000000	100.000000	0.000000	0.000000
100.000000	5.000000	1000.000000	31.622777	100.000000	0.000000	0.000000
100.000000	5.000000	1000.000000	10.000000	100.000000	0.000000	0.000000
100.000000	5.000000	1000.000000	3.162278	34.000000	3.000000	63.000000
100.000000	5.000000	316.227766	316.227766	100.000000	0.000000	0.000000
100.000000	5.000000	316.227766	100.000000	100.000000	0.000000	0.000000
100.000000	5.000000	316.227766	31.622777	100.000000	0.000000	0.000000
100.000000	5.000000	316.227766	10.000000	100.000000	0.000000	0.000000
100.000000	5.000000	316.227766	3.162278	35.000000	4.000000	61.000000
100.000000	5.000000	100.000000	316.227766	100.000000	0.000000	0.000000
100.000000	5.000000	100.000000	100.000000	100.000000	0.000000	0.000000
100.000000	5.000000	100.000000	31.622777	100.000000	0.000000	0.000000
100.000000	5.000000	100.000000	10.000000	100.000000	0.000000	0.000000
100.000000	5.000000	100.000000	3.162278	32.000000	10.000000	58.000000
100.000000	5.000000	31.622777	316.227766	85.000000	15.000000	0.000000
100.000000	5.000000	31.622777	100.000000	90.000000	10.000000	0.000000
100.000000	5.000000	31.622777	31.622777	92.000000	8.000000	0.000000
100.000000	5.000000	31.622777	10.000000	92.000000	8.000000	0.000000
100.000000	5.000000	31.622777	3.162278	33.000000	20.000000	47.000000
100.000000	5.000000	10.000000	316.227766	54.000000	46.000000	0.000000
100.000000	5.000000	10.000000	100.000000	63.000000	37.000000	0.000000
100.000000	5.000000	10.000000	31.622777	51.000000	49.000000	0.000000
100.000000	5.000000	10.000000	10.000000	20.000000	80.000000	0.000000
100.000000	5.000000	10.000000	3.162278	3.000000	94.000000	3.000000
