N1		N2		time		environment
250.000000	250.000000	0.000000	0.000000
289.864493	276.691484	0.250000	83.805252
327.928155	300.058552	0.500000	83.805252
362.715322	319.581586	0.750000	83.805252
393.295778	335.197888	1.000000	83.805252
582.800202	328.005186	1.250000	75.618994
784.041071	310.426986	1.500000	75.618994
962.226015	285.760686	1.750000	75.618994
1097.315907	258.290885	2.000000	75.618994
1128.366803	238.245175	2.250000	79.370333
1149.708981	220.685389	2.500000	79.370333
1164.788274	205.364791	2.750000	79.370333
1175.832882	191.984946	3.000000	79.370333
889.067764	190.503674	3.250000	84.747107
744.053012	196.634583	3.500000	84.747107
657.507638	206.707543	3.750000	84.747107
600.453825	219.127492	4.000000	84.747107
525.155270	234.378078	4.250000	85.816195
472.436248	251.791855	4.500000	85.816195
433.204040	270.506443	4.750000	85.816195
402.624061	289.852043	5.000000	85.816195
310.570235	259.179277	5.250000	99.243252
249.946465	238.243797	5.500000	99.243252
207.084296	223.216988	5.750000	99.243252
175.226076	212.059870	6.000000	99.243252
150.289601	228.275317	6.250000	96.354435
129.934895	244.823318	6.500000	96.354435
113.009181	261.372370	6.750000	96.354435
98.730540	277.620193	7.000000	96.354435
176.576830	299.576712	7.250000	76.467357
299.375550	313.993650	7.500000	76.467357
470.610013	318.037913	7.750000	76.467357
673.211089	310.441386	8.000000	76.467357
773.499925	302.711992	8.250000	80.673376
851.583726	291.364741	8.500000	80.673376
908.736776	278.397447	8.750000	80.673376
949.060536	265.188685	9.000000	80.673376
602.284070	244.492719	9.250000	97.107760
432.555215	238.095062	9.500000	97.107760
331.821630	238.331071	9.750000	97.107760
265.079586	242.240415	10.000000	97.107760
298.666879	268.800476	10.250000	84.124826
329.454241	292.634583	10.500000	84.124826
356.591506	313.235577	10.750000	84.124826
379.704320	330.465500	11.000000	84.124826
491.409094	337.347631	11.250000	80.991862
601.101812	336.294455	11.500000	80.991862
698.536941	329.038058	11.750000	80.991862
778.015391	317.773790	12.000000	80.991862
518.736361	292.770071	12.250000	97.083607
381.350389	282.453018	12.500000	97.083607
296.294570	279.339141	12.750000	97.083607
238.468114	280.288513	13.000000	97.083607
304.405721	280.459515	13.250000	69.335211
375.545635	277.020726	13.500000	69.335211
447.405789	270.403221	13.750000	69.335211
515.425168	261.292967	14.000000	69.335211
384.028681	276.517631	14.250000	91.966554
300.448929	296.196473	14.500000	91.966554
242.366666	318.357900	14.750000	91.966554
199.535275	341.683147	15.000000	91.966554
171.804098	368.729241	15.250000	89.796724
149.005300	394.650300	15.500000	89.796724
129.932404	418.867128	15.750000	89.796724
113.771084	440.990086	16.000000	89.796724
191.567694	443.736347	16.250000	78.005857
307.469951	438.252402	16.500000	78.005857
462.043802	423.379600	16.750000	78.005857
640.723741	399.342846	17.000000	78.005857
800.680589	370.536886	17.250000	78.740114
934.793108	338.899272	17.500000	78.740114
1035.609537	307.595796	17.750000	78.740114
1106.146338	278.650920	18.000000	78.740114
950.994517	263.564380	18.250000	82.795675
867.579401	256.424160	18.500000	82.795675
818.229311	253.337695	18.750000	82.795675
787.285181	252.496959	19.000000	82.795675
551.657015	260.915386	19.250000	89.420682
420.881716	277.439827	19.500000	89.420682
337.068713	298.406475	19.750000	89.420682
278.330276	321.873529	20.000000	89.420682
378.615395	336.656681	20.250000	81.068334
487.554209	342.958236	20.500000	81.068334
594.330374	341.466981	20.750000	81.068334
689.279995	333.930655	21.000000	81.068334
808.217275	304.549093	21.250000	72.303604
903.391838	275.846561	21.500000	72.303604
974.216767	249.181290	21.750000	72.303604
1024.623954	225.235378	22.000000	72.303604
1055.151919	214.745566	22.250000	80.153849
1075.314462	204.772466	22.500000	80.153849
1088.887020	195.551928	22.750000	80.153849
1098.327737	187.146202	23.000000	80.153849
1199.019224	174.775863	23.250000	77.233886
1260.834371	161.668993	23.500000	77.233886
1297.584427	149.068932	23.750000	77.233886
1319.578748	137.494489	24.000000	77.233886
951.378446	122.376761	24.250000	66.002463
779.627361	115.156139	24.500000	66.002463
682.343965	111.497272	24.750000	66.002463
621.077164	109.780737	25.000000	66.002463
554.395864	108.643797	25.250000	64.888707
508.775408	108.738480	25.500000	64.888707
475.985685	109.650273	25.750000	64.888707
451.553041	111.130655	26.000000	64.888707
501.441538	114.958036	26.250000	68.124113
543.777536	117.633117	26.500000	68.124113
578.229410	119.320760	26.750000	68.124113
