N1	N2	time	environment	abf_1	abf_2
250.000000	250.000000	0.000000	0.000000	0.000000	0.000000
251.407118	251.407118	0.250000	26.212246	0.022403	0.022403
252.815926	252.815926	0.500000	26.212246	0.022305	0.022305
254.226357	254.226357	0.750000	26.212246	0.022206	0.022206
255.638344	255.638344	1.000000	26.212246	0.022107	0.022107
299.368062	276.998696	1.250000	42.861180	0.581705	0.284224
341.745282	294.666678	1.500000	42.861180	0.482663	0.214795
381.014254	308.468933	1.750000	42.861180	0.392870	0.155562
415.974860	318.616303	2.000000	42.861180	0.314588	0.107085
395.663958	324.076401	2.250000	41.447204	-0.183562	0.070170
379.355400	329.896434	2.500000	41.447204	-0.155461	0.071640
365.983297	335.823722	2.750000	41.447204	-0.133356	0.070524
354.826271	341.683297	3.000000	41.447204	-0.115655	0.067756
285.649179	335.776639	3.250000	36.815907	-0.803039	-0.039942
236.896218	334.402757	3.500000	36.815907	-0.703750	0.002200
200.632310	335.824345	3.750000	36.815907	-0.631925	0.028616
172.569555	339.008353	4.000000	36.815907	-0.578054	0.044862
348.313649	361.803781	4.250000	52.252484	2.618075	0.167288
625.827612	366.382969	4.500000	52.252484	2.062809	-0.063216
962.365676	349.532094	4.750000	52.252484	1.403481	-0.299321
1263.445871	316.422110	5.000000	52.252484	0.824564	-0.475647
728.418023	267.662856	5.250000	32.551684	-1.756848	-0.457387
502.782915	246.657388	5.500000	32.551684	-1.282159	-0.231677
378.460314	236.781006	5.750000	32.551684	-1.022914	-0.111128
299.727441	232.624551	6.000000	32.551684	-0.860762	-0.039141
246.042471	235.494655	6.250000	66.025594	-0.741803	0.065530
206.520206	240.146411	6.500000	66.025594	-0.666007	0.088082
176.187684	245.943146	6.750000	66.025594	-0.609663	0.100911
152.164292	252.461154	7.000000	66.025594	-0.566610	0.107201
342.010896	282.407889	7.250000	50.814965	3.027651	0.340789
672.209040	296.540982	7.500000	50.814965	2.361088	0.049735
1089.834330	287.942701	7.750000	50.814965	1.533180	-0.267754
1451.261696	260.481002	8.000000	50.814965	0.827423	-0.504375
798.887743	201.908485	8.250000	75.760817	-1.854327	-0.764590
543.575619	173.293533	8.500000	75.760817	-1.312859	-0.499362
407.746564	156.097801	8.750000	75.760817	-1.024359	-0.354812
323.563657	144.659436	9.000000	75.760817	-0.845332	-0.263841
267.510872	152.754581	9.250000	65.675091	-0.713064	0.230239
226.158265	162.149838	9.500000	65.675091	-0.637391	0.244762
194.312714	172.519816	9.750000	65.675091	-0.581671	0.249656
168.975310	183.609051	10.000000	65.675091	-0.539639	0.247859
148.816535	196.690663	10.250000	64.971124	-0.494403	0.270192
131.927045	210.086070	10.500000	64.971124	-0.471223	0.256967
117.552053	223.583842	10.750000	64.971124	-0.453182	0.241507
105.161085	236.983927	11.000000	64.971124	-0.439052	0.224641
235.680506	270.619516	11.250000	48.303935	3.076620	0.444008
478.981442	293.572964	11.500000	48.303935	2.576460	0.204877
834.180213	297.637333	11.750000	48.303935	1.865662	-0.086993
1206.296685	280.909878	12.000000	48.303935	1.132637	-0.352715
