shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
50.000000	2.500000	1000.000000	316.227766	100.000000	0.000000	0.000000
50.000000	2.500000	1000.000000	100.000000	100.000000	0.000000	0.000000
50.000000	2.500000	1000.000000	31.622777	100.000000	0.000000	0.000000
50.000000	2.500000	1000.000000	10.000000	100.000000	0.000000	0.000000
50.000000	2.500000	1000.000000	3.162278	99.000000	0.000000	1.000000
50.000000	2.500000	316.227766	316.227766	100.000000	0.000000	0.000000
50.000000	2.500000	316.227766	100.000000	100.000000	0.000000	0.000000
50.000000	2.500000	316.227766	31.622777	100.000000	0.000000	0.000000
50.000000	2.500000	316.227766	10.000000	100.000000	0.000000	0.000000
50.000000	2.500000	316.227766	3.162278	97.000000	0.000000	3.000000
50.000000	2.500000	100.000000	316.227766	100.000000	0.000000	0.000000
50.000000	2.500000	100.000000	100.000000	100.000000	0.000000	0.000000
50.000000	2.500000	100.000000	31.622777	100.000000	0.000000	0.000000
50.000000	2.500000	100.000000	10.000000	100.000000	0.000000	0.000000
50.000000	2.500000	100.000000	3.162278	95.000000	0.000000	5.000000
50.000000	2.500000	31.622777	316.227766	100.000000	0.000000	0.000000
50.000000	2.500000	31.622777	100.000000	100.000000	0.000000	0.000000
50.000000	2.500000	31.622777	31.622777	100.000000	0.000000	0.000000
50.000000	2.500000	31.622777	10.000000	100.000000	0.000000	0.000000
50.000000	2.500000	31.622777	3.162278	85.000000	0.000000	15.000000
50.000000	2.500000	10.000000	316.227766	80.000000	20.000000	0.000000
50.000000	2.500000	10.000000	100.000000	85.000000	15.000000	0.000000
50.000000	2.500000	10.000000	31.622777	85.000000	15.000000	0.000000
50.000000	2.500000	10.000000	10.000000	87.000000	13.000000	0.000000
50.000000	2.500000	10.000000	3.162278	38.000000	48.000000	14.000000
