Nr	Nb	time	environment	abf_r	abf_b
250.000000	250.000000	0.000000	0.000000	0.000000	0.000000
406.990924	270.209695	0.250000	45.677987	1.784068	0.229686
604.055134	279.675560	0.500000	45.677987	1.383267	0.053066
808.925307	277.395861	0.750000	45.677987	0.974705	-0.106902
985.061245	265.684355	1.000000	45.677987	0.630015	-0.225355
1272.030793	245.887575	1.250000	47.260822	0.767704	-0.394418
1463.582792	219.479780	1.500000	47.260822	0.401827	-0.496503
1572.534310	192.783717	1.750000	47.260822	0.202635	-0.531274
1630.752543	168.747901	2.000000	47.260822	0.104001	-0.530238
1624.677030	148.567432	2.250000	46.920178	-0.003311	-0.489089
1625.991682	132.046067	2.500000	46.920178	0.007500	-0.456905
1629.906688	118.185421	2.750000	46.920178	0.010850	-0.432201
1634.470276	106.366467	3.000000	46.920178	0.011213	-0.412139
1653.984363	96.041459	3.250000	47.053371	0.034470	-0.405463
1664.783538	86.887517	3.500000	47.053371	0.019977	-0.395843
1671.438966	78.811226	3.750000	47.053371	0.013030	-0.385020
1676.042552	71.678434	4.000000	47.053371	0.009484	-0.374426
1748.661105	64.952415	4.250000	47.710652	0.110931	-0.412194
1781.554883	58.463552	4.500000	47.710652	0.049290	-0.425934
1796.718090	52.546482	4.750000	47.710652	0.023251	-0.426387
1804.255856	47.258381	5.000000	47.710652	0.012220	-0.421895
1651.884234	43.175321	5.250000	46.339415	-0.226779	-0.307920
1590.435585	40.304409	5.500000	46.339415	-0.099424	-0.252129
1564.067046	37.985536	5.750000	46.339415	-0.043939	-0.226026
1552.624893	35.967141	6.000000	46.339415	-0.019048	-0.212671
1415.820470	34.518135	6.250000	45.269754	-0.254040	-0.117481
1353.468563	33.773745	6.500000	45.269754	-0.126866	-0.065345
1323.018952	33.349192	6.750000	45.269754	-0.064769	-0.039786
1307.655420	33.080854	7.000000	45.269754	-0.033408	-0.026787
1456.654476	32.488972	7.250000	46.614397	0.301696	-0.123591
1535.261035	31.221789	7.500000	46.614397	0.143313	-0.184830
1573.618252	29.689033	7.750000	46.614397	0.066681	-0.212913
1591.775126	28.101342	8.000000	46.614397	0.031087	-0.224483
1699.467322	26.319823	8.250000	47.505039	0.171164	-0.296766
1748.406232	24.308042	8.500000	47.505039	0.073281	-0.332541
1769.759184	22.323420	8.750000	47.505039	0.031446	-0.345938
1779.110404	20.461140	9.000000	47.505039	0.013930	-0.349811
1671.102211	18.940684	9.250000	46.527748	-0.161096	-0.271935
1626.831086	17.795722	9.500000	46.527748	-0.070095	-0.233602
1607.847493	16.828741	9.750000	46.527748	-0.030710	-0.216220
1599.629450	15.962575	10.000000	46.527748	-0.013301	-0.207798
1592.011827	15.169525	10.250000	46.493582	-0.012422	-0.200534
1588.754427	14.436217	10.500000	46.493582	-0.005205	-0.196414
1587.439698	13.749161	10.750000	46.493582	-0.001975	-0.193966
1586.991187	13.101330	11.000000	46.493582	-0.000536	-0.192301
1291.966098	12.789896	11.250000	44.066749	-0.579617	0.001156
1161.393910	12.991013	11.500000	44.066749	-0.314815	0.106750
1094.439540	13.444685	11.750000	44.066749	-0.179584	0.160087
1057.476901	14.051002	12.000000	44.066749	-0.105294	0.188788
1102.756526	14.704404	12.250000	44.728440	0.127352	0.165157
1129.657732	15.274956	12.500000	44.728440	0.072510	0.142259
