N1	N2	time	environment	abf_1	abf_2
250.000000	250.000000	0.000000	0.000000	0.000000	0.000000
251.407118	251.407118	0.250000	53.180397	0.022403	0.022403
252.815926	252.815926	0.500000	53.180397	0.022305	0.022305
254.226357	254.226357	0.750000	53.180397	0.022206	0.022206
255.638344	255.638344	1.000000	53.180397	0.022107	0.022107
366.047325	278.203294	1.250000	55.270456	1.318612	0.274065
491.972828	292.871068	1.500000	55.270456	1.055254	0.143793
619.005059	298.978058	1.750000	55.270456	0.795907	0.029516
732.658301	297.565285	2.000000	55.270456	0.568871	-0.059146
512.136068	281.767827	2.250000	63.523788	-1.237649	-0.129552
389.409210	277.052298	2.500000	63.523788	-0.985800	-0.020633
311.064631	278.029977	2.750000	63.523788	-0.828563	0.040762
256.588749	282.289848	3.000000	63.523788	-0.722254	0.076214
271.362022	300.575286	3.250000	58.205810	0.203160	0.228301
284.050409	316.452809	3.500000	58.205810	0.164960	0.186266
294.734573	329.960532	3.750000	58.205810	0.132671	0.150580
303.580680	341.255003	4.000000	58.205810	0.105840	0.120802
453.583460	353.209115	4.250000	54.517743	1.453627	0.068576
624.193627	352.887898	4.500000	54.517743	1.112823	-0.067609
789.792167	341.774346	4.750000	54.517743	0.789664	-0.178513
928.334174	323.436848	5.000000	54.517743	0.525820	-0.253419
689.194390	303.928663	5.250000	59.284772	-0.980836	-0.151244
559.998853	297.603251	5.500000	59.284772	-0.714487	-0.033778
479.137054	297.830723	5.750000	59.284772	-0.551511	0.031192
423.713877	301.738192	6.000000	59.284772	-0.442981	0.068133
398.438605	308.709289	6.250000	58.703309	-0.225384	0.093915
378.367136	316.123583	6.500000	58.703309	-0.190993	0.095224
362.030706	323.673713	6.750000	58.703309	-0.164232	0.093245
348.462755	331.144031	7.000000	58.703309	-0.142979	0.089191
281.073043	326.764875	7.250000	63.353617	-0.797357	-0.025442
233.337181	326.474693	7.500000	63.353617	-0.700996	0.013697
197.701749	328.710149	7.750000	63.353617	-0.631093	0.037969
170.052924	332.530841	8.000000	63.353617	-0.578568	0.052602
211.808426	353.541130	8.250000	56.827840	0.829792	0.209367
257.169685	369.204079	8.500000	56.827840	0.726563	0.141579
304.292785	379.528949	8.750000	56.827840	0.624004	0.083036
351.112521	384.971095	9.000000	56.827840	0.525886	0.034493
425.633564	386.746459	9.250000	56.124083	0.698049	-0.011007
497.443494	383.059384	9.500000	56.124083	0.557103	-0.061353
562.402926	375.325773	9.750000	56.124083	0.432983	-0.098120
618.049900	364.995920	10.000000	56.124083	0.329525	-0.122214
459.706564	345.810553	10.250000	61.827356	-1.039038	-0.144503
364.507353	337.946381	10.500000	61.827356	-0.840505	-0.051607
300.768895	336.203475	10.750000	61.827356	-0.710634	0.003425
254.959298	338.066949	11.000000	61.827356	-0.619903	0.036681
216.051792	339.596298	11.250000	62.666887	-0.627341	0.030526
186.135844	343.029235	11.500000	62.666887	-0.569937	0.047770
162.381474	347.640634	11.750000	62.666887	-0.525896	0.057670
143.041896	352.945475	12.000000	62.666887	-0.491301	0.062613
141.807179	367.531963	12.250000	59.705654	-0.038932	0.148763
140.297108	380.226636	12.500000	59.705654	-0.046106	0.124505
138.587667	391.170985	12.750000	59.705654	-0.051476	0.103915
136.743458	400.537813	13.000000	59.705654	-0.055309	0.086595
116.622212	379.884934	13.250000	67.415622	-0.610556	-0.185492
100.711353	364.801923	13.500000	67.415622	-0.566452	-0.142355
87.824653	353.617776	13.750000	67.415622	-0.531575	-0.109504
77.186257	345.251076	14.000000	67.415622	-0.503488	-0.084132
80.363673	365.780929	14.250000	59.449056	0.150635	0.210536
83.225876	383.601857	14.500000	59.449056	0.130598	0.172491
85.789933	398.772426	14.750000	59.449056	0.113281	0.139991
88.080352	411.469118	15.000000	59.449056	0.098494	0.112667
78.567035	408.733938	15.250000	63.215151	-0.447312	-0.020691
70.420287	407.164229	15.500000	63.215151	-0.429698	-0.010974
63.372134	406.443842	15.750000	63.215151	-0.414974	-0.003850
57.222005	406.339753	16.000000	63.215151	-0.402550	0.001312
51.395699	404.303292	16.250000	63.818123	-0.423333	-0.016085
46.303620	403.043757	16.500000	63.818123	-0.412103	-0.009455
41.823792	402.364339	16.750000	63.818123	-0.402570	-0.004483
37.860503	402.115884	17.000000	63.818123	-0.394419	-0.000793
53.762921	426.411187	17.250000	56.188985	1.377667	0.205657
75.308873	445.616132	17.500000	56.188985	1.319380	0.149902
103.838131	459.545937	17.750000	56.188985	1.251397	0.099129
140.547459	468.189088	18.000000	56.188985	1.171326	0.052404
152.895479	467.493579	18.250000	58.151932	0.325286	-0.009883
165.338083	465.911554	18.500000	58.151932	0.301655	-0.016704
177.753826	463.631857	18.750000	58.151932	0.278634	-0.022103
190.022584	460.814599	19.000000	58.151932	0.256335	-0.026306
185.216352	454.518310	19.250000	59.317734	-0.095677	-0.047479
181.127935	449.919897	19.500000	59.317734	-0.083773	-0.034943
177.605909	446.584226	19.750000	59.317734	-0.074023	-0.025402
174.537924	444.195078	20.000000	59.317734	-0.065946	-0.018130
171.839140	442.518855	20.250000	54.717355	-0.059184	-0.012588
169.444503	441.380797	20.500000	54.717355	-0.053466	-0.008373
167.303455	440.648914	20.750000	54.717355	-0.048583	-0.005179
165.376220	440.222815	21.000000	54.717355	-0.044376	-0.002771
145.930249	431.586126	21.250000	61.855302	-0.479237	-0.064301
130.086998	426.089306	21.500000	61.855302	-0.442988	-0.040479
116.905855	422.794686	21.750000	61.855302	-0.413868	-0.023233
105.751319	421.063495	22.000000	61.855302	-0.390082	-0.010766
148.678544	436.815037	22.250000	55.907150	1.314220	0.115577
203.482562	445.964485	22.500000	55.907150	1.197667	0.053361
269.848890	448.503144	22.750000	55.907150	1.063230	-0.004897
345.380956	444.813968	23.000000	55.907150	0.915314	-0.058064
271.755459	415.234296	23.250000	63.969274	-0.882382	-0.222591
221.464361	396.986641	23.500000	63.969274	-0.766362	-0.145236
184.927339	385.603820	23.750000	63.969274	-0.683662	-0.092849
157.179453	378.643721	24.000000	63.969274	-0.622254	-0.056473
191.329536	394.655771	24.250000	57.035264	0.747331	0.137746
228.175472	405.680404	24.500000	57.035264	0.664829	0.086061
266.569609	412.087406	24.750000	57.035264	0.582882	0.042372
305.202459	414.473961	25.000000	57.035264	0.503632	0.006539
315.755401	412.284016	25.250000	57.923182	0.126873	-0.023013
325.198955	409.771145	25.500000	57.923182	0.109949	-0.025569
333.608801	407.079136	25.750000	57.923182	0.095241	-0.026934
341.068754	404.316648	26.000000	57.923182	0.082495	-0.027392
555.058583	403.069767	26.250000	53.390949	1.735580	-0.094189
804.496193	385.197392	26.500000	53.390949	1.251187	-0.258438
1036.596496	354.846579	26.750000	53.390949	0.809457	-0.384449
1213.061381	319.018642	27.000000	53.390949	0.482638	-0.455058
709.370660	268.552390	27.250000	68.298574	-1.722380	-0.484264
492.626037	245.672903	27.500000	68.298574	-1.264333	-0.262059
372.122247	234.053964	27.750000	68.298574	-1.011439	-0.141119
295.432576	228.272017	28.000000	68.298574	-0.852117	-0.067530
309.941662	247.735028	28.250000	58.198513	0.170848	0.303396
321.820324	265.652585	28.500000	58.198513	0.132628	0.257951
331.249727	281.845677	28.750000	58.198513	0.100693	0.217913
338.503142	296.253676	29.000000	58.198513	0.074551	0.183190
321.845685	307.535553	29.250000	59.099810	-0.190590	0.144936
307.681707	318.454398	29.500000	59.099810	-0.170917	0.134447
295.451096	328.869553	29.750000	59.099810	-0.154728	0.123406
284.756345	338.684593	30.000000	59.099810	-0.141146	0.112329
269.710149	347.175729	30.250000	59.419763	-0.206307	0.096561
256.814247	355.383687	30.500000	59.419763	-0.187011	0.090478
245.614254	363.201625	30.750000	59.419763	-0.170812	0.083810
235.780087	370.561817	31.000000	59.419763	-0.156990	0.076957
209.356902	372.971107	31.250000	61.071439	-0.451969	0.033176
187.999988	376.604909	31.500000	61.071439	-0.411976	0.043101
170.331392	380.983818	31.750000	61.071439	-0.380005	0.048552
155.436590	385.775952	32.000000	61.071439	-0.353948	0.050933
133.991473	381.014205	32.250000	63.856257	-0.572306	-0.037549
116.706395	378.443663	32.500000	63.856257	-0.535509	-0.018450
102.487191	377.403028	32.750000	63.856257	-0.506111	-0.004900
90.596090	377.434610	33.000000	63.856257	-0.482258	0.004618
80.171186	376.604890	33.250000	64.283543	-0.478973	-0.004245
71.293796	376.577273	33.500000	64.283543	-0.461130	0.002961
63.657504	377.118760	33.750000	64.283543	-0.446238	0.008024
57.033089	378.056550	34.000000	64.283543	-0.433698	0.011476
62.295740	397.680154	34.250000	58.819880	0.340637	0.182027
67.619841	414.129941	34.500000	58.819880	0.316781	0.144745
72.984685	427.594062	34.750000	58.819880	0.295236	0.113411
78.373883	438.363415	35.000000	58.819880	0.275802	0.087460
68.848115	425.393126	35.250000	64.542382	-0.504726	-0.104727
60.880003	415.842089	35.500000	64.542382	-0.481048	-0.079112
54.121123	408.783616	35.750000	64.542382	-0.461806	-0.059485
48.322279	403.575232	36.000000	64.542382	-0.445982	-0.044352
42.839620	384.539309	36.250000	68.217332	-0.469588	-0.173699
38.202603	369.854279	36.500000	68.217332	-0.448476	-0.140459
34.229654	358.359348	36.750000	68.217332	-0.431267	-0.114171
30.789626	349.262377	37.000000	68.217332	-0.417056	-0.093134
28.053153	355.064976	37.250000	64.716967	-0.371904	0.061482
25.565396	360.170040	37.500000	64.716967	-0.371013	0.053240
