N1	N2	time	environment	abf_1	abf_2
250.000000	250.000000	0.000000	0.000000	0.000000	0.000000
251.407118	251.407118	0.250000	57.433610	0.022403	0.022403
252.815926	252.815926	0.500000	57.433610	0.022305	0.022305
254.226357	254.226357	0.750000	57.433610	0.022206	0.022206
255.638344	255.638344	1.000000	57.433610	0.022107	0.022107
265.840773	275.350551	1.250000	58.482467	0.139559	0.274648
274.141724	293.261353	1.500000	58.482467	0.108525	0.232080
280.702448	309.242200	1.750000	58.482467	0.082522	0.194766
285.732315	323.282458	2.000000	58.482467	0.061143	0.162562
293.774855	335.771047	2.250000	58.294481	0.098887	0.136945
300.262109	346.246512	2.500000	58.294481	0.077444	0.110705
305.418811	354.933709	2.750000	58.294481	0.060105	0.089118
309.464018	362.073670	3.000000	58.294481	0.046239	0.071529
315.371970	368.084205	3.250000	58.185076	0.067924	0.058098
320.192290	372.797721	3.500000	58.185076	0.054454	0.044752
324.109048	376.457622	3.750000	58.185076	0.043644	0.034248
327.283690	379.273443	4.000000	58.185076	0.035004	0.026036
284.004040	376.031933	4.250000	60.617237	-0.526711	-0.015947
251.210340	375.928845	4.500000	60.617237	-0.460662	0.010729
225.413354	377.833483	4.750000	60.617237	-0.410334	0.027715
204.520189	381.020002	5.000000	60.617237	-0.370915	0.038163
221.789510	391.473764	5.250000	57.998839	0.303966	0.092104
238.077510	399.068135	5.500000	57.998839	0.265230	0.063762
253.237398	404.246488	5.750000	57.998839	0.230685	0.041171
267.186690	407.453703	6.000000	57.998839	0.200143	0.023507
270.805583	408.327527	6.250000	58.400778	0.050104	0.006439
273.972865	408.791359	6.500000	58.400778	0.043376	0.002957
276.749456	408.950787	6.750000	58.400778	0.037676	0.000400
279.188130	408.888604	7.000000	58.400778	0.032833	-0.001439
271.722724	407.687009	7.250000	58.865677	-0.101029	-0.007955
265.409773	407.213821	7.500000	58.865677	-0.087974	-0.001918
260.011791	407.257119	7.750000	58.865677	-0.077173	0.002345
255.351303	407.661394	8.000000	58.865677	-0.068144	0.005287
223.066383	402.136362	8.250000	61.109931	-0.509050	-0.037947
197.816939	399.727926	8.500000	61.109931	-0.456351	-0.012736
177.470539	399.398249	8.750000	61.109931	-0.415201	0.004335
160.681381	400.463428	9.000000	61.109931	-0.382334	0.015730
158.403072	407.287611	9.250000	59.519943	-0.057491	0.062072
156.137556	413.110926	9.500000	59.519943	-0.057633	0.052201
153.911672	418.078885	9.750000	59.519943	-0.057166	0.044015
151.744809	422.321201	10.000000	59.519943	-0.056234	0.037238
136.230485	419.249182	10.250000	61.581789	-0.415877	-0.020758
123.227817	417.840838	10.500000	61.581789	-0.388635	-0.007449
112.154576	417.602400	10.750000	61.581789	-0.366214	0.001953
