rep	outcome	time
605	1	528.201171
606	-1	1495.773338
607	1	552.181314
608	1	1438.691349
609	1	8496.518889
610	-1	960.499819
611	1	8541.338669
612	1	2693.436856
613	0	15001.380946
614	1	6182.071279
615	-1	4228.156135
616	-1	2197.348270
617	-1	8079.156882
618	-1	3503.705349
619	-1	4926.718460
620	1	1206.082020
621	1	2167.681298
622	1	440.194424
623	1	3402.494300
624	1	646.487506
625	1	3630.319189
626	-1	2969.600338
627	1	967.739207
628	-1	4551.768329
629	1	2816.928765
630	1	483.971989
631	1	381.586168
632	1	2996.549417
633	1	565.784008
634	-1	1948.918545
635	1	6734.683523
636	1	1072.257760
637	-1	1780.523447
638	1	7333.193479
639	-1	2970.292579
640	-1	2596.353370
641	-1	2674.206063
642	-1	5964.976454
643	1	638.185452
644	-1	912.266221
645	-1	1074.058655
646	-1	3145.485086
647	1	1074.090640
648	1	3054.776491
649	1	7527.231621
650	-1	11484.149939
651	-1	7687.965195
652	-1	3803.407722
653	-1	7948.110910
654	-1	4315.189776
655	1	950.496344
656	-1	3353.350755
657	-1	1379.607871
658	-1	1833.075962
659	-1	860.647002
660	-1	1816.718981
661	1	567.437527
662	1	778.690733
663	1	1168.294530
664	-1	821.316408
665	-1	8525.553673
666	1	1137.172525
667	-1	1799.678060
668	-1	11545.465766
669	1	403.876201
670	1	3739.660523
671	-1	1256.883904
672	-1	3984.755668
673	1	1029.397192
674	-1	11869.003169
675	1	1627.846088
676	-1	3846.740556
677	-1	993.952716
678	1	794.082451
679	-1	2034.983965
680	-1	1150.690458
681	1	6584.760501
682	1	5815.537755
683	1	391.861503
684	-1	10141.996139
685	-1	1593.436122
686	-1	1900.515912
687	-1	8522.249602
688	1	3316.042118
689	-1	3391.775131
690	1	5841.567281
691	-1	3233.238372
692	1	2632.612633
693	1	1018.086554
694	-1	3637.896029
695	1	2799.189970
696	-1	1299.158920
697	-1	7074.388367
698	-1	1790.452250
699	-1	1271.666751
700	1	518.851901
701	-1	3791.945002
702	-1	1372.291879
703	1	1374.264831
704	-1	1493.246386
705	-1	1963.350823
706	1	2835.269838
707	-1	1081.909832
708	0	15000.009127
709	1	5889.605985
710	1	741.952464
711	-1	7732.616248
712	1	787.503810
713	-1	8221.589814
714	1	1392.321362
715	-1	4908.260872
716	-1	3179.036075
717	-1	4777.385647
718	-1	7797.075095
719	1	1627.177247
720	1	341.360555
721	1	10929.249334
722	-1	1435.681253
723	-1	1583.001927
724	-1	7130.508762
725	1	1556.889592
726	1	8487.187578
727	-1	1809.327423
728	1	367.212871
729	-1	1134.097075
730	-1	1831.568749
731	-1	6481.050771
732	-1	5864.886648
733	1	4798.738578
734	1	737.247182
735	-1	1065.601989
736	-1	3644.458934
737	-1	1054.475827
738	-1	1290.987956
739	1	3203.152618
740	1	9885.989609
741	1	2638.967131
742	1	2209.697319
743	-1	8425.140977
744	-1	4421.216400
745	-1	8270.170942
746	-1	2109.323713
747	-1	2669.195350
748	-1	3782.272925
749	-1	1091.231678
750	1	1156.828223
751	1	1996.269625
752	1	3718.913493
753	1	955.120582
754	-1	2113.357300
755	-1	5492.533835
756	-1	3826.923413
757	-1	4664.533815
758	1	2303.173870
759	-1	2946.338462
760	-1	1280.115820
761	-1	3321.198588
762	1	3410.082691
763	1	3151.180951
764	1	6592.675446
765	1	1751.655836
766	-1	9119.885045
767	1	2108.894482
768	-1	2376.266464
769	-1	6338.563190
770	-1	8829.659617
771	1	2767.236852
772	1	933.945128
773	1	854.099654
774	1	513.582591
775	-1	4694.884743
776	-1	1603.457022
777	-1	1518.201515
778	1	4259.333140
779	-1	5970.312636
780	-1	1223.863319
781	-1	1368.383651
782	-1	4713.586702
783	-1	3874.650258
784	-1	9309.286677
785	1	4230.281553
786	-1	2782.259353
787	1	728.324121
788	1	790.071346
789	-1	1289.579909
790	-1	4887.894122
791	-1	3157.643203
792	1	2380.034206
793	1	1359.152620
794	-1	1864.218993
795	1	753.439153
796	-1	2777.775645
797	-1	2122.098168
798	1	3196.820186
799	-1	8431.663968
800	-1	5468.126734
801	1	1060.852889
802	-1	2708.003167
803	1	3072.103603
804	-1	8028.172819
805	0	15000.459665
806	1	3224.387618
807	-1	1110.251359
808	-1	5513.004900
809	1	421.459190
810	-1	13543.239324
811	1	738.059794
812	-1	1151.772568
813	1	1961.850161
814	-1	2949.684216
815	-1	3465.814472
816	-1	2109.894786
817	1	494.835929
818	-1	4821.623199
819	1	8701.070627
820	1	2686.540149
821	-1	5743.119235
822	-1	1082.909282
823	-1	9875.967921
824	1	2825.479169
825	-1	2622.226346
826	-1	965.276196
827	-1	1447.895045
828	-1	4259.813006
829	-1	601.340045
830	-1	2299.509527
831	-1	3080.288884
832	-1	1593.214799
833	-1	1317.479735
834	-1	6481.456350
835	-1	1098.745605
836	-1	3944.021326
837	1	3463.235581
838	1	1088.598782
839	1	443.875326
840	-1	8298.237674
841	-1	1271.685338
842	-1	1475.188852
843	-1	3055.697096
844	-1	1553.766419
845	1	7294.569479
846	1	394.514573
847	-1	5295.793323
848	-1	1963.406659
849	1	3833.822196
850	-1	1572.499830
851	1	4655.601003
852	-1	1394.503348
853	-1	6784.369048
854	-1	4447.024865
855	-1	4615.613986
856	-1	1278.865853
857	1	3948.931663
858	1	462.143199
859	-1	6666.759541
860	-1	2800.631409
861	-1	2511.443516
862	1	4734.821810
863	-1	1307.603814
864	-1	4319.642823
865	-1	4004.609115
866	-1	1357.458610
867	-1	3720.881976
868	-1	2802.545639
869	1	2288.829529
870	-1	1931.113099
871	-1	962.680290
872	1	833.357435
873	1	1000.774962
874	-1	1123.368194
875	-1	4852.917840
876	-1	5660.490288
877	-1	3903.286185
878	0	15000.062313
879	-1	5250.321376
880	-1	5705.613832
881	1	1390.119006
882	-1	1527.858301
883	-1	1173.449204
884	-1	3372.066035
885	1	523.570694
886	-1	2427.053616
887	1	959.501387
888	-1	2389.799483
889	-1	1540.764775
890	-1	2334.606825
891	1	13830.182060
892	1	3353.533613
893	1	4653.957057
894	-1	3984.085219
895	-1	12915.228340
896	-1	2011.620418
897	1	3372.238710
898	1	576.187555
899	-1	3565.253133
900	-1	1782.998107
901	1	1109.739298
902	-1	1147.207369
903	1	2613.056126
904	-1	8117.425293
905	1	4472.613509
906	1	1540.201203
907	1	407.588638
908	-1	6403.477164
909	-1	5879.184630
910	-1	927.093535
911	-1	8179.169165
912	1	1976.187693
913	-1	1074.661944
914	-1	2438.975527
915	1	801.318025
916	1	1879.969881
917	1	793.963390
918	-1	1541.411271
919	-1	4198.001692
920	-1	4010.324120
921	-1	1071.959224
922	-1	2501.756859
923	-1	966.291929
924	1	2211.011502
925	-1	3665.422595
926	1	2940.972393
927	1	2308.176436
928	1	435.865285
929	-1	2721.818421
930	1	703.906999
931	1	694.218360
932	-1	3756.545331
933	-1	1067.223252
934	1	2114.039602
935	-1	7687.666472
936	-1	2603.003139
937	-1	13169.909010
938	1	1765.098692
939	1	8571.155554
940	1	9546.995784
941	1	2144.788562
942	-1	4556.716495
943	-1	6869.700290
944	-1	9640.339117
945	1	978.110234
946	-1	987.900216
947	1	2938.487947
948	-1	9012.958526
949	-1	2070.219879
950	1	1522.399484
951	1	13591.633520
952	-1	1061.409598
953	-1	2325.694781
954	1	8271.537509
955	-1	5224.460711
956	-1	1842.029276
957	1	1947.897729
958	-1	1121.122550
959	-1	4517.766473
960	-1	2957.722379
961	-1	3321.701374
962	-1	3939.117813
963	-1	6946.819604
964	-1	4441.632383
965	1	398.699501
966	1	3174.265216
967	-1	1621.008992
968	-1	1502.776087
969	-1	1650.473713
970	-1	1364.251461
971	-1	2759.582266
972	-1	2017.290194
973	1	357.196796
974	-1	5776.319858
975	1	5915.235205
976	-1	846.210326
977	-1	1530.825587
978	-1	2592.089416
979	1	5574.966211
980	-1	4670.009227
981	-1	4865.992329
982	1	572.078448
983	-1	8767.788096
984	1	980.333196
985	1	8280.966389
986	-1	1953.982579
987	1	5068.731887
988	-1	969.515807
989	-1	5320.607312
990	-1	1791.436543
991	-1	1383.463658
992	-1	1095.287605
993	-1	7894.231903
994	1	3871.028643
995	1	1419.999394
996	-1	6376.477619
997	1	967.387137
998	-1	4865.029890
999	1	629.285075
1000	-1	1561.751706
