rep	outcome	time
1	-1	1492.368729
2	-1	1108.133821
3	-1	2028.802774
4	-1	1753.846677
5	-1	3532.228230
6	-1	2494.456283
7	-1	2860.251391
8	-1	5435.738808
9	-1	3974.010184
10	-1	2916.991460
11	-1	1698.783482
12	-1	1708.261267
13	-1	1536.578338
14	-1	836.218876
15	-1	1426.507686
16	-1	3375.480552
17	-1	2595.543876
18	-1	1805.311724
19	-1	5047.531525
20	-1	3154.366778
21	-1	4575.234458
22	-1	3108.958458
23	-1	1125.082012
24	-1	2453.341369
25	-1	2731.194040
26	-1	4528.588660
27	-1	3886.450177
28	-1	2331.739791
29	-1	4777.665456
30	-1	3905.578792
31	-1	2740.811075
32	-1	1257.576141
33	-1	1739.341513
34	1	952.884446
35	-1	1318.501660
36	-1	4058.234677
37	-1	899.112613
38	-1	1607.459470
39	-1	4015.114951
40	-1	1874.816995
41	-1	4931.989132
42	-1	1268.987754
43	-1	6137.758490
44	-1	2022.273654
45	-1	1971.154993
46	-1	1951.567961
47	-1	4967.760015
48	-1	3742.276775
49	-1	1093.484875
50	-1	2886.986280
51	-1	983.355530
52	-1	1946.417190
53	-1	1278.396338
54	1	995.677933
55	-1	2493.098944
56	-1	985.459037
57	-1	752.792511
58	-1	2711.467026
59	-1	790.841423
60	-1	3148.106408
61	-1	1309.139094
62	-1	2327.916180
63	-1	5020.866361
64	-1	2074.298007
65	-1	3140.587238
66	-1	5828.620168
67	-1	1502.006300
68	-1	1432.815381
69	-1	1110.769119
70	-1	1600.510684
71	-1	1303.943213
72	-1	3452.641462
73	-1	1603.960699
74	1	2495.316161
75	-1	2136.137382
76	-1	1247.280086
77	-1	2699.259271
78	-1	5445.202254
79	-1	3481.531381
80	-1	4740.095996
81	-1	1258.411359
82	-1	1727.550316
83	-1	7548.445186
84	-1	4127.228769
85	-1	2515.743360
86	-1	2700.588691
87	-1	2710.469149
88	-1	1834.361342
89	-1	978.256200
90	-1	1430.519888
91	-1	3232.579901
92	-1	2601.687484
93	-1	2686.301588
94	-1	7520.488521
95	-1	1290.768105
96	-1	1276.594335
97	-1	2671.697090
98	-1	2969.751943
99	-1	3688.319296
100	-1	1315.293630
101	-1	1139.903557
102	-1	2016.673023
103	-1	1077.930253
104	-1	1762.437039
105	-1	1312.833025
106	1	336.330622
107	-1	1458.239135
108	-1	3801.369811
109	-1	963.795916
110	-1	752.616005
111	-1	1419.315029
112	-1	954.127643
113	-1	6420.029112
114	-1	1912.601088
115	-1	2444.686988
116	-1	1662.009961
117	-1	1257.964737
118	-1	2666.200335
119	-1	1283.428581
120	-1	2429.366918
121	-1	2080.300288
122	-1	2330.491834
123	-1	1259.241665
124	-1	1066.734437
125	-1	2390.592579
126	-1	4572.099909
127	-1	3318.563831
128	-1	1635.968422
129	-1	2210.064343
130	-1	2106.713665
131	-1	2208.513497
132	-1	1100.803942
133	-1	2454.546683
134	-1	3859.370702
135	-1	5681.103925
136	-1	1416.744572
137	-1	1073.576744
138	-1	4508.750849
139	-1	1932.567176
140	-1	984.376057
141	-1	965.076965
142	-1	1798.517386
143	-1	3718.832489
144	-1	2656.274044
145	-1	4252.905996
146	-1	3032.286602
147	-1	1756.546357
148	-1	1111.142416
149	-1	2681.796078
150	-1	4773.461050
151	-1	1545.574392
152	-1	986.164174
153	-1	1768.236456
154	-1	3859.984548
155	-1	1444.308030
156	-1	2054.257490
157	-1	4074.990419
158	-1	1489.202323
159	-1	6872.929741
160	-1	3132.138316
161	-1	1768.161036
162	-1	2537.289533
163	-1	3161.538460
164	-1	1697.436057
165	-1	3455.829174
166	-1	2205.281930
167	1	2577.156009
168	-1	2726.347605
169	-1	3256.228008
170	-1	1689.613738
171	-1	5097.400894
172	-1	3056.189350
173	-1	2676.061757
174	-1	5888.026949
175	-1	5345.942669
176	-1	779.686059
177	-1	3562.386208
178	-1	3987.008046
179	-1	1120.958816
180	-1	1136.334165
181	-1	3747.868428
182	-1	2381.404021
183	-1	1506.999718
184	-1	2124.154584
185	-1	2656.165203
186	-1	1594.341960
187	-1	1201.862804
188	-1	1493.438215
189	-1	5027.298822
190	-1	3214.490378
191	-1	3112.533719
192	-1	2282.407001
193	-1	2013.996037
194	-1	3620.940648
195	-1	799.517920
196	-1	1900.107313
197	-1	1510.769414
198	-1	2876.430203
199	-1	6433.746499
200	-1	1747.415010
201	-1	3089.674368
202	-1	4543.286030
203	-1	771.188802
204	-1	4579.541372
205	1	4929.329486
206	-1	4072.625602
207	-1	5451.987475
208	-1	1355.783728
209	-1	944.766616
210	-1	3107.196613
211	-1	3855.383234
212	-1	3897.498089
213	-1	1373.337193
214	-1	2900.452819
215	-1	3164.255838
216	-1	788.843549
217	-1	3336.561636
218	-1	1904.155478
219	-1	2317.751523
220	-1	1224.180990
221	-1	1699.051963
222	-1	2322.838101
223	-1	4248.735363
224	1	1886.317243
225	-1	3751.253961
226	-1	2132.952433
227	-1	1158.592039
228	-1	2720.329151
229	-1	4097.700208
230	-1	1283.424999
231	-1	7180.970759
232	-1	961.282954
233	-1	2505.274456
234	-1	2265.855114
235	-1	1733.441672
236	-1	2070.717025
237	-1	967.326618
238	-1	2723.746570
239	-1	1417.202737
240	-1	1147.494664
241	-1	2723.801706
242	-1	3920.683196
243	-1	1507.680012
244	-1	7134.151776
245	-1	1335.067846
246	-1	1736.014917
247	-1	950.249386
248	-1	2184.546046
249	-1	1931.723263
250	-1	1277.418779
251	-1	5419.289832
252	-1	1911.821468
253	-1	2592.770202
254	-1	2037.716110
255	-1	2689.321179
256	-1	1225.044285
257	-1	2499.444086
258	-1	1293.069167
259	-1	1376.742110
260	-1	704.310160
261	-1	1735.254839
262	-1	3200.629673
263	-1	2633.161099
264	-1	1298.222496
265	-1	4233.547376
266	1	2856.105742
267	-1	6690.136826
268	-1	1858.700379
269	-1	2686.763656
270	-1	924.675358
271	-1	1870.686884
272	1	1207.678414
273	-1	2475.267149
274	-1	5369.607260
275	-1	1624.830192
276	-1	3561.598731
277	-1	2840.001774
278	-1	1124.451798
279	-1	2617.431369
280	-1	3372.104974
281	-1	1343.478689
282	-1	1738.258570
283	-1	3279.101669
284	-1	3678.664949
285	-1	2290.476976
286	-1	4762.859434
