shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
50.000000	5.000000	1000.000000	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	10.000000	64.000000	0.000000	36.000000
50.000000	5.000000	1000.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	316.227766	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	10.000000	44.000000	0.000000	56.000000
50.000000	5.000000	316.227766	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	100.000000	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	10.000000	20.000000	0.000000	80.000000
50.000000	5.000000	100.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	31.622777	316.227766	92.000000	8.000000	0.000000
50.000000	5.000000	31.622777	100.000000	92.000000	8.000000	0.000000
50.000000	5.000000	31.622777	31.622777	91.000000	9.000000	0.000000
50.000000	5.000000	31.622777	10.000000	5.000000	42.000000	53.000000
50.000000	5.000000	31.622777	3.162278	0.000000	2.000000	98.000000
50.000000	5.000000	10.000000	316.227766	41.000000	59.000000	0.000000
50.000000	5.000000	10.000000	100.000000	46.000000	54.000000	0.000000
50.000000	5.000000	10.000000	31.622777	17.000000	83.000000	0.000000
50.000000	5.000000	10.000000	10.000000	0.000000	100.000000	0.000000
50.000000	5.000000	10.000000	3.162278	0.000000	95.000000	5.000000
