0.002000	73.230745
0.004000	74.363832
0.006000	73.504236
0.008000	72.705842
0.010000	72.948518
0.012000	72.873843
0.014000	72.469861
0.016000	73.299580
0.018000	73.753250
0.020000	73.248512
0.022000	73.275902
0.024000	73.212219
0.026000	73.155384
0.028000	73.162757
0.030000	74.404461
0.032000	74.029565
0.034000	72.503002
0.036000	73.936349
0.038000	72.890422
0.040000	71.725438
0.042000	72.216755
0.044000	72.429289
0.046000	73.281189
0.048000	72.334598
0.050000	73.481752
0.052000	72.058247
0.054000	72.946974
0.056000	73.791148
0.058000	74.149161
0.060000	74.205115
0.062000	73.273639
0.064000	73.763170
0.066000	73.457252
0.068000	74.395768
0.070000	72.973387
0.072000	73.217317
0.074000	74.311789
0.076000	73.328281
0.078000	72.592075
0.080000	73.776624
0.082000	73.009415
0.084000	73.287339
0.086000	72.440524
0.088000	73.601595
0.090000	73.939196
0.092000	73.251431
0.094000	73.264568
0.096000	72.392496
0.098000	74.182477
0.100000	73.262101
0.102000	73.089550
0.104000	73.015754
0.106000	73.242889
0.108000	73.938738
0.110000	73.938287
0.112000	73.060234
0.114000	72.780245
0.116000	73.069037
0.118000	73.692489
0.120000	73.568933
0.122000	72.457138
0.124000	72.340511
0.126000	73.970084
0.128000	72.850473
0.130000	73.931754
0.132000	71.651573
0.134000	73.427203
0.136000	74.713177
0.138000	73.027738
0.140000	73.133679
0.142000	72.694278
0.144000	72.493483
0.146000	73.663232
0.148000	73.267051
0.150000	72.856813
0.152000	73.970161
0.154000	73.483664
0.156000	74.004525
0.158000	73.595243
0.160000	73.279391
0.162000	73.886671
0.164000	73.263092
0.166000	74.634119
0.168000	73.237399
0.170000	73.997858
0.172000	73.147221
0.174000	73.524495
0.176000	72.828889
0.178000	74.398350
0.180000	73.888385
0.182000	73.117248
0.184000	72.907968
0.186000	72.278316
0.188000	73.262223
0.190000	72.866267
0.192000	72.812405
0.194000	71.929786
0.196000	73.462301
0.198000	72.732017
0.200000	72.794551
0.202000	73.064535
0.204000	74.233902
0.206000	72.991444
0.208000	72.920494
