Generation	env
18.200000	43.093404
18.250000	41.685415
18.300000	41.573843
18.350000	38.407547
18.400000	41.904981
18.450000	41.240751
18.500000	41.223947
18.550000	37.040047
18.600000	42.043788
18.650000	38.846894
18.700000	41.172936
18.750000	43.193977
18.800000	40.174412
18.850000	41.803179
18.900000	41.261007
18.950000	38.525833
19.000000	39.652293
19.050000	62.751405
19.100000	58.090320
19.150000	61.307565
19.200000	60.272501
19.250000	63.609914
19.300000	63.077640
19.350000	62.601440
19.400000	63.491291
19.450000	64.038377
19.500000	65.678486
19.550000	58.700662
19.600000	62.954956
19.650000	62.315576
19.700000	64.809045
19.750000	64.788877
19.800000	59.896238
19.850000	57.340735
19.900000	61.866025
19.950000	62.230805
20.000000	62.792951
20.050000	58.788280
20.100000	59.659553
20.150000	57.200216
20.200000	57.216264
20.250000	63.256601
20.300000	56.041182
20.350000	59.956496
20.400000	62.306180
20.450000	63.582791
20.500000	60.811988
20.550000	60.195564
20.600000	58.803834
20.650000	59.696659
20.700000	61.542584
20.750000	58.430859
20.800000	61.479116
20.850000	67.538737
20.900000	64.530102
20.950000	59.113001
21.000000	57.911183
21.050000	51.428318
21.100000	53.303472
21.150000	52.178053
21.200000	54.372878
21.250000	50.669858
21.300000	51.001060
21.350000	49.154849
21.400000	47.827333
21.450000	51.605138
21.500000	55.033388
21.550000	48.620973
21.600000	51.122876
21.650000	52.341705
21.700000	51.064954
21.750000	52.219980
21.800000	53.543542
21.850000	52.352129
21.900000	52.772946
21.950000	55.121324
22.000000	53.736697
22.050000	82.984966
22.100000	88.969428
22.150000	85.367824
22.200000	85.595153
22.250000	91.479626
22.300000	91.372778
22.350000	88.212102
22.400000	85.585420
22.450000	89.245807
22.500000	86.808906
22.550000	85.472306
22.600000	91.672308
22.650000	88.344205
22.700000	86.323221
22.750000	82.364666
22.800000	84.781796
22.850000	87.295140
22.900000	85.097541
22.950000	84.507426
23.000000	84.282994
23.050000	36.837134
23.100000	43.491389
23.150000	38.049231
23.200000	39.016158
23.250000	42.434426
23.300000	39.129563
23.350000	35.678799
23.400000	43.586077
23.450000	38.904102
23.500000	39.317843
23.550000	36.740143
23.600000	41.265296
23.650000	38.337237
23.700000	45.788398
23.750000	35.259937
23.800000	39.838312
23.850000	40.907171
23.900000	41.897349
23.950000	43.643322
24.000000	41.366525
24.050000	54.304366
24.100000	59.224279
24.150000	50.919933
24.200000	54.145225
24.250000	52.411075
24.300000	52.590616
24.350000	56.248514
24.400000	52.763924
24.450000	52.779717
24.500000	53.039255
24.550000	53.310049
24.600000	54.407001
24.650000	54.757169
24.700000	52.111400
24.750000	51.808021
24.800000	58.495215
24.850000	57.195403
24.900000	54.504872
24.950000	53.607041
25.000000	51.516985
25.050000	49.010474
25.100000	48.887037
25.150000	46.995898
25.200000	47.034501
25.250000	47.868557
25.300000	48.703379
25.350000	49.418897
25.400000	50.382048
25.450000	47.892246
25.500000	50.175623
25.550000	46.797269
25.600000	47.450511
25.650000	47.463261
25.700000	49.571987
25.750000	52.716895
25.800000	50.648112
25.850000	46.903182
25.900000	48.440471
25.950000	48.063392
26.000000	47.240901
26.050000	76.230134
26.100000	68.352336
26.150000	74.563598
26.200000	71.036709
26.250000	73.022613
26.300000	71.869435
26.350000	75.857041
26.400000	75.319188
26.450000	69.525037
26.500000	74.859480
26.550000	71.966442
26.600000	71.519176
26.650000	71.043831
26.700000	70.830767
26.750000	73.663548
26.800000	74.770106
26.850000	72.571384
26.900000	70.783496
26.950000	70.952519
27.000000	75.532015
27.050000	56.241743
27.100000	58.794377
27.150000	58.659827
27.200000	57.600859
27.250000	58.645215
27.300000	56.510045
27.350000	57.327395
27.400000	59.221773
27.450000	59.077618
27.500000	58.899283
27.550000	55.028457
27.600000	59.638860
27.650000	56.311847
27.700000	61.858377
27.750000	57.103729
27.800000	59.098096
27.850000	58.523812
27.900000	57.433588
27.950000	58.027442
28.000000	58.913384
28.050000	46.770114
28.100000	44.161121
28.150000	46.309586
28.200000	46.626388
28.250000	42.748141
28.300000	43.834070
28.350000	48.504204
28.400000	44.808246
28.450000	43.497832
28.500000	45.146142
28.550000	45.326389
28.600000	43.237839
28.650000	47.665976
28.700000	40.844613
28.750000	47.729226
28.800000	45.113646
28.850000	44.880899
28.900000	42.998754
28.950000	47.246891
29.000000	45.924408
29.050000	37.971886
29.100000	33.803876
29.150000	40.464130
29.200000	37.381980
29.250000	35.746603
29.300000	37.827502
29.350000	36.194946
29.400000	36.337346
29.450000	33.930995
29.500000	36.453570
29.550000	33.302531
29.600000	35.632290
29.650000	39.147938
29.700000	35.995181
29.750000	34.225391
29.800000	37.582386
29.850000	37.966765
29.900000	35.016931
29.950000	35.168271
30.000000	38.182343
30.050000	61.486522
30.100000	55.643118
30.150000	55.787601
30.200000	60.385368
30.250000	63.139127
30.300000	63.381194
30.350000	60.923740
30.400000	58.974704
30.450000	61.391397
30.500000	59.711069
30.550000	59.222315
30.600000	55.792513
30.650000	58.913388
30.700000	58.909973
30.750000	60.087188
30.800000	60.890181
30.850000	59.200418
30.900000	59.787072
30.950000	62.614052
31.000000	62.085831
31.050000	48.540032
31.100000	51.281738
31.150000	49.851526
31.200000	48.468221
31.250000	50.980034
31.300000	48.081443
31.350000	50.430609
31.400000	49.786306
31.450000	50.373052
31.500000	47.921871
31.550000	53.313821
31.600000	52.469556
31.650000	52.242992
31.700000	54.094823
31.750000	54.203073
31.800000	50.544466
31.850000	50.510462
31.900000	53.299068
31.950000	52.347143
32.000000	51.317821
32.050000	64.043210
32.100000	61.537057
32.150000	60.820242
32.200000	65.154386
32.250000	60.510467
32.300000	65.479217
32.350000	61.886904
32.400000	61.831663
32.450000	61.378706
32.500000	64.954369
32.550000	61.484990
32.600000	63.810641
32.650000	61.907114
32.700000	61.198968
32.750000	58.168397
32.800000	63.559865
32.850000	62.565055
32.900000	61.931781
32.950000	61.900264
33.000000	67.393892
33.050000	37.923237
33.100000	37.056327
33.150000	40.814544
33.200000	36.667072
33.250000	33.823663
33.300000	40.443477
33.350000	37.937891
33.400000	41.450356
33.450000	41.989099
33.500000	38.365181
33.550000	40.775113
33.600000	37.488064
33.650000	36.346661
33.700000	38.766872
33.750000	41.845944
33.800000	37.792012
33.850000	38.631827
33.900000	38.649391
33.950000	37.401170
34.000000	37.532099
34.050000	30.969568
34.100000	36.074862
34.150000	34.874746
34.200000	32.225965
34.250000	33.860591
34.300000	35.060692
34.350000	34.894625
34.400000	38.489753
34.450000	33.864309
34.500000	33.965141
34.550000	34.255781
34.600000	31.595493
34.650000	35.350420
34.700000	34.869527
34.750000	38.309803
34.800000	33.581216
34.850000	37.439445
34.900000	34.357745
34.950000	36.761397
35.000000	36.641309
35.050000	33.425748
35.100000	31.209481
35.150000	34.460356
35.200000	30.535214
35.250000	33.504000
35.300000	29.985392
35.350000	34.334650
35.400000	35.972617
35.450000	35.946804
35.500000	30.209508
35.550000	33.600948
35.600000	30.575708
35.650000	33.213369
35.700000	32.764119
35.750000	33.566334
35.800000	30.388680
35.850000	33.307154
35.900000	33.003650
35.950000	34.044851
36.000000	32.224514
36.050000	62.282686
36.100000	61.631722
36.150000	60.729835
36.200000	61.414297
36.250000	61.674974
36.300000	57.839461
36.350000	60.768685
36.400000	63.164147
36.450000	64.289508
36.500000	63.187817
36.550000	63.454989
36.600000	62.680620
36.650000	62.930232
36.700000	61.217209
36.750000	63.092139
36.800000	66.162976
36.850000	67.019905
36.900000	63.338934
36.950000	63.469837
37.000000	60.958547
37.050000	34.286110
37.100000	38.257473
37.150000	35.683659
37.200000	37.286839
37.250000	34.136935
37.300000	36.264168
37.350000	35.723729
37.400000	34.352321
37.450000	32.225949
37.500000	37.165436
37.550000	31.227961
37.600000	35.322341
37.650000	30.706235
37.700000	32.296473
37.750000	36.030715
37.800000	35.342173
37.850000	36.119756
37.900000	35.169002
37.950000	37.775497
38.000000	37.455218
38.050000	45.023964
38.100000	48.573279
38.150000	48.120361
38.200000	49.789237
38.250000	44.904339
38.300000	47.624101
38.350000	46.742761
38.400000	50.615880
38.450000	45.216169
38.500000	46.784149
38.550000	49.731246
38.600000	49.206918
38.650000	47.789075
38.700000	47.632066
38.750000	52.602934
38.800000	52.157524
38.850000	50.020228
38.900000	46.402468
38.950000	45.765026
39.000000	45.788104
39.050000	19.514012
39.100000	23.395499
39.150000	24.237927
39.200000	22.687998
39.250000	26.564094
39.300000	25.246056
39.350000	22.776802
39.400000	24.232928
39.450000	26.465081
39.500000	19.804523
39.550000	20.846456
39.600000	22.299162
39.650000	26.913712
39.700000	24.543411
39.750000	23.105067
39.800000	25.218283
39.850000	23.165788
39.900000	22.845190
39.950000	28.446663
40.000000	22.470212
40.050000	50.101789
40.100000	47.553173
40.150000	47.046646
40.200000	49.900388
40.250000	49.096880
40.300000	50.305992
40.350000	48.150445
40.400000	47.811095
40.450000	48.411447
40.500000	49.010771
40.550000	49.804630
40.600000	49.166147
40.650000	47.665173
40.700000	48.332800
40.750000	49.171588
40.800000	46.200733
40.850000	49.831720
40.900000	51.743223
40.950000	53.048162
41.000000	51.981092
41.050000	78.905564
41.100000	73.989126
41.150000	71.158056
41.200000	73.183076
41.250000	73.399412
41.300000	73.633829
41.350000	73.409129
41.400000	73.225102
41.450000	75.994841
41.500000	74.021296
41.550000	73.779111
41.600000	75.260472
41.650000	72.574021
41.700000	73.152972
41.750000	72.796002
41.800000	73.968018
41.850000	72.706782
41.900000	73.729180
41.950000	76.702824
42.000000	73.863926
42.050000	76.149422
42.100000	76.225937
42.150000	76.872130
42.200000	74.335418
42.250000	76.352825
42.300000	73.051681
42.350000	74.088926
42.400000	70.163788
42.450000	74.470806
42.500000	74.039628
42.550000	73.204432
42.600000	76.366663
42.650000	77.867045
42.700000	76.282293
42.750000	75.629030
42.800000	76.500806
42.850000	76.113523
42.900000	77.412698
42.950000	76.660746
43.000000	78.591918
43.050000	58.878070
43.100000	56.078132
43.150000	59.312024
43.200000	58.955638
43.250000	55.374302
43.300000	58.541633
43.350000	57.449624
43.400000	55.822133
43.450000	55.659755
43.500000	58.499511
43.550000	57.096137
43.600000	57.408950
43.650000	58.022594
43.700000	57.407161
43.750000	58.829555
43.800000	59.766757
43.850000	59.701284
43.900000	57.407887
43.950000	57.417382
44.000000	58.159820
44.050000	18.951640
44.100000	17.095793
44.150000	19.426217
44.200000	19.821302
44.250000	16.380061
44.300000	19.955715
44.350000	19.388186
44.400000	20.933960
44.450000	20.023095
44.500000	19.303628
44.550000	19.272414
44.600000	19.948965
44.650000	19.794168
44.700000	21.274569
44.750000	15.765705
44.800000	20.302964
44.850000	16.792896
44.900000	23.385828
44.950000	21.596814
45.000000	21.273322
45.050000	42.979720
45.100000	43.071918
45.150000	44.378842
45.200000	42.313963
45.250000	48.861565
45.300000	46.516240
45.350000	43.458893
45.400000	45.321807
45.450000	46.418111
45.500000	44.647116
45.550000	44.023461
45.600000	44.943100
45.650000	46.196748
45.700000	39.729215
45.750000	42.059285
45.800000	41.956849
45.850000	49.090254
45.900000	46.169604
45.950000	40.633500
46.000000	46.757889
46.050000	52.241920
46.100000	45.622026
46.150000	47.480559
46.200000	49.192725
46.250000	50.622349
46.300000	50.508237
46.350000	51.342447
46.400000	48.933244
46.450000	50.067923
46.500000	50.704662
46.550000	46.312453
46.600000	49.142703
46.650000	47.548740
46.700000	50.203622
46.750000	51.104852
46.800000	50.340518
46.850000	49.151457
46.900000	47.514858
46.950000	48.499262
47.000000	48.458063
47.050000	93.250511
47.100000	90.768614
47.150000	94.445510
47.200000	94.742289
47.250000	95.229916
47.300000	89.318708
47.350000	93.068857
47.400000	94.115131
47.450000	94.321802
47.500000	90.491397
47.550000	92.871821
47.600000	92.900831
47.650000	91.488559
47.700000	91.228493
47.750000	93.432900
47.800000	92.401407
47.850000	94.594208
47.900000	91.155189
47.950000	92.193136
48.000000	94.105355
48.050000	53.603938
48.100000	51.915158
48.150000	49.361331
48.200000	50.812799
48.250000	50.469974
48.300000	48.875839
48.350000	48.811369
48.400000	50.228690
48.450000	50.982601
48.500000	46.246670
48.550000	52.834433
48.600000	51.313059
48.650000	48.163381
48.700000	49.307788
48.750000	48.483246
48.800000	50.910784
48.850000	52.514075
48.900000	49.963197
48.950000	48.071445
49.000000	52.927051
49.050000	21.804193
49.100000	20.814814
49.150000	21.396708
49.200000	20.842411
49.250000	19.980132
49.300000	25.727455
49.350000	20.923919
49.400000	24.228458
49.450000	20.465344
49.500000	23.810710
49.550000	21.838986
49.600000	22.948277
49.650000	24.772843
49.700000	18.281238
49.750000	19.218595
49.800000	19.882943
49.850000	20.582149
49.900000	20.454849
49.950000	22.367093
50.000000	24.705300
50.050000	25.439508
50.100000	25.591546
50.150000	27.896156
50.200000	27.361050
50.250000	27.685274
50.300000	27.450041
50.350000	25.528993
50.400000	25.631785
50.450000	26.995945
50.500000	26.464709
50.550000	27.831060
50.600000	26.309464
50.650000	25.917805
50.700000	26.963667
50.750000	28.876595
50.800000	24.767329
50.850000	24.669192
50.900000	28.435364
50.950000	25.436275
51.000000	26.172076
51.050000	28.979454
51.100000	27.051736
51.150000	26.048379
51.200000	29.894886
51.250000	31.578565
51.300000	27.279237
51.350000	28.149188
51.400000	30.042609
51.450000	32.066262
51.500000	28.237089
51.550000	31.002457
51.600000	32.064844
51.650000	29.006066
51.700000	31.869489
51.750000	31.841365
51.800000	30.008919
51.850000	29.108001
51.900000	27.046264
51.950000	29.752593
52.000000	31.442505
52.050000	66.124283
52.100000	60.433721
52.150000	65.078673
52.200000	59.705173
52.250000	62.321395
52.300000	62.149064
52.350000	63.271168
52.400000	61.843148
52.450000	64.724293
52.500000	59.249024
52.550000	62.801770
52.600000	62.187801
52.650000	65.412421
52.700000	61.115185
52.750000	61.636643
52.800000	61.873692
52.850000	62.723596
52.900000	64.375772
52.950000	57.164476
53.000000	62.016424
53.050000	44.875890
53.100000	43.228337
53.150000	43.051842
53.200000	39.371498
53.250000	43.161018
53.300000	40.174238
53.350000	39.746338
53.400000	39.567368
53.450000	37.770646
53.500000	40.958302
53.550000	45.297930
53.600000	42.423333
53.650000	41.010929
53.700000	43.428522
53.750000	41.895482
53.800000	39.374567
53.850000	36.772849
53.900000	42.535368
53.950000	42.174860
54.000000	44.400165
54.050000	76.661974
54.100000	73.636875
54.150000	71.545783
54.200000	72.771106
54.250000	72.063117
54.300000	73.435571
54.350000	70.132279
54.400000	71.935600
54.450000	70.788917
54.500000	73.530597
54.550000	74.864664
54.600000	73.480661
54.650000	72.802016
54.700000	73.707046
54.750000	73.174144
54.800000	68.302135
54.850000	68.646064
54.900000	71.882416
54.950000	72.779298
55.000000	72.358632
55.050000	52.527382
55.100000	51.589490
55.150000	53.341926
55.200000	53.473308
55.250000	51.635478
55.300000	50.298406
55.350000	54.056376
55.400000	47.662829
55.450000	51.207393
55.500000	50.387888
55.550000	52.391150
55.600000	50.320663
55.650000	54.439443
55.700000	51.313753
55.750000	49.425372
55.800000	51.787151
55.850000	47.974171
55.900000	48.361091
55.950000	51.350007
56.000000	52.875137
56.050000	60.776953
56.100000	59.094480
56.150000	59.137849
56.200000	62.478745
56.250000	60.881796
56.300000	63.305424
56.350000	58.784355
56.400000	59.962649
56.450000	59.838309
56.500000	59.748561
56.550000	59.208195
56.600000	55.982488
56.650000	59.029440
56.700000	60.869122
56.750000	58.815253
56.800000	59.120385
56.850000	60.516749
56.900000	61.108494
56.950000	60.017052
57.000000	56.122711
57.050000	48.009834
57.100000	43.825677
57.150000	48.096518
57.200000	48.758086
57.250000	44.454870
57.300000	46.522588
57.350000	49.027946
57.400000	47.094671
57.450000	51.193008
57.500000	46.703535
57.550000	48.178571
57.600000	45.939669
57.650000	51.602751
57.700000	46.942369
57.750000	49.460336
57.800000	48.569652
57.850000	47.168923
57.900000	48.195734
57.950000	47.685388
58.000000	49.794235
58.050000	63.992489
58.100000	58.037190
58.150000	57.336132
58.200000	62.630845
58.250000	63.903740
58.300000	57.640603
58.350000	60.764328
58.400000	62.393450
58.450000	62.059742
58.500000	60.971416
58.550000	61.270949
58.600000	64.756491
58.650000	64.279729
58.700000	64.337595
58.750000	62.069941
58.800000	66.553151
58.850000	60.982083
58.900000	64.800790
58.950000	57.795981
59.000000	65.225722
59.050000	10.872716
59.100000	15.714625
59.150000	14.479917
59.200000	16.872295
59.250000	11.927934
59.300000	11.150304
59.350000	14.367093
59.400000	16.402679
59.450000	13.468489
59.500000	12.067878
59.550000	14.630530
59.600000	17.073882
59.650000	9.525050
59.700000	15.307016
59.750000	17.815130
59.800000	8.520695
59.850000	14.086025
59.900000	17.709306
59.950000	14.386387
60.000000	16.866434
60.050000	70.147318
60.100000	67.004273
60.150000	70.446329
60.200000	67.506078
60.250000	69.995835
60.300000	70.347871
60.350000	68.029102
60.400000	69.730686
60.450000	67.356038
60.500000	71.880724
60.550000	71.736662
60.600000	66.623575
60.650000	68.788371
60.700000	66.051550
60.750000	68.245305
60.800000	67.041766
60.850000	66.963130
60.900000	66.369359
60.950000	71.041442
61.000000	63.761970
61.050000	41.699676
61.100000	40.332691
61.150000	44.083277
61.200000	38.250060
61.250000	40.578337
61.300000	40.809424
61.350000	41.120577
61.400000	44.162679
61.450000	40.143600
61.500000	39.840697
61.550000	46.108275
61.600000	42.478746
61.650000	42.923295
61.700000	45.553014
61.750000	43.068917
61.800000	40.395578
61.850000	45.336187
61.900000	40.802845
61.950000	41.899812
62.000000	41.250705
62.050000	70.668379
62.100000	68.197510
62.150000	70.370767
62.200000	67.787054
62.250000	69.067903
62.300000	70.587032
62.350000	68.593160
62.400000	65.436222
62.450000	64.781925
62.500000	70.515952
62.550000	69.043241
62.600000	64.535269
62.650000	66.248269
62.700000	66.802294
62.750000	67.256862
62.800000	68.214229
62.850000	67.323495
62.900000	67.474337
62.950000	66.021750
63.000000	67.625333
63.050000	18.665685
63.100000	15.917336
63.150000	18.895519
63.200000	20.220068
63.250000	19.739929
63.300000	20.953592
63.350000	16.900969
63.400000	19.084655
63.450000	21.350442
63.500000	21.355004
63.550000	21.732647
63.600000	19.202183
63.650000	19.837796
63.700000	17.083638
63.750000	21.640918
63.800000	19.992402
63.850000	22.319546
63.900000	18.903943
63.950000	19.578356
64.000000	21.388996
64.050000	91.707375
64.100000	87.659121
64.150000	87.983897
64.200000	89.984346
64.250000	89.120951
64.300000	95.119107
64.350000	88.917579
64.400000	91.254801
64.450000	86.501272
64.500000	93.229285
64.550000	84.935209
64.600000	87.862823
64.650000	90.249525
64.700000	92.982957
64.750000	84.195041
64.800000	88.623872
64.850000	93.804523
64.900000	89.070167
64.950000	96.029904
65.000000	86.571291
65.050000	48.548556
65.100000	45.647965
65.150000	49.641762
65.200000	48.970937
65.250000	46.625772
65.300000	48.501734
65.350000	44.358664
65.400000	46.637717
65.450000	49.125840
65.500000	44.191981
65.550000	46.528456
65.600000	43.433448
65.650000	47.561121
65.700000	43.880119
65.750000	45.052218
65.800000	47.130107
65.850000	46.154452
65.900000	49.723963
65.950000	47.405291
66.000000	47.107690
66.050000	55.657874
66.100000	58.393250
66.150000	55.032616
66.200000	59.293789
66.250000	55.656755
66.300000	60.142385
66.350000	56.427877
66.400000	55.681200
66.450000	56.546505
66.500000	58.337715
66.550000	56.959717
66.600000	57.400252
66.650000	55.956332
66.700000	58.638673
66.750000	56.406756
66.800000	57.852926
66.850000	60.528580
66.900000	53.637185
66.950000	55.133679
67.000000	57.220413
67.050000	74.229987
67.100000	75.087688
67.150000	80.196109
67.200000	76.762773
67.250000	71.197726
67.300000	74.395308
67.350000	74.534413
67.400000	76.360268
67.450000	74.261638
67.500000	70.468958
67.550000	73.247064
67.600000	76.095910
67.650000	74.849726
67.700000	72.139651
67.750000	75.291162
67.800000	71.715001
67.850000	74.855716
67.900000	78.145023
67.950000	77.154455
68.000000	76.402143
68.050000	74.343277
68.100000	74.035245
68.150000	72.672900
68.200000	77.912095
68.250000	76.555540
68.300000	73.825678
68.350000	77.021763
68.400000	77.435618
68.450000	76.911219
68.500000	78.077054
68.550000	75.203302
68.600000	80.223780
68.650000	78.723275
68.700000	74.017107
68.750000	76.323394
68.800000	77.256220
68.850000	77.459636
68.900000	75.911350
68.950000	75.948690
69.000000	75.382065
69.050000	82.640210
69.100000	81.379416
69.150000	82.549147
69.200000	84.429324
69.250000	82.121522
69.300000	83.309237
69.350000	81.745931
69.400000	81.210086
69.450000	79.755202
69.500000	79.192157
69.550000	82.341813
69.600000	78.763184
69.650000	82.486427
69.700000	85.772271
69.750000	82.688127
69.800000	81.149879
69.850000	84.331891
69.900000	81.139436
