Generation	env
275.750000	46.857759
275.800000	45.715186
275.850000	45.487907
275.900000	44.829522
275.950000	45.060261
276.000000	44.796013
276.050000	40.558847
276.100000	39.338764
276.150000	39.653288
276.200000	40.315051
276.250000	40.935505
276.300000	36.581406
276.350000	37.779702
276.400000	40.952439
276.450000	40.344787
276.500000	40.841415
276.550000	40.109854
276.600000	38.888752
276.650000	40.569671
276.700000	43.196291
276.750000	42.041326
276.800000	38.631629
276.850000	39.883356
276.900000	42.134884
276.950000	39.645118
277.000000	40.537906
277.050000	39.831421
277.100000	36.443085
277.150000	40.447712
277.200000	41.220739
277.250000	34.048243
277.300000	43.005956
277.350000	36.716266
277.400000	41.993135
277.450000	44.413771
277.500000	42.530882
277.550000	43.422517
277.600000	36.755768
277.650000	37.248622
277.700000	38.413882
277.750000	39.662181
277.800000	38.463957
277.850000	40.730939
277.900000	41.715457
277.950000	40.369107
278.000000	39.001967
278.050000	45.833029
278.100000	47.156918
278.150000	49.323576
278.200000	47.505984
278.250000	46.663060
278.300000	48.833732
278.350000	46.761069
278.400000	48.654506
278.450000	43.226065
278.500000	44.457334
278.550000	49.463328
278.600000	49.974107
278.650000	49.520590
278.700000	48.003446
278.750000	48.574822
278.800000	44.811646
278.850000	43.668746
278.900000	47.011996
278.950000	45.064428
279.000000	46.455543
279.050000	65.114750
279.100000	61.349734
279.150000	64.516467
279.200000	66.870799
279.250000	63.520313
279.300000	67.133742
279.350000	65.771213
279.400000	68.572492
279.450000	66.621387
279.500000	68.857538
279.550000	66.683475
279.600000	66.015004
279.650000	67.616847
279.700000	71.169633
279.750000	68.507999
279.800000	67.953192
279.850000	68.413312
279.900000	65.398156
279.950000	59.109617
280.000000	72.030032
280.050000	44.951181
280.100000	40.882750
280.150000	40.800219
280.200000	41.905186
280.250000	41.005111
280.300000	42.343420
280.350000	42.447190
280.400000	41.981017
280.450000	40.480473
280.500000	43.910648
280.550000	44.393648
280.600000	44.886401
280.650000	39.368908
280.700000	42.422959
280.750000	43.908555
280.800000	45.298496
280.850000	44.424596
280.900000	45.043398
280.950000	43.062817
281.000000	40.899462
281.050000	34.322339
281.100000	36.893596
281.150000	31.790071
281.200000	33.732413
281.250000	34.570878
281.300000	35.676722
281.350000	35.299422
281.400000	34.697201
281.450000	35.284305
281.500000	33.787053
281.550000	33.935914
281.600000	36.190871
281.650000	33.026712
281.700000	32.787360
281.750000	33.065794
281.800000	34.027188
281.850000	35.744026
281.900000	37.446493
281.950000	35.447915
282.000000	31.482573
282.050000	37.140120
282.100000	30.601168
282.150000	33.379488
282.200000	34.820134
282.250000	32.969333
282.300000	33.787211
282.350000	32.428067
282.400000	35.236992
282.450000	35.774566
282.500000	31.761945
282.550000	34.787540
282.600000	35.357932
282.650000	37.302741
282.700000	35.872565
282.750000	36.915123
282.800000	33.323820
282.850000	32.933395
282.900000	33.924305
282.950000	33.515853
283.000000	37.465995
283.050000	44.559489
283.100000	42.082543
283.150000	37.884432
283.200000	40.713271
283.250000	43.734404
283.300000	42.730773
283.350000	46.498542
283.400000	40.527234
283.450000	44.536027
283.500000	43.702584
283.550000	42.952612
283.600000	41.478809
283.650000	43.055693
283.700000	42.938527
283.750000	44.522742
283.800000	47.639591
283.850000	43.025189
283.900000	39.378950
283.950000	39.535693
284.000000	42.068347
284.050000	27.213387
284.100000	25.269989
284.150000	24.734817
284.200000	27.771061
284.250000	23.793893
284.300000	27.549263
284.350000	21.506592
284.400000	24.654154
284.450000	21.276780
284.500000	26.447642
284.550000	21.904009
284.600000	25.778647
284.650000	19.179386
284.700000	26.113688
284.750000	24.472160
284.800000	26.082280
284.850000	26.745537
284.900000	24.042472
284.950000	24.682846
285.000000	26.324681
285.050000	73.033011
285.100000	75.535376
285.150000	73.739515
285.200000	78.524855
285.250000	78.393514
285.300000	77.504127
285.350000	76.859740
285.400000	73.053591
285.450000	77.230454
285.500000	77.719663
285.550000	73.461240
285.600000	75.171486
285.650000	76.383141
285.700000	79.792587
285.750000	75.769813
285.800000	74.250938
285.850000	79.711136
285.900000	77.204603
285.950000	78.938383
286.000000	74.615397
286.050000	25.995707
286.100000	25.236134
286.150000	27.219856
286.200000	28.414036
286.250000	27.661584
286.300000	26.013849
286.350000	28.039046
286.400000	30.662255
286.450000	28.369085
286.500000	25.565501
286.550000	24.970441
286.600000	24.289179
286.650000	28.222134
286.700000	23.497521
286.750000	26.603018
286.800000	29.094044
286.850000	23.940184
286.900000	26.912799
286.950000	29.530655
287.000000	27.902985
287.050000	70.865778
287.100000	69.187217
287.150000	67.277096
287.200000	72.058779
287.250000	70.761620
287.300000	70.797536
287.350000	72.715147
287.400000	70.709561
287.450000	71.843313
287.500000	71.714584
287.550000	72.502239
287.600000	67.850299
287.650000	71.154231
287.700000	65.909242
287.750000	68.248851
287.800000	71.904531
287.850000	72.024403
287.900000	71.759412
287.950000	71.341729
288.000000	65.941644
288.050000	64.284417
288.100000	64.990210
288.150000	59.044610
288.200000	64.312903
288.250000	60.797415
288.300000	59.436429
288.350000	61.841093
288.400000	60.699446
288.450000	66.386296
288.500000	58.996939
288.550000	63.118241
288.600000	59.337093
288.650000	61.052767
288.700000	63.229741
288.750000	64.348453
288.800000	61.894086
288.850000	63.446440
288.900000	61.011936
288.950000	62.634976
289.000000	59.825481
289.050000	48.916485
289.100000	48.121922
289.150000	46.526514
289.200000	46.219446
289.250000	44.929075
289.300000	49.412556
289.350000	49.866149
289.400000	46.496458
289.450000	46.137130
289.500000	48.672089
289.550000	46.078865
289.600000	48.023710
289.650000	47.186326
289.700000	46.520478
289.750000	48.945715
289.800000	45.490219
289.850000	47.527464
289.900000	48.110349
289.950000	47.648678
290.000000	43.680039
290.050000	54.862793
290.100000	54.814180
290.150000	52.115852
290.200000	51.372115
290.250000	56.788767
290.300000	53.791357
290.350000	53.990346
290.400000	56.495914
290.450000	49.670986
290.500000	52.528304
290.550000	54.059076
290.600000	52.129606
290.650000	53.024987
290.700000	57.238950
290.750000	56.954106
290.800000	52.230831
290.850000	54.598874
290.900000	52.895434
290.950000	59.112426
291.000000	55.121671
291.050000	29.614291
291.100000	30.924179
291.150000	28.587735
291.200000	29.475557
291.250000	31.901812
291.300000	31.920994
291.350000	32.838710
291.400000	35.367294
291.450000	33.017968
291.500000	34.160179
291.550000	33.447520
291.600000	27.969762
291.650000	28.059757
291.700000	26.370716
291.750000	31.496133
291.800000	29.131567
291.850000	27.249923
291.900000	28.888572
291.950000	31.699856
292.000000	31.932201
292.050000	46.485647
292.100000	44.447302
292.150000	41.449407
292.200000	43.369044
292.250000	42.013368
292.300000	46.820612
292.350000	42.622980
292.400000	43.468093
292.450000	43.936646
292.500000	37.547632
292.550000	46.306791
292.600000	49.394365
292.650000	42.172055
292.700000	46.215543
292.750000	46.127354
292.800000	47.991382
292.850000	42.917523
292.900000	47.146120
292.950000	47.085920
293.000000	45.524296
293.050000	31.508787
293.100000	27.641683
293.150000	28.183266
293.200000	26.662238
293.250000	27.425235
293.300000	25.687045
293.350000	27.458661
293.400000	28.879215
293.450000	30.638894
293.500000	29.138631
293.550000	29.604222
293.600000	26.938737
293.650000	27.786002
293.700000	24.883760
293.750000	25.112704
293.800000	28.942928
293.850000	34.120897
293.900000	28.215254
293.950000	28.708066
294.000000	25.306933
294.050000	39.913466
294.100000	37.455866
294.150000	45.177263
294.200000	38.334121
294.250000	37.892381
294.300000	38.978040
294.350000	40.796454
294.400000	38.727221
294.450000	37.973582
294.500000	32.321941
294.550000	36.073524
294.600000	39.690093
294.650000	36.860441
294.700000	39.252553
294.750000	38.320363
294.800000	34.494664
294.850000	39.335516
294.900000	35.671328
294.950000	34.839665
295.000000	40.755882
295.050000	61.738134
295.100000	59.752195
295.150000	63.649837
295.200000	62.239391
295.250000	66.138467
295.300000	58.021052
295.350000	62.666834
295.400000	64.227661
295.450000	62.509594
295.500000	59.983755
295.550000	65.112420
295.600000	65.809715
295.650000	62.886788
295.700000	59.384186
295.750000	61.940756
295.800000	63.591552
295.850000	55.853388
295.900000	61.105979
295.950000	59.378481
296.000000	60.309223
296.050000	84.776917
296.100000	86.082495
296.150000	83.574653
296.200000	83.471630
296.250000	85.000866
296.300000	84.798357
296.350000	87.623330
296.400000	84.662762
296.450000	83.077859
296.500000	85.522675
296.550000	84.988784
296.600000	83.584156
296.650000	85.145044
296.700000	84.326222
296.750000	85.380221
296.800000	84.786866
296.850000	84.937098
296.900000	80.809963
296.950000	86.809891
297.000000	81.108231
297.050000	18.132704
297.100000	18.848777
297.150000	18.437127
297.200000	21.366269
297.250000	16.795096
297.300000	19.584682
297.350000	18.648055
297.400000	18.384543
297.450000	23.118977
297.500000	15.843267
297.550000	19.458476
297.600000	17.013184
297.650000	15.972525
297.700000	20.191029
297.750000	20.929781
297.800000	17.245365
297.850000	20.518591
297.900000	18.232342
297.950000	14.581787
298.000000	17.211233
298.050000	48.801042
298.100000	48.040006
298.150000	54.499993
298.200000	51.342756
298.250000	47.990282
298.300000	51.976958
298.350000	47.293576
298.400000	50.570750
298.450000	52.256535
298.500000	48.811911
298.550000	55.171403
298.600000	54.670147
298.650000	50.243370
298.700000	50.281100
298.750000	50.352503
298.800000	49.143723
298.850000	50.738958
298.900000	51.597232
298.950000	48.971405
299.000000	49.861925
299.050000	20.167003
299.100000	21.978010
299.150000	21.302245
299.200000	23.167246
299.250000	24.495876
299.300000	24.522541
299.350000	24.716999
299.400000	23.643834
299.450000	25.001446
299.500000	24.366020
299.550000	23.979981
299.600000	24.414131
299.650000	23.767493
299.700000	21.703054
299.750000	24.414180
299.800000	22.747088
299.850000	26.822858
299.900000	19.885505
299.950000	24.597564
300.000000	24.263413
300.050000	42.836412
300.100000	44.298508
300.150000	46.921253
300.200000	46.544289
300.250000	45.371847
300.300000	44.794754
300.350000	45.975409
300.400000	43.694698
300.450000	41.545716
300.500000	42.900622
300.550000	42.307363
300.600000	45.305315
300.650000	44.633854
300.700000	44.219833
300.750000	44.817819
300.800000	41.236215
300.850000	46.358814
300.900000	45.351374
300.950000	46.159592
301.000000	45.673828
301.050000	64.700423
301.100000	70.124804
301.150000	71.296212
301.200000	69.234145
301.250000	70.720254
301.300000	69.360921
301.350000	65.959823
301.400000	70.335400
301.450000	72.273504
301.500000	64.647037
301.550000	67.179738
301.600000	70.525706
301.650000	68.330750
301.700000	67.262666
301.750000	68.437960
301.800000	68.785978
301.850000	65.047921
301.900000	70.028784
301.950000	68.420191
302.000000	67.504173
302.050000	84.301662
302.100000	83.596075
302.150000	80.951837
302.200000	82.250630
302.250000	83.583013
302.300000	82.790351
302.350000	85.154562
302.400000	84.484168
302.450000	83.840043
302.500000	84.071356
302.550000	80.817183
302.600000	86.643734
302.650000	80.009103
302.700000	83.618802
302.750000	90.317164
302.800000	83.860762
302.850000	79.740431
302.900000	79.778802
302.950000	84.417767
303.000000	82.280818
303.050000	42.586483
303.100000	38.345890
303.150000	39.489906
303.200000	42.541909
303.250000	43.171676
303.300000	43.696629
303.350000	41.729522
303.400000	38.224444
303.450000	39.029316
303.500000	43.927624
303.550000	41.799220
303.600000	38.863905
303.650000	37.182354
303.700000	37.824441
303.750000	38.009364
303.800000	40.084649
303.850000	42.510348
303.900000	40.177483
303.950000	43.661010
304.000000	41.540556
304.050000	50.999546
304.100000	49.175199
304.150000	51.793203
304.200000	50.033916
304.250000	51.840181
304.300000	48.847392
304.350000	51.857578
304.400000	45.815159
304.450000	52.162568
304.500000	45.907271
304.550000	50.656739
304.600000	51.895172
304.650000	49.628515
304.700000	48.490421
304.750000	47.379010
304.800000	50.801569
304.850000	49.332408
304.900000	49.659000
304.950000	49.343338
305.000000	50.063761
305.050000	62.376643
305.100000	61.259033
305.150000	64.556370
305.200000	58.012073
305.250000	62.686431
305.300000	59.757050
305.350000	62.208003
305.400000	62.993614
305.450000	63.690184
305.500000	58.900175
305.550000	63.104429
305.600000	60.837080
305.650000	59.816514
305.700000	62.643875
305.750000	58.256859
305.800000	62.738444
305.850000	58.543917
305.900000	61.432884
305.950000	60.338339
306.000000	60.751689
306.050000	41.995973
306.100000	47.088607
306.150000	43.751645
306.200000	43.187833
306.250000	45.788334
306.300000	44.203301
306.350000	46.434911
306.400000	44.727023
306.450000	46.658627
306.500000	46.425242
306.550000	44.440419
306.600000	45.289951
306.650000	42.987099
306.700000	47.583872
306.750000	42.703051
306.800000	41.678017
306.850000	44.880788
306.900000	42.430945
306.950000	45.496148
307.000000	43.371477
307.050000	35.768715
307.100000	34.679364
307.150000	38.017202
307.200000	37.755036
307.250000	37.993397
307.300000	38.651453
307.350000	39.972537
307.400000	35.648220
307.450000	34.001730
307.500000	35.432697
307.550000	37.099271
307.600000	39.250638
307.650000	35.655362
307.700000	35.731772
307.750000	38.069289
307.800000	35.521999
307.850000	37.322679
307.900000	37.290860
307.950000	35.962083
308.000000	37.066834
308.050000	56.285263
308.100000	60.967172
308.150000	57.494922
308.200000	59.736836
308.250000	61.016977
308.300000	57.422956
308.350000	55.782788
308.400000	58.687678
308.450000	56.279812
308.500000	57.862068
308.550000	56.380212
308.600000	54.496303
308.650000	57.488511
308.700000	56.810266
308.750000	60.672288
308.800000	56.482249
308.850000	59.734055
308.900000	55.021001
308.950000	56.874360
309.000000	57.859763
309.050000	42.275540
309.100000	39.411834
309.150000	39.343518
309.200000	38.631147
309.250000	44.871036
309.300000	41.039090
309.350000	40.487946
309.400000	41.147263
309.450000	43.733029
309.500000	42.299013
309.550000	42.906647
309.600000	40.228388
309.650000	42.105585
309.700000	42.214421
309.750000	37.451699
309.800000	38.321730
309.850000	39.142525
309.900000	40.948456
309.950000	43.118039
310.000000	40.607575
310.050000	58.446976
310.100000	57.584396
310.150000	58.049809
310.200000	55.438034
310.250000	56.225139
310.300000	59.264476
310.350000	59.447491
310.400000	57.768099
310.450000	59.460881
310.500000	55.750485
310.550000	58.179748
310.600000	57.950446
310.650000	58.841230
310.700000	54.387514
310.750000	55.941361
310.800000	58.176361
310.850000	54.581793
310.900000	57.960106
310.950000	55.167649
311.000000	56.558371
311.050000	35.367241
311.100000	39.910365
311.150000	36.834341
311.200000	41.730318
311.250000	37.861172
311.300000	38.393363
311.350000	37.624984
311.400000	40.772351
311.450000	41.023240
311.500000	36.576547
311.550000	37.354611
311.600000	35.326456
311.650000	37.539700
311.700000	37.677625
311.750000	33.422801
311.800000	39.322572
311.850000	39.079506
311.900000	41.649355
311.950000	38.859637
312.000000	40.172493
312.050000	27.404072
312.100000	25.958958
312.150000	23.301431
312.200000	22.228095
312.250000	24.150245
312.300000	28.125871
312.350000	24.910186
312.400000	27.415172
312.450000	24.484938
312.500000	21.267408
312.550000	24.148494
312.600000	26.627008
312.650000	26.102643
312.700000	24.977296
312.750000	21.874616
312.800000	26.295594
312.850000	25.249809
312.900000	20.450815
312.950000	23.106365
313.000000	24.687820
313.050000	39.212585
313.100000	43.428380
313.150000	40.941702
313.200000	42.383262
313.250000	42.277678
313.300000	41.926302
313.350000	40.028742
313.400000	45.808119
313.450000	43.707494
313.500000	41.815691
313.550000	42.983144
313.600000	42.170391
313.650000	38.262654
313.700000	41.732656
313.750000	37.382014
313.800000	43.833272
313.850000	43.488446
313.900000	43.544191
313.950000	40.385222
314.000000	43.743474
314.050000	19.177026
314.100000	16.374224
314.150000	17.172734
314.200000	16.615377
314.250000	14.521266
314.300000	14.551325
314.350000	13.015455
314.400000	20.184051
314.450000	17.876944
314.500000	14.831296
314.550000	14.671438
314.600000	16.925313
314.650000	17.547592
314.700000	16.216345
314.750000	16.717779
314.800000	15.419895
314.850000	17.318711
314.900000	16.109198
314.950000	14.195100
315.000000	15.430303
315.050000	53.987571
315.100000	53.178744
315.150000	56.248798
315.200000	55.248581
315.250000	51.533309
315.300000	53.871383
315.350000	52.716179
315.400000	54.046860
315.450000	51.843991
315.500000	53.990432
315.550000	59.010249
315.600000	53.273808
315.650000	53.527195
315.700000	54.085938
315.750000	54.054863
315.800000	53.755634
315.850000	55.817426
315.900000	56.341297
315.950000	51.155992
316.000000	55.244305
316.050000	65.992575
316.100000	65.132308
316.150000	65.678080
316.200000	65.897294
316.250000	66.808748
316.300000	66.590315
316.350000	66.962442
316.400000	60.979939
316.450000	65.420555
316.500000	62.054228
316.550000	63.898507
316.600000	64.301499
316.650000	65.739538
316.700000	64.185571
316.750000	68.658179
316.800000	64.753015
316.850000	66.710557
316.900000	68.335112
316.950000	64.701294
317.000000	68.736329
317.050000	41.541822
317.100000	47.513031
317.150000	43.211210
317.200000	42.621376
317.250000	45.235441
317.300000	44.713014
317.350000	44.196711
317.400000	41.502650
317.450000	47.509955
317.500000	45.003094
317.550000	44.075880
317.600000	43.200030
317.650000	45.565852
317.700000	40.644977
317.750000	39.902658
317.800000	47.689215
317.850000	42.229227
317.900000	45.108305
317.950000	44.885592
318.000000	47.704351
318.050000	43.890273
318.100000	40.100508
318.150000	44.437767
318.200000	40.171910
318.250000	41.262225
318.300000	39.903217
318.350000	44.487943
318.400000	37.773257
318.450000	43.371582
318.500000	41.826329
318.550000	42.724040
318.600000	41.556215
318.650000	38.431522
318.700000	41.589655
318.750000	43.792602
318.800000	39.877634
318.850000	42.052795
318.900000	40.119749
318.950000	40.016295
319.000000	39.151978
319.050000	57.986261
319.100000	57.593696
319.150000	61.645088
319.200000	59.226108
319.250000	57.212316
319.300000	60.640609
319.350000	62.169948
319.400000	60.451089
319.450000	57.629528
319.500000	60.678380
319.550000	62.316449
319.600000	58.253017
319.650000	58.847634
319.700000	58.590262
319.750000	57.608698
319.800000	61.993440
319.850000	60.898337
319.900000	60.988269
319.950000	60.044695
320.000000	62.168973
320.050000	47.966882
320.100000	50.535354
320.150000	48.283477
320.200000	51.279247
320.250000	48.433798
320.300000	48.597671
320.350000	47.512291
320.400000	54.611366
320.450000	50.024230
320.500000	50.803527
320.550000	46.539065
320.600000	53.224511
320.650000	49.818564
320.700000	49.303463
320.750000	53.541313
320.800000	53.515731
320.850000	46.706637
320.900000	53.139249
320.950000	51.626243
321.000000	51.795215
321.050000	58.045438
321.100000	61.499232
321.150000	60.300933
321.200000	59.302732
321.250000	58.241997
321.300000	60.069355
321.350000	59.584306
321.400000	58.807835
321.450000	63.307154
321.500000	59.219262
321.550000	63.875585
321.600000	59.041809
321.650000	61.717509
321.700000	59.635999
321.750000	60.818729
321.800000	60.466409
321.850000	60.395944
321.900000	58.810596
321.950000	64.578865
322.000000	60.037761
322.050000	19.327604
322.100000	21.096620
322.150000	15.699427
322.200000	17.799122
322.250000	14.328099
322.300000	15.197066
322.350000	13.683556
322.400000	15.018983
322.450000	15.307778
322.500000	18.062819
322.550000	18.435475
322.600000	15.741185
322.650000	14.002968
322.700000	20.210042
322.750000	17.434199
322.800000	19.664128
322.850000	15.357256
322.900000	14.664941
322.950000	18.367934
323.000000	16.312621
323.050000	57.468408
323.100000	57.365191
323.150000	56.197500
323.200000	58.229338
323.250000	57.409734
323.300000	61.550703
323.350000	59.823436
323.400000	57.744981
323.450000	61.700906
323.500000	59.565011
323.550000	52.650710
323.600000	62.107201
323.650000	59.489145
323.700000	61.806356
323.750000	60.057450
323.800000	57.488600
323.850000	59.639566
323.900000	60.399095
323.950000	57.594285
324.000000	60.904817
324.050000	43.364698
324.100000	43.940346
324.150000	48.443001
324.200000	45.919944
324.250000	42.928524
324.300000	45.888803
324.350000	42.997923
324.400000	46.333533
324.450000	50.243574
324.500000	47.421789
324.550000	46.962543
324.600000	47.435012
324.650000	49.498631
324.700000	47.587292
324.750000	49.062889
324.800000	44.352125
324.850000	46.172635
324.900000	47.384231
324.950000	47.704052
325.000000	49.127403
325.050000	61.391706
325.100000	60.935039
325.150000	57.666964
325.200000	58.675214
325.250000	63.570246
325.300000	60.171030
325.350000	61.203447
325.400000	56.486053
325.450000	64.290438
325.500000	60.344755
325.550000	56.495423
325.600000	61.133619
325.650000	60.010960
325.700000	58.752591
325.750000	63.003744
325.800000	54.769556
325.850000	59.010034
325.900000	59.500401
325.950000	59.598664
326.000000	60.148715
326.050000	59.649418
326.100000	57.882283
326.150000	58.729748
326.200000	59.982828
326.250000	58.691616
326.300000	60.645895
326.350000	60.208764
326.400000	64.079992
326.450000	60.076056
326.500000	58.836432
326.550000	59.156519
326.600000	60.066615
326.650000	59.517921
326.700000	60.904298
326.750000	64.226883
326.800000	61.311053
326.850000	60.517535
326.900000	57.862159
326.950000	59.933803
327.000000	55.897161
327.050000	67.138266
327.100000	69.248627
327.150000	69.680605
327.200000	71.100165
327.250000	68.824710
327.300000	64.353956
327.350000	69.731873
327.400000	64.459958
327.450000	68.448847
327.500000	69.843255
327.550000	72.112267
327.600000	67.141865
327.650000	72.956484
327.700000	72.223236
327.750000	71.670514
327.800000	68.701968
327.850000	67.967209
327.900000	70.588480
327.950000	68.464365
328.000000	67.932357
328.050000	28.299168
328.100000	30.300432
328.150000	29.525941
328.200000	30.003520
328.250000	30.482601
328.300000	31.232112
328.350000	29.603502
328.400000	32.852238
328.450000	33.197066
328.500000	29.751053
328.550000	32.312613
328.600000	32.563328
328.650000	28.327411
328.700000	29.339600
328.750000	28.945201
328.800000	32.202558
328.850000	30.780060
328.900000	30.863186
328.950000	28.443301
329.000000	29.256566
329.050000	38.666767
329.100000	37.049494
329.150000	37.942172
329.200000	40.482719
329.250000	36.677906
329.300000	41.000081
329.350000	34.968166
329.400000	36.959550
329.450000	37.124732
329.500000	37.009731
329.550000	37.441161
329.600000	38.185216
329.650000	36.323764
329.700000	39.979842
329.750000	37.769510
329.800000	38.784210
329.850000	36.744333
329.900000	37.748409
329.950000	38.509372
330.000000	35.456583
330.050000	60.423498
330.100000	63.691431
330.150000	59.228874
330.200000	64.368872
330.250000	58.289771
330.300000	60.178209
330.350000	61.170948
330.400000	60.151154
330.450000	61.737588
330.500000	60.774447
330.550000	61.464797
330.600000	58.967828
330.650000	62.760768
330.700000	62.878049
330.750000	59.642455
330.800000	62.764773
330.850000	62.973582
330.900000	63.885508
330.950000	62.637808
331.000000	62.390046
331.050000	53.377368
331.100000	54.293593
331.150000	52.314110
331.200000	53.405004
331.250000	59.197835
331.300000	49.448892
331.350000	56.458269
331.400000	52.756736
331.450000	50.922925
331.500000	50.735505
331.550000	53.436583
331.600000	49.600421
331.650000	50.065400
331.700000	51.270386
331.750000	55.858445
331.800000	50.291588
331.850000	51.957632
331.900000	53.798729
331.950000	54.250039
332.000000	51.637932
332.050000	13.608823
332.100000	13.761128
332.150000	8.469339
332.200000	9.841562
332.250000	10.350728
332.300000	11.167013
332.350000	8.972026
332.400000	17.525080
332.450000	13.754878
332.500000	10.693665
332.550000	13.144827
332.600000	10.004234
332.650000	13.778100
332.700000	8.383343
332.750000	10.933850
332.800000	12.178309
332.850000	14.245715
332.900000	12.617351
332.950000	10.164351
333.000000	7.944679
333.050000	49.387311
333.100000	45.304088
333.150000	49.392737
333.200000	49.776165
333.250000	49.648235
333.300000	42.798904
333.350000	47.281347
333.400000	47.189404
333.450000	49.515910
333.500000	49.786971
333.550000	48.671434
333.600000	45.667964
333.650000	46.080856
333.700000	47.516843
333.750000	50.692978
333.800000	45.948226
333.850000	43.294380
333.900000	49.707976
333.950000	40.318439
334.000000	51.111370
334.050000	30.469391
334.100000	29.874092
334.150000	31.936987
334.200000	28.077667
334.250000	27.693881
334.300000	29.365596
334.350000	25.865451
334.400000	28.795464
334.450000	31.307344
334.500000	29.506564
334.550000	31.778858
334.600000	26.179227
334.650000	27.059699
334.700000	26.202814
334.750000	30.484823
334.800000	26.568973
334.850000	29.373837
334.900000	29.688672
334.950000	29.261957
335.000000	31.206171
335.050000	35.438916
335.100000	33.840685
335.150000	36.354662
335.200000	38.597801
335.250000	35.777673
335.300000	35.654263
335.350000	39.173910
335.400000	36.953249
335.450000	38.259189
335.500000	34.857188
335.550000	36.709933
335.600000	37.470427
335.650000	38.519853
335.700000	33.777412
335.750000	32.968856
335.800000	35.431798
335.850000	37.624288
335.900000	36.850898
335.950000	37.101086
336.000000	36.222008
336.050000	42.810676
336.100000	48.666368
336.150000	41.841430
336.200000	40.149276
336.250000	46.903009
336.300000	44.544786
336.350000	43.396744
336.400000	48.848315
336.450000	47.755918
336.500000	45.191989
336.550000	44.713516
336.600000	44.168531
336.650000	44.327510
336.700000	42.272220
336.750000	41.918253
336.800000	43.677744
336.850000	42.033351
336.900000	47.168717
336.950000	44.293189
337.000000	42.534638
337.050000	24.777566
337.100000	25.100493
337.150000	26.864800
337.200000	22.889547
337.250000	28.448723
337.300000	26.478190
337.350000	23.068891
337.400000	25.787826
337.450000	25.552333
337.500000	26.686376
337.550000	24.586397
337.600000	29.524116
337.650000	30.075348
337.700000	30.062739
337.750000	29.576042
337.800000	28.395015
337.850000	28.047849
337.900000	29.956451
337.950000	25.615648
338.000000	27.178389
338.050000	53.956204
338.100000	50.709651
338.150000	53.859043
338.200000	52.012845
338.250000	53.322727
338.300000	54.615425
338.350000	51.262479
338.400000	48.666732
338.450000	52.128684
338.500000	52.272427
338.550000	53.749268
338.600000	51.096259
338.650000	55.705782
338.700000	55.909759
338.750000	55.160817
338.800000	51.942410
338.850000	52.848509
338.900000	54.302011
338.950000	52.263228
339.000000	49.131213
339.050000	44.700068
339.100000	46.688679
339.150000	46.319056
339.200000	47.253119
339.250000	46.644407
339.300000	50.909649
339.350000	48.728431
339.400000	47.648588
339.450000	45.071939
339.500000	46.304905
339.550000	49.864765
339.600000	49.338310
339.650000	50.088809
339.700000	48.427953
339.750000	47.189171
339.800000	47.388202
339.850000	45.227421
339.900000	45.913217
339.950000	47.674856
340.000000	45.646120
340.050000	74.555719
340.100000	73.426528
340.150000	77.635458
340.200000	75.059507
340.250000	80.462432
340.300000	77.664410
340.350000	75.628979
340.400000	76.026815
340.450000	78.688461
340.500000	75.601077
340.550000	74.879164
340.600000	76.935336
340.650000	75.599955
340.700000	79.744792
340.750000	77.926311
340.800000	70.893915
340.850000	78.888905
340.900000	78.543439
340.950000	73.579663
341.000000	76.371163
341.050000	64.555314
341.100000	66.719485
341.150000	68.473903
341.200000	68.603828
341.250000	67.423801
341.300000	67.124442
341.350000	70.106595
341.400000	67.340099
341.450000	67.714904
341.500000	63.533088
341.550000	68.562676
341.600000	68.399018
341.650000	68.005048
341.700000	67.070418
341.750000	68.727400
341.800000	67.821074
341.850000	69.053926
341.900000	65.506954
341.950000	69.664680
342.000000	66.910483
342.050000	97.318258
342.100000	94.715663
342.150000	94.945796
342.200000	98.284344
342.250000	96.049363
342.300000	94.718428
342.350000	95.266205
342.400000	94.924931
342.450000	97.209918
342.500000	97.793154
342.550000	94.671790
342.600000	97.642779
342.650000	93.648214
342.700000	96.709999
342.750000	90.853924
342.800000	98.992880
342.850000	96.113261
342.900000	96.704983
342.950000	94.700461
343.000000	92.488890
343.050000	36.481220
343.100000	41.370270
343.150000	35.231251
343.200000	40.022713
343.250000	35.682881
343.300000	38.184281
343.350000	42.283843
343.400000	37.534590
343.450000	45.475347
343.500000	42.188664
343.550000	38.055422
343.600000	38.867567
343.650000	41.514352
343.700000	43.228207
343.750000	39.126258
343.800000	41.171905
343.850000	40.199862
343.900000	45.712591
343.950000	38.424401
344.000000	38.737790
344.050000	23.896372
344.100000	26.856326
344.150000	27.588581
344.200000	25.117335
344.250000	26.542542
344.300000	27.586559
344.350000	26.929725
344.400000	26.091513
344.450000	28.028950
344.500000	26.504262
344.550000	28.137619
344.600000	25.308612
344.650000	27.878343
344.700000	26.982053
344.750000	25.982204
344.800000	26.340791
344.850000	24.290705
344.900000	26.329501
344.950000	27.658387
345.000000	29.095291
345.050000	45.244048
345.100000	45.600554
345.150000	43.672276
345.200000	47.082922
345.250000	46.687234
345.300000	42.738445
345.350000	42.071888
345.400000	44.901132
345.450000	44.979039
345.500000	43.057144
345.550000	44.092266
345.600000	39.890525
345.650000	47.636195
