N1	N2	Generation	abf_1	abf_2
78.957299	207.984044	15.000000	3.635210	1.957832
68.262056	299.486095	16.000000	0.864544	1.439947
156.953939	442.778218	17.000000	2.299285	1.478460
52.086987	84.129708	18.000000	0.331862	0.190004
89.346986	156.752722	19.000000	1.715342	1.863227
90.651723	246.898650	20.000000	1.014603	1.575084
115.305921	359.452917	21.000000	1.271966	1.455872
454.997648	504.837507	22.000000	3.946004	1.404461
0.000000	0.000000	23.000000	-0.313873	-0.311342
0.000000	0.000000	24.000000	1.788315	2.037320
0.000000	0.000000	25.000000	3.853467	2.190421
0.000000	0.000000	26.000000	4.666936	2.222056
0.000000	0.000000	27.000000	1.000324	1.490815
0.000000	0.000000	28.000000	2.134062	2.101692
0.000000	0.000000	29.000000	3.497357	2.178574
0.000000	0.000000	30.000000	1.141777	1.902642
0.000000	0.000000	31.000000	1.709689	2.041403
0.000000	0.000000	32.000000	4.659240	2.221592
0.000000	0.000000	33.000000	1.235251	1.943589
0.000000	0.000000	34.000000	1.392274	1.988704
0.000000	0.000000	35.000000	1.065799	1.835815
0.000000	0.000000	36.000000	1.016333	1.743323
0.000000	0.000000	37.000000	1.233159	1.944267
0.000000	0.000000	38.000000	1.074167	1.847608
0.000000	0.000000	39.000000	4.386950	2.213173
0.000000	0.000000	40.000000	1.000005	1.343163
0.000000	0.000000	41.000000	4.733395	2.223827
0.000000	0.000000	42.000000	1.000023	1.434921
0.000000	0.000000	43.000000	1.000030	1.370942
0.000000	0.000000	44.000000	2.245271	2.112694
0.000000	0.000000	45.000000	0.999992	1.196401
0.000000	0.000000	46.000000	3.199095	2.161017
0.000000	0.000000	47.000000	4.736566	2.223760
0.000000	0.000000	48.000000	0.999992	1.007794
0.000000	0.000000	49.000000	4.723207	2.223502
0.000000	0.000000	50.000000	0.999993	1.268655
0.000000	0.000000	51.000000	1.000040	1.457360
0.000000	0.000000	52.000000	1.001454	1.595886
0.000000	0.000000	53.000000	1.283529	1.953456
0.000000	0.000000	54.000000	2.128757	2.088651
0.000000	0.000000	55.000000	1.000388	1.502819
0.000000	0.000000	56.000000	4.605424	2.220088
0.000000	0.000000	57.000000	1.689181	2.050180
0.000000	0.000000	58.000000	4.448415	2.214658
0.000000	0.000000	59.000000	1.374275	1.959266
0.000000	0.000000	60.000000	0.999992	1.077035
0.000000	0.000000	61.000000	1.009416	1.684639
0.000000	0.000000	62.000000	2.254368	2.103754
0.000000	0.000000	63.000000	1.011186	1.713714
0.000000	0.000000	64.000000	0.999992	1.201938
0.000000	0.000000	65.000000	0.999992	1.031008
0.000000	0.000000	66.000000	4.131310	2.203841
0.000000	0.000000	67.000000	2.569324	2.130723
0.000000	0.000000	68.000000	1.000044	1.399132
0.000000	0.000000	69.000000	0.999997	1.341513
0.000000	0.000000	70.000000	0.999992	1.156438
0.000000	0.000000	71.000000	2.951772	2.137286
0.000000	0.000000	72.000000	1.791621	2.042566
0.000000	0.000000	73.000000	3.626845	2.181020
0.000000	0.000000	74.000000	0.999992	1.084116
0.000000	0.000000	75.000000	1.848278	2.045499
0.000000	0.000000	76.000000	1.646362	2.043317
0.000000	0.000000	77.000000	1.118887	1.898441
0.000000	0.000000	78.000000	1.000100	1.419932
0.000000	0.000000	79.000000	1.003515	1.594145
0.000000	0.000000	80.000000	4.684747	2.221815
0.000000	0.000000	81.000000	4.257165	2.207578
0.000000	0.000000	82.000000	4.041656	2.199365
0.000000	0.000000	83.000000	2.910231	2.143481
0.000000	0.000000	84.000000	1.000041	1.405933
0.000000	0.000000	85.000000	4.642203	2.221388
0.000000	0.000000	86.000000	0.999992	1.020352
0.000000	0.000000	87.000000	2.154505	2.090907
0.000000	0.000000	88.000000	4.233493	2.206260
0.000000	0.000000	89.000000	3.340197	2.171470
0.000000	0.000000	90.000000	2.202703	2.103111
0.000000	0.000000	91.000000	3.543335	2.183114
0.000000	0.000000	92.000000	3.956951	2.196750
0.000000	0.000000	93.000000	0.999992	1.134933
0.000000	0.000000	94.000000	2.779611	2.140424
0.000000	0.000000	95.000000	1.000726	1.528976
0.000000	0.000000	96.000000	1.003473	1.610729
0.000000	0.000000	97.000000	0.999992	1.103805
0.000000	0.000000	98.000000	3.354395	2.171415
0.000000	0.000000	99.000000	4.445685	2.214974
0.000000	0.000000	100.000000	1.003709	1.643775
0.000000	0.000000	101.000000	1.118683	1.894077
0.000000	0.000000	102.000000	4.553054	2.218050
0.000000	0.000000	103.000000	1.232214	1.955566
0.000000	0.000000	104.000000	1.007652	1.649183
0.000000	0.000000	105.000000	1.714407	2.041389
0.000000	0.000000	106.000000	0.999992	1.048222
0.000000	0.000000	107.000000	4.275842	2.209834
0.000000	0.000000	108.000000	3.713592	2.186971
0.000000	0.000000	109.000000	1.003131	1.631462
0.000000	0.000000	110.000000	0.999992	1.177581
0.000000	0.000000	111.000000	1.000182	1.477074
0.000000	0.000000	112.000000	1.020333	1.687642
0.000000	0.000000	113.000000	2.276900	2.111061
0.000000	0.000000	114.000000	1.184976	1.923246
0.000000	0.000000	115.000000	1.000405	1.536476
0.000000	0.000000	116.000000	1.041033	1.794812
0.000000	0.000000	117.000000	4.044037	2.200350
0.000000	0.000000	118.000000	4.434122	2.214798
0.000000	0.000000	119.000000	4.058931	2.201726
0.000000	0.000000	120.000000	3.196978	2.159893
0.000000	0.000000	121.000000	1.072452	1.855163
0.000000	0.000000	122.000000	4.655493	2.221321
0.000000	0.000000	123.000000	1.031095	1.761607
0.000000	0.000000	124.000000	1.300532	1.947603
0.000000	0.000000	125.000000	1.008505	1.695700
0.000000	0.000000	126.000000	3.423758	2.174309
0.000000	0.000000	127.000000	4.695364	2.222726
0.000000	0.000000	128.000000	0.999993	1.283614
0.000000	0.000000	129.000000	1.000255	1.498952
0.000000	0.000000	130.000000	1.006478	1.637310
0.000000	0.000000	131.000000	4.471017	2.215801
0.000000	0.000000	132.000000	1.000001	1.333390
0.000000	0.000000	133.000000	1.000012	1.366603
0.000000	0.000000	134.000000	4.123514	2.203576
0.000000	0.000000	135.000000	1.066055	1.857394
0.000000	0.000000	136.000000	1.000045	1.411096
0.000000	0.000000	137.000000	3.946883	2.198258
0.000000	0.000000	138.000000	1.004743	1.631754
0.000000	0.000000	139.000000	4.769680	2.224635
0.000000	0.000000	140.000000	3.974552	2.200061
0.000000	0.000000	141.000000	1.000202	1.497821
0.000000	0.000000	142.000000	0.999992	1.120590
0.000000	0.000000	143.000000	0.999992	1.109202
0.000000	0.000000	144.000000	2.056281	2.084377
0.000000	0.000000	145.000000	0.999992	1.202466
0.000000	0.000000	146.000000	0.999993	1.310571
0.000000	0.000000	147.000000	1.005281	1.669480
0.000000	0.000000	148.000000	4.002415	2.197755
0.000000	0.000000	149.000000	0.999992	1.009372
0.000000	0.000000	150.000000	1.820788	2.060011
0.000000	0.000000	151.000000	1.009287	1.688906
0.000000	0.000000	152.000000	1.000788	1.521225
0.000000	0.000000	153.000000	1.002597	1.553311
0.000000	0.000000	154.000000	0.999992	1.014808
0.000000	0.000000	155.000000	4.286810	2.209552
0.000000	0.000000	156.000000	0.999992	1.188014
0.000000	0.000000	157.000000	4.135544	2.203433
0.000000	0.000000	158.000000	4.465010	2.215057
0.000000	0.000000	159.000000	2.145352	2.085589
0.000000	0.000000	160.000000	4.479797	2.215828
0.000000	0.000000	161.000000	1.002583	1.642338
0.000000	0.000000	162.000000	1.872288	2.065329
0.000000	0.000000	163.000000	0.999993	1.292556
0.000000	0.000000	164.000000	1.011426	1.691070
0.000000	0.000000	165.000000	4.649212	2.221224
0.000000	0.000000	166.000000	1.683658	2.037273
0.000000	0.000000	167.000000	1.702581	2.050492
0.000000	0.000000	168.000000	0.999992	1.013362
0.000000	0.000000	169.000000	1.000174	1.452974
0.000000	0.000000	170.000000	0.999992	1.013306
0.000000	0.000000	171.000000	0.999992	1.176593
0.000000	0.000000	172.000000	1.012978	1.729986
0.000000	0.000000	173.000000	0.999992	1.033093
0.000000	0.000000	174.000000	1.006938	1.672419
0.000000	0.000000	175.000000	2.770663	2.140470
0.000000	0.000000	176.000000	0.999994	1.307189
0.000000	0.000000	177.000000	1.000073	1.441733
0.000000	0.000000	178.000000	1.000021	1.385638
0.000000	0.000000	179.000000	0.999992	1.110459
0.000000	0.000000	180.000000	1.881869	2.067495
0.000000	0.000000	181.000000	4.239252	2.207732
0.000000	0.000000	182.000000	1.244115	1.945689
0.000000	0.000000	183.000000	3.665831	2.182092
0.000000	0.000000	184.000000	2.727572	2.140692
0.000000	0.000000	185.000000	4.169489	2.205040
0.000000	0.000000	186.000000	1.140768	1.905847
0.000000	0.000000	187.000000	4.359775	2.211072
0.000000	0.000000	188.000000	1.055707	1.816375
0.000000	0.000000	189.000000	1.000111	1.460465
0.000000	0.000000	190.000000	4.592483	2.219206
0.000000	0.000000	191.000000	3.237160	2.170974
0.000000	0.000000	192.000000	1.818075	2.058122
0.000000	0.000000	193.000000	3.078564	2.156055
0.000000	0.000000	194.000000	3.238789	2.167456
0.000000	0.000000	195.000000	1.009608	1.708781
0.000000	0.000000	196.000000	0.999992	1.134166
0.000000	0.000000	197.000000	0.999993	1.282526
0.000000	0.000000	198.000000	0.999994	1.280600
0.000000	0.000000	199.000000	2.627877	2.134733
0.000000	0.000000	200.000000	3.751839	2.188676
0.000000	0.000000	201.000000	4.417655	2.214104
0.000000	0.000000	202.000000	1.016505	1.728124
0.000000	0.000000	203.000000	1.508227	2.028095
0.000000	0.000000	204.000000	1.620639	2.037968
0.000000	0.000000	205.000000	1.104851	1.879122
0.000000	0.000000	206.000000	0.999992	1.064509
0.000000	0.000000	207.000000	0.999992	1.101985
0.000000	0.000000	208.000000	1.012477	1.718502
0.000000	0.000000	209.000000	1.362502	1.980738
0.000000	0.000000	210.000000	0.999992	1.160157
0.000000	0.000000	211.000000	1.260071	1.940267
0.000000	0.000000	212.000000	1.059365	1.836261
0.000000	0.000000	213.000000	0.999992	1.113231
0.000000	0.000000	214.000000	3.638685	2.182727
0.000000	0.000000	215.000000	1.021646	1.769645
0.000000	0.000000	216.000000	1.076024	1.826005
0.000000	0.000000	217.000000	1.370176	1.985723
0.000000	0.000000	218.000000	1.317393	1.973076
0.000000	0.000000	219.000000	4.045303	2.199175
0.000000	0.000000	220.000000	1.243501	1.943495
0.000000	0.000000	221.000000	1.139290	1.896969
0.000000	0.000000	222.000000	1.000782	1.504858
0.000000	0.000000	223.000000	3.400172	2.175631
0.000000	0.000000	224.000000	4.502489	2.216781
0.000000	0.000000	225.000000	4.594982	2.219089
0.000000	0.000000	226.000000	1.000075	1.456567
0.000000	0.000000	227.000000	3.815296	2.191102
0.000000	0.000000	228.000000	1.034703	1.767384
0.000000	0.000000	229.000000	0.999992	1.015793
0.000000	0.000000	230.000000	2.756209	2.135613
0.000000	0.000000	231.000000	1.822982	2.067046
0.000000	0.000000	232.000000	1.194798	1.924127
0.000000	0.000000	233.000000	1.031772	1.787183
0.000000	0.000000	234.000000	4.652089	2.221641
0.000000	0.000000	235.000000	1.028778	1.726285
0.000000	0.000000	236.000000	4.686319	2.222304
0.000000	0.000000	237.000000	0.999992	1.114983
0.000000	0.000000	238.000000	3.023417	2.153061
0.000000	0.000000	239.000000	1.059827	1.831067
0.000000	0.000000	240.000000	4.273063	2.209528
0.000000	0.000000	241.000000	4.348230	2.212019
0.000000	0.000000	242.000000	1.000145	1.446393
0.000000	0.000000	243.000000	1.087375	1.871640
0.000000	0.000000	244.000000	1.000520	1.525953
0.000000	0.000000	245.000000	2.448768	2.125462
0.000000	0.000000	246.000000	1.003379	1.645696
0.000000	0.000000	247.000000	2.700398	2.134758
0.000000	0.000000	248.000000	2.986247	2.153821
0.000000	0.000000	249.000000	1.000006	1.407377
0.000000	0.000000	250.000000	1.000399	1.504003
0.000000	0.000000	251.000000	0.999993	1.313092
0.000000	0.000000	252.000000	1.090230	1.861516
0.000000	0.000000	253.000000	1.000452	1.513497
0.000000	0.000000	254.000000	4.600004	2.219594
0.000000	0.000000	255.000000	3.199706	2.170145
0.000000	0.000000	256.000000	0.999992	1.147845
0.000000	0.000000	257.000000	4.365954	2.212626
0.000000	0.000000	258.000000	4.488039	2.215506
0.000000	0.000000	259.000000	0.999992	1.144393
0.000000	0.000000	260.000000	2.211043	2.093918
0.000000	0.000000	261.000000	1.959045	2.085040
0.000000	0.000000	262.000000	2.812965	2.140368
0.000000	0.000000	263.000000	4.081910	2.202497
0.000000	0.000000	264.000000	1.755721	2.041615
0.000000	0.000000	265.000000	1.494852	2.019546
0.000000	0.000000	266.000000	1.007178	1.670920
0.000000	0.000000	267.000000	1.587613	2.026764
0.000000	0.000000	268.000000	1.057381	1.839462
0.000000	0.000000	269.000000	1.000062	1.432375
0.000000	0.000000	270.000000	2.533206	2.126608
0.000000	0.000000	271.000000	1.021771	1.719730
0.000000	0.000000	272.000000	3.797631	2.192543
0.000000	0.000000	273.000000	1.000302	1.494604
0.000000	0.000000	274.000000	4.711741	2.223066
0.000000	0.000000	275.000000	4.457293	2.214715
0.000000	0.000000	276.000000	3.553276	2.185226
0.000000	0.000000	277.000000	1.638519	2.047414
0.000000	0.000000	278.000000	1.699464	2.030239
0.000000	0.000000	279.000000	4.203767	2.205969
0.000000	0.000000	280.000000	1.069227	1.769179
0.000000	0.000000	281.000000	2.479204	2.124513
0.000000	0.000000	282.000000	1.041516	1.818379
0.000000	0.000000	283.000000	1.048971	1.817988
0.000000	0.000000	284.000000	2.503110	2.119804
0.000000	0.000000	285.000000	1.000007	1.384680
0.000000	0.000000	286.000000	0.999998	1.339404
0.000000	0.000000	287.000000	1.000147	1.473431
0.000000	0.000000	288.000000	1.003139	1.597795
0.000000	0.000000	289.000000	1.309371	1.964572
0.000000	0.000000	290.000000	4.318154	2.210810
0.000000	0.000000	291.000000	3.737079	2.186986
0.000000	0.000000	292.000000	1.006309	1.645785
0.000000	0.000000	293.000000	3.308406	2.162615
0.000000	0.000000	294.000000	1.001408	1.528460
0.000000	0.000000	295.000000	1.392151	1.968468
0.000000	0.000000	296.000000	1.394869	1.970554
0.000000	0.000000	297.000000	0.999992	1.095419
0.000000	0.000000	298.000000	0.999992	1.168627
0.000000	0.000000	299.000000	4.634270	2.220411
0.000000	0.000000	300.000000	0.999994	1.331778
0.000000	0.000000	301.000000	3.239734	2.168425
0.000000	0.000000	302.000000	1.009788	1.681957
0.000000	0.000000	303.000000	0.999992	1.124779
0.000000	0.000000	304.000000	1.871389	2.062884
0.000000	0.000000	305.000000	4.742708	2.223915
0.000000	0.000000	306.000000	1.406077	1.995732
0.000000	0.000000	307.000000	3.231574	2.167923
0.000000	0.000000	308.000000	1.156080	1.921430
0.000000	0.000000	309.000000	2.347256	2.113368
0.000000	0.000000	310.000000	1.914330	2.073931
0.000000	0.000000	311.000000	2.466959	2.125912
0.000000	0.000000	312.000000	1.361277	1.978349
0.000000	0.000000	313.000000	1.000007	1.378186
0.000000	0.000000	314.000000	2.228793	2.101737
0.000000	0.000000	315.000000	0.999992	1.111572
0.000000	0.000000	316.000000	3.798532	2.191200
0.000000	0.000000	317.000000	1.053594	1.815849
0.000000	0.000000	318.000000	3.097928	2.156553
0.000000	0.000000	319.000000	2.014348	2.083419
0.000000	0.000000	320.000000	1.670351	2.046421
0.000000	0.000000	321.000000	4.572930	2.219134
0.000000	0.000000	322.000000	1.544044	2.027710
0.000000	0.000000	323.000000	0.999992	1.125865
0.000000	0.000000	324.000000	1.949286	2.072329
0.000000	0.000000	325.000000	4.047605	2.199763
0.000000	0.000000	326.000000	1.733630	2.042861
0.000000	0.000000	327.000000	1.661381	2.043869
0.000000	0.000000	328.000000	1.007834	1.653273
0.000000	0.000000	329.000000	1.002465	1.632132
0.000000	0.000000	330.000000	1.239862	1.957896
0.000000	0.000000	331.000000	1.349230	1.986013
0.000000	0.000000	332.000000	4.231078	2.204610
0.000000	0.000000	333.000000	0.999992	1.040621
0.000000	0.000000	334.000000	4.231367	2.202848
0.000000	0.000000	335.000000	1.000921	1.568909
0.000000	0.000000	336.000000	1.125552	1.901749
0.000000	0.000000	337.000000	3.129523	2.159150
0.000000	0.000000	338.000000	1.000192	1.475406
0.000000	0.000000	339.000000	4.249642	2.208480
0.000000	0.000000	340.000000	4.316258	2.211091
0.000000	0.000000	341.000000	1.000011	1.337653
0.000000	0.000000	342.000000	1.013146	1.725796
0.000000	0.000000	343.000000	0.999992	1.002061
0.000000	0.000000	344.000000	1.769157	2.033470
0.000000	0.000000	345.000000	1.000045	1.461321
0.000000	0.000000	346.000000	3.207788	2.163012
0.000000	0.000000	347.000000	1.016472	1.719975
0.000000	0.000000	348.000000	1.000740	1.565721
0.000000	0.000000	349.000000	1.080749	1.848595
0.000000	0.000000	350.000000	1.903385	2.063726
0.000000	0.000000	351.000000	2.845310	2.147482
0.000000	0.000000	352.000000	0.999992	1.188245
0.000000	0.000000	353.000000	1.626295	2.013031
0.000000	0.000000	354.000000	3.665711	2.187222
0.000000	0.000000	355.000000	4.270805	2.209698
0.000000	0.000000	356.000000	1.002033	1.569580
0.000000	0.000000	357.000000	1.000024	1.388272
0.000000	0.000000	358.000000	1.004589	1.674871
0.000000	0.000000	359.000000	3.683833	2.186941
0.000000	0.000000	360.000000	3.501111	2.180387
0.000000	0.000000	361.000000	2.877268	2.147901
0.000000	0.000000	362.000000	3.119469	2.160734
0.000000	0.000000	363.000000	1.435312	1.997675
0.000000	0.000000	364.000000	1.000006	1.383103
0.000000	0.000000	365.000000	2.305024	2.108079
0.000000	0.000000	366.000000	0.999997	1.315524
0.000000	0.000000	367.000000	3.353565	2.173107
0.000000	0.000000	368.000000	3.830851	2.192780
0.000000	0.000000	369.000000	1.092892	1.831578
0.000000	0.000000	370.000000	1.000193	1.485861
0.000000	0.000000	371.000000	1.000050	1.428415
0.000000	0.000000	372.000000	4.100621	2.202413
0.000000	0.000000	373.000000	1.116118	1.880318
0.000000	0.000000	374.000000	1.011393	1.705378
0.000000	0.000000	375.000000	2.546022	2.128050
0.000000	0.000000	376.000000	2.355919	2.109689
0.000000	0.000000	377.000000	0.999992	1.211150
0.000000	0.000000	378.000000	1.000144	1.490170
0.000000	0.000000	379.000000	0.999992	1.190764
0.000000	0.000000	380.000000	0.999992	1.209490
0.000000	0.000000	381.000000	0.999992	1.047546
0.000000	0.000000	382.000000	1.000000	1.347197
0.000000	0.000000	383.000000	4.510805	2.216139
0.000000	0.000000	384.000000	2.892083	2.149840
0.000000	0.000000	385.000000	2.238536	2.107874
0.000000	0.000000	386.000000	0.999993	1.289234
0.000000	0.000000	387.000000	1.012723	1.723374
0.000000	0.000000	388.000000	1.002484	1.584824
0.000000	0.000000	389.000000	0.999995	1.325585
0.000000	0.000000	390.000000	1.019561	1.752909
0.000000	0.000000	391.000000	0.999992	1.176003
0.000000	0.000000	392.000000	1.042994	1.786187
0.000000	0.000000	393.000000	1.310524	1.964464
0.000000	0.000000	394.000000	3.152368	2.163539
0.000000	0.000000	395.000000	1.001274	1.588359
0.000000	0.000000	396.000000	1.116514	1.881833
0.000000	0.000000	397.000000	4.393106	2.210567
0.000000	0.000000	398.000000	3.002239	2.149395
0.000000	0.000000	399.000000	1.740489	2.045162
0.000000	0.000000	400.000000	4.677546	2.222000
0.000000	0.000000	401.000000	1.030998	1.794241
0.000000	0.000000	402.000000	4.516592	2.217357
0.000000	0.000000	403.000000	1.043912	1.793826
0.000000	0.000000	404.000000	3.788869	2.191022
0.000000	0.000000	405.000000	1.418266	2.002757
0.000000	0.000000	406.000000	1.005793	1.674567
0.000000	0.000000	407.000000	1.001474	1.605759
0.000000	0.000000	408.000000	1.880986	2.066860
0.000000	0.000000	409.000000	1.405167	1.993975
0.000000	0.000000	410.000000	3.105212	2.156741
0.000000	0.000000	411.000000	1.412957	1.997976
0.000000	0.000000	412.000000	1.166165	1.917958
0.000000	0.000000	413.000000	4.541387	2.217867
0.000000	0.000000	414.000000	1.375749	1.971803
0.000000	0.000000	415.000000	0.999992	1.096452
0.000000	0.000000	416.000000	1.255264	1.952436
0.000000	0.000000	417.000000	3.513631	2.178552
0.000000	0.000000	418.000000	0.999992	1.111163
0.000000	0.000000	419.000000	1.943646	2.068579
0.000000	0.000000	420.000000	1.263119	1.972874
0.000000	0.000000	421.000000	4.617809	2.220307
0.000000	0.000000	422.000000	1.017521	1.723844
0.000000	0.000000	423.000000	1.146909	1.892105
0.000000	0.000000	424.000000	4.596051	2.219133
0.000000	0.000000	425.000000	1.462063	1.983108
0.000000	0.000000	426.000000	1.083897	1.828788
0.000000	0.000000	427.000000	1.982077	2.083684
0.000000	0.000000	428.000000	1.000014	1.357764
0.000000	0.000000	429.000000	1.000067	1.424836
0.000000	0.000000	430.000000	2.257726	2.100839
0.000000	0.000000	431.000000	1.013128	1.712590
0.000000	0.000000	432.000000	1.011699	1.707437
0.000000	0.000000	433.000000	0.999992	1.027718
0.000000	0.000000	434.000000	4.424533	2.213850
0.000000	0.000000	435.000000	1.029399	1.798412
0.000000	0.000000	436.000000	1.000385	1.514528
0.000000	0.000000	437.000000	1.022845	1.761945
0.000000	0.000000	438.000000	4.548816	2.217770
0.000000	0.000000	439.000000	1.623807	2.023014
0.000000	0.000000	440.000000	4.507253	2.216968
0.000000	0.000000	441.000000	2.506944	2.118227
0.000000	0.000000	442.000000	1.542777	2.019455
0.000000	0.000000	443.000000	1.002332	1.581386
0.000000	0.000000	444.000000	4.555039	2.218264
0.000000	0.000000	445.000000	0.999992	1.214962
0.000000	0.000000	446.000000	3.358499	2.170155
0.000000	0.000000	447.000000	3.778627	2.188840
0.000000	0.000000	448.000000	3.255065	2.163301
0.000000	0.000000	449.000000	0.999993	1.281624
0.000000	0.000000	450.000000	1.004632	1.649452
0.000000	0.000000	451.000000	0.999993	1.288339
0.000000	0.000000	452.000000	0.999993	1.241101
0.000000	0.000000	453.000000	0.999992	1.215948
0.000000	0.000000	454.000000	1.000055	1.443305
0.000000	0.000000	455.000000	0.999992	1.051462
0.000000	0.000000	456.000000	1.095269	1.845601
0.000000	0.000000	457.000000	1.068111	1.782771
0.000000	0.000000	458.000000	1.962286	2.073507
0.000000	0.000000	459.000000	4.654926	2.221349
0.000000	0.000000	460.000000	0.999992	1.049571
0.000000	0.000000	461.000000	1.026342	1.746671
0.000000	0.000000	462.000000	1.014634	1.725314
0.000000	0.000000	463.000000	1.201165	1.933919
0.000000	0.000000	464.000000	0.999992	1.078480
0.000000	0.000000	465.000000	3.286217	2.168326
0.000000	0.000000	466.000000	1.183617	1.930511
0.000000	0.000000	467.000000	1.014634	1.709940
0.000000	0.000000	468.000000	1.048011	1.795467
0.000000	0.000000	469.000000	1.064546	1.837097
0.000000	0.000000	470.000000	1.000311	1.525571
0.000000	0.000000	471.000000	4.555395	2.217797
0.000000	0.000000	472.000000	1.003817	1.634507
0.000000	0.000000	473.000000	1.000040	1.404257
0.000000	0.000000	474.000000	1.848403	2.069185
0.000000	0.000000	475.000000	1.371829	1.984781
0.000000	0.000000	476.000000	3.049793	2.152362
0.000000	0.000000	477.000000	3.837330	2.194819
0.000000	0.000000	478.000000	0.999993	1.280885
0.000000	0.000000	479.000000	1.495006	2.020160
0.000000	0.000000	480.000000	3.846794	2.190150
0.000000	0.000000	481.000000	0.999992	1.048089
0.000000	0.000000	482.000000	4.556204	2.218441
0.000000	0.000000	483.000000	1.038384	1.763665
0.000000	0.000000	484.000000	1.045138	1.806666
0.000000	0.000000	485.000000	1.647239	2.027677
