Nr	Nb	time	environment	abf_r	abf_b
250.000000	250.000000	0.000000	0.000000	0.000000	0.000000
433.254240	270.137008	0.250000	53.738421	2.006341	0.217690
672.786579	277.704194	0.500000	53.738421	1.522540	0.010989
922.184062	271.516554	0.750000	53.738421	1.027731	-0.176968
1128.622607	254.963635	1.000000	53.738421	0.625574	-0.310282
1306.949128	232.844496	1.250000	53.399612	0.435694	-0.405095
1416.134394	209.101431	1.500000	53.399612	0.233960	-0.445890
1478.341186	186.812046	1.750000	53.399612	0.125973	-0.451564
1513.532961	167.074882	2.000000	53.399612	0.070635	-0.440450
1756.938285	147.125939	2.250000	50.675957	0.393809	-0.573151
1875.697903	126.388837	2.500000	50.675957	0.169190	-0.628118
1929.506544	107.865177	2.750000	50.675957	0.074720	-0.634694
1954.694972	92.154299	3.000000	50.675957	0.036229	-0.623603
1911.761236	79.436724	3.250000	51.672905	-0.049906	-0.568580
1898.275052	69.219626	3.500000	51.672905	-0.014048	-0.537005
1895.335237	60.687521	3.750000	51.672905	-0.001075	-0.517434
1896.100789	53.425020	4.000000	51.672905	0.003304	-0.503443
1779.135141	47.708585	4.250000	52.888599	-0.157562	-0.409456
1734.570282	43.351640	4.500000	52.888599	-0.063241	-0.364376
1717.124231	39.699950	4.750000	52.888599	-0.024752	-0.342828
1710.566800	36.499613	5.000000	52.888599	-0.008799	-0.331057
1713.178296	33.620616	5.250000	52.846623	0.004869	-0.326854
1714.917398	30.998144	5.500000	52.846623	0.003469	-0.323000
1716.229113	28.607448	5.750000	52.846623	0.002749	-0.319264
1717.308812	26.425044	6.000000	52.846623	0.002332	-0.315758
1781.567973	24.288486	6.250000	52.238885	0.093930	-0.356706
1809.224471	22.155023	6.500000	52.238885	0.039373	-0.374942
1821.047530	20.154754	6.750000	52.238885	0.016929	-0.380553
1826.284886	18.323136	7.000000	52.238885	0.007757	-0.381139
1840.979307	16.641183	7.250000	52.110638	0.020468	-0.388430
1847.256769	15.096017	7.500000	52.110638	0.008942	-0.390440
1850.109386	13.692606	7.750000	52.110638	0.004276	-0.389944
1851.562012	12.422866	8.000000	52.110638	0.002354	-0.388575
1799.858458	11.331134	8.250000	52.630559	-0.070483	-0.349965
1779.533632	10.410081	8.500000	52.630559	-0.028337	-0.331555
1771.461301	9.593470	8.750000	52.630559	-0.011235	-0.323339
1768.325095	8.853623	9.000000	52.630559	-0.004246	-0.319299
1666.919140	8.252301	9.250000	53.491395	-0.152415	-0.247358
1624.992812	7.797536	9.500000	53.491395	-0.066753	-0.212326
1606.852794	7.411239	9.750000	53.491395	-0.029558	-0.196797
1598.882096	7.062805	10.000000	53.491395	-0.013074	-0.189617
1413.265072	6.843379	10.250000	54.957532	-0.339353	-0.064397
1330.446192	6.800366	10.500000	54.957532	-0.171176	0.002950
1289.903394	6.837668	10.750000	54.957532	-0.088997	0.035761
1269.148803	6.915620	11.000000	54.957532	-0.047002	0.052429
1466.306400	6.902866	11.250000	53.150127	0.404066	-0.076753
1572.571651	6.688366	11.500000	53.150127	0.188773	-0.162514
1623.805117	6.383728	11.750000	53.150127	0.084973	-0.203524
1647.212798	6.050683	12.000000	53.150127	0.037671	-0.221886
1778.238288	5.655478	12.250000	51.984904	0.195624	-0.314064
1835.539692	5.193109	12.500000	51.984904	0.079388	-0.359782
1859.117724	4.733452	12.750000	51.984904	0.031741	-0.378068
1868.626725	4.302086	13.000000	51.984904	0.012719	-0.384951
1888.510961	3.899988	13.250000	51.797715	0.026108	-0.398678
1896.404686	3.526989	13.500000	51.797715	0.010325	-0.404363
1899.559923	3.186942	13.750000	51.797715	0.004171	-0.406252
1900.860913	2.878945	14.000000	51.797715	0.001771	-0.406694
1901.677367	2.600576	14.250000	51.794780	0.001138	-0.406775
1902.057419	2.349168	14.500000	51.794780	0.000569	-0.406579
1902.262470	2.122200	14.750000	51.794780	0.000336	-0.406290
1902.394230	1.917305	15.000000	51.794780	0.000235	-0.405986
1905.168113	1.731877	15.250000	51.762054	0.003614	-0.407598
1906.282418	1.563952	15.500000	51.762054	0.001480	-0.408169
1906.751164	1.412213	15.750000	51.762054	0.000648	-0.408246
1906.967052	1.275205	16.000000	51.762054	0.000320	-0.408147
1868.065347	1.155841	16.250000	52.199885	-0.050593	-0.380283
1853.051371	1.052966	16.500000	52.199885	-0.019911	-0.367837
1847.167857	0.961166	16.750000	52.199885	-0.007849	-0.362858
1844.858283	0.878078	17.000000	52.199885	-0.003075	-0.360809
1876.891220	0.799942	17.250000	51.833420	0.042452	-0.383282
1889.613260	0.725740	17.500000	51.833420	0.016588	-0.393503
1894.602766	0.657357	17.750000	51.833420	0.006475	-0.397433
1896.557547	0.595052	18.000000	51.833420	0.002542	-0.398901
1896.162883	0.538591	18.250000	51.847305	-0.000491	-0.398587
1896.063184	0.000000	18.500000	51.847305	0.000153	-0.397423
1896.109029	0.000000	18.750000	51.847305	0.000059	-0.397461
1896.126794	0.000000	19.000000	51.847305	0.000023	-0.397475
1948.463007	0.000000	19.250000	51.090409	0.065885	-0.434828
1968.645915	0.000000	19.500000	51.090409	0.024731	-0.451290
1976.249433	0.000000	19.750000	51.090409	0.009222	-0.457494
1979.088616	0.000000	20.000000	51.090409	0.003430	-0.459810
2005.258529	0.000000	20.250000	49.580966	0.031218	-0.478695
2014.960164	0.000000	20.500000	49.580966	0.011423	-0.486613
2018.516053	0.000000	20.750000	49.580966	0.004167	-0.489516
2019.813933	0.000000	21.000000	49.580966	0.001518	-0.490575
2021.508917	0.000000	21.250000	49.643425	0.001980	-0.491840
2022.126204	0.000000	21.500000	49.643425	0.000721	-0.492344
2022.350847	0.000000	21.750000	49.643425	0.000262	-0.492527
2022.432577	0.000000	22.000000	49.643425	0.000095	-0.492594
2021.153525	0.000000	22.250000	49.576889	-0.001493	-0.491677
2020.688170	0.000000	22.500000	49.576889	-0.000544	-0.491298
2020.518767	0.000000	22.750000	49.576889	-0.000198	-0.491159
2020.457088	0.000000	23.000000	49.576889	-0.000072	-0.491109
2008.772741	0.000000	23.250000	49.197099	-0.013727	-0.482711
2004.512591	0.000000	23.500000	49.197099	-0.005034	-0.479234
2002.951509	0.000000	23.750000	49.197099	-0.001849	-0.477960
2002.378416	0.000000	24.000000	49.197099	-0.000679	-0.477492
1901.822448	0.000000	24.250000	47.780812	-0.124773	-0.405692
1864.519349	0.000000	24.500000	47.780812	-0.048716	-0.375269
1850.062366	0.000000	24.750000	47.780812	-0.019255	-0.363485
1844.365003	0.000000	25.000000	47.780812	-0.007647	-0.358841
1780.387722	0.000000	25.250000	47.193762	-0.088682	-0.313521
1754.844837	0.000000	25.500000	47.193762	-0.036669	-0.292716
1744.343617	0.000000	25.750000	47.193762	-0.015293	-0.284165
1739.974474	0.000000	26.000000	47.193762	-0.006401	-0.280608
1657.493656	0.000000	26.250000	46.509748	-0.126003	-0.223099
1622.849979	0.000000	26.500000	46.509748	-0.055538	-0.194913
1607.717249	0.000000	26.750000	46.509748	-0.024774	-0.182607
1600.994232	0.000000	27.000000	46.509748	-0.011109	-0.177141
1845.948883	0.000000	27.250000	50.343071	0.360397	-0.348757
1954.722563	0.000000	27.500000	50.343071	0.138952	-0.437334
1997.532117	0.000000	27.750000	50.343071	0.051666	-0.472249
2013.570671	0.000000	28.000000	50.343071	0.018945	-0.485337
1805.256546	0.000000	28.250000	46.873082	-0.269420	-0.338121
1727.815546	0.000000	28.500000	46.873082	-0.111627	-0.275004
1696.290624	0.000000	28.750000	46.873082	-0.047463	-0.249339
1682.987329	0.000000	29.000000	46.873082	-0.020399	-0.238513
1828.863255	0.000000	29.250000	48.430036	0.209609	-0.340439
1891.262037	0.000000	29.500000	48.430036	0.082561	-0.391258
1916.147483	0.000000	29.750000	48.430036	0.031848	-0.411543
1925.792987	0.000000	30.000000	48.430036	0.012185	-0.419409
1932.752155	0.000000	30.250000	48.474826	0.008735	-0.424752
1935.407360	0.000000	30.500000	48.474826	0.003321	-0.426918
1936.417307	0.000000	30.750000	48.474826	0.001261	-0.427742
1936.801005	0.000000	31.000000	48.474826	0.000479	-0.428054
1981.403895	0.000000	31.250000	50.699735	0.054553	-0.459999
1998.264289	0.000000	31.500000	50.699735	0.020161	-0.473756
2004.513720	0.000000	31.750000	50.699735	0.007410	-0.478856
2006.813209	0.000000	32.000000	50.699735	0.002718	-0.480733
1865.578254	0.000000	32.250000	47.415912	-0.177958	-0.380218
1813.130906	0.000000	32.500000	47.415912	-0.071050	-0.337455
1792.419533	0.000000	32.750000	47.415912	-0.028863	-0.320580
1784.043387	0.000000	33.000000	47.415912	-0.011807	-0.313757
1924.130024	0.000000	33.250000	50.559307	0.185523	-0.412875
1980.921056	0.000000	33.500000	50.559307	0.069775	-0.459174
2002.500451	0.000000	33.750000	50.559307	0.025759	-0.476780
2010.496893	0.000000	34.000000	50.559307	0.009443	-0.483307
1829.826834	0.000000	34.250000	47.088242	-0.231207	-0.355204
1762.674569	0.000000	34.500000	47.088242	-0.094357	-0.300464
1735.670838	0.000000	34.750000	47.088242	-0.039378	-0.278472
1724.470960	0.000000	35.000000	47.088242	-0.016585	-0.269355
1792.927164	0.000000	35.250000	47.785130	0.098504	-0.316901
1821.728083	0.000000	35.500000	47.785130	0.039872	-0.340354
1833.457609	0.000000	35.750000	47.785130	0.015983	-0.349909
1838.171166	0.000000	36.000000	47.785130	0.006382	-0.353750
1931.525533	0.000000	36.250000	50.965265	0.120855	-0.420398
1968.472772	0.000000	36.500000	50.965265	0.045536	-0.450525
1982.487864	0.000000	36.750000	50.965265	0.016951	-0.461959
1987.718147	0.000000	37.000000	50.965265	0.006282	-0.466227
2004.433485	0.000000	37.250000	49.419756	0.019890	-0.478416
2010.609583	0.000000	37.500000	49.419756	0.007288	-0.483457
2012.875090	0.000000	37.750000	49.419756	0.002665	-0.485306
2013.703909	0.000000	38.000000	49.419756	0.000974	-0.485983
1872.759963	0.000000	38.250000	47.459631	-0.176599	-0.385557
1820.590487	0.000000	38.500000	47.459631	-0.070249	-0.343017
1800.061146	0.000000	38.750000	47.459631	-0.028430	-0.326289
1791.789288	0.000000	39.000000	47.459631	-0.011585	-0.319551
1853.119267	0.000000	39.250000	48.138664	0.083699	-0.362549
1878.052186	0.000000	39.500000	48.138664	0.032909	-0.382865
1887.904298	0.000000	39.750000	48.138664	0.012832	-0.390895
1891.753456	0.000000	40.000000	48.138664	0.004988	-0.394033
1854.444753	0.000000	40.250000	47.717553	-0.049123	-0.367722
1839.913903	0.000000	40.500000	47.717553	-0.019514	-0.355878
1834.158684	0.000000	40.750000	47.717553	-0.007790	-0.351189
1831.864092	0.000000	41.000000	47.717553	-0.003115	-0.349319
1837.770273	0.000000	41.250000	47.787593	0.008003	-0.353397
1840.132615	0.000000	41.500000	47.787593	0.003191	-0.355322
1841.074945	0.000000	41.750000	47.787593	0.001271	-0.356090
1841.450432	0.000000	42.000000	47.787593	0.000506	-0.356396
1947.568182	0.000000	42.250000	49.423749	0.136217	-0.432023
1989.442314	0.000000	42.500000	49.423749	0.050844	-0.466172
2005.189211	0.000000	42.750000	49.423749	0.018721	-0.479022
2011.003048	0.000000	43.000000	49.423749	0.006858	-0.483767
1913.987603	0.000000	43.250000	47.874738	-0.119368	-0.414656
1878.156738	0.000000	43.500000	47.874738	-0.046304	-0.385430
1864.354675	0.000000	43.750000	47.874738	-0.018174	-0.374178
1858.952387	0.000000	44.000000	47.874738	-0.007166	-0.369775
1780.745548	0.000000	44.250000	47.146873	-0.107835	-0.314417
1749.716989	0.000000	44.500000	47.146873	-0.044648	-0.289143
1736.959454	0.000000	44.750000	47.146873	-0.018681	-0.278756
1731.637474	0.000000	45.000000	47.146873	-0.007850	-0.274423
1846.430735	0.000000	45.250000	48.376411	0.160642	-0.355145
1894.388463	0.000000	45.500000	48.376411	0.062970	-0.394214
1913.366615	0.000000	45.750000	48.376411	0.024293	-0.409685
1920.714763	0.000000	46.000000	48.376411	0.009313	-0.415677
1939.687139	0.000000	46.250000	48.603120	0.023779	-0.429509
1946.936183	0.000000	46.500000	48.603120	0.008997	-0.435421
1949.682705	0.000000	46.750000	48.603120	0.003396	-0.437661
1950.719986	0.000000	47.000000	48.603120	0.001281	-0.438508
1962.228963	0.000000	47.250000	48.779953	0.014133	-0.446780
1966.563599	0.000000	47.500000	48.779953	0.005292	-0.450317
1968.187921	0.000000	47.750000	48.779953	0.001979	-0.451642
1968.795451	0.000000	48.000000	48.779953	0.000739	-0.452138
2005.813115	0.000000	48.250000	49.986185	0.044300	-0.478718
2019.591582	0.000000	48.500000	49.986185	0.016187	-0.489963
2024.638041	0.000000	48.750000	49.986185	0.005888	-0.494083
2026.475397	0.000000	49.000000	49.986185	0.002139	-0.495583
1894.077749	0.000000	49.250000	47.618759	-0.163573	-0.401123
1845.396552	0.000000	49.500000	47.618759	-0.064317	-0.361420
1826.442500	0.000000	49.750000	47.618759	-0.025697	-0.345972
