shape_spcl	shape_genl	long_var	short_var	dom_1	dom_2	coexist
50.000000	5.000000	1000.000000	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	10.000000	63.000000	0.000000	37.000000
50.000000	5.000000	1000.000000	3.162278	0.000000	1.000000	99.000000
50.000000	5.000000	316.227766	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	10.000000	51.000000	0.000000	49.000000
50.000000	5.000000	316.227766	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	100.000000	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	10.000000	17.000000	0.000000	83.000000
50.000000	5.000000	100.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	31.622777	316.227766	96.000000	4.000000	0.000000
50.000000	5.000000	31.622777	100.000000	92.000000	8.000000	0.000000
50.000000	5.000000	31.622777	31.622777	92.000000	8.000000	0.000000
50.000000	5.000000	31.622777	10.000000	4.000000	48.000000	48.000000
50.000000	5.000000	31.622777	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	10.000000	316.227766	47.000000	53.000000	0.000000
50.000000	5.000000	10.000000	100.000000	37.000000	63.000000	0.000000
50.000000	5.000000	10.000000	31.622777	16.000000	84.000000	0.000000
50.000000	5.000000	10.000000	10.000000	0.000000	100.000000	0.000000
50.000000	5.000000	10.000000	3.162278	0.000000	95.000000	5.000000
