shape_spcl	shape_genl	long_var	short_var	dom_1	dom_2	coexist
50.000000	5.000000	1000.000000	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	31.622777	96.000000	0.000000	4.000000
50.000000	5.000000	1000.000000	10.000000	1.000000	0.000000	99.000000
50.000000	5.000000	1000.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	316.227766	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	10.000000	4.000000	0.000000	96.000000
50.000000	5.000000	316.227766	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	100.000000	316.227766	98.000000	2.000000	0.000000
50.000000	5.000000	100.000000	100.000000	96.000000	4.000000	0.000000
50.000000	5.000000	100.000000	31.622777	98.000000	2.000000	0.000000
50.000000	5.000000	100.000000	10.000000	5.000000	7.000000	88.000000
50.000000	5.000000	100.000000	3.162278	0.000000	1.000000	99.000000
50.000000	5.000000	31.622777	316.227766	71.000000	29.000000	0.000000
50.000000	5.000000	31.622777	100.000000	74.000000	26.000000	0.000000
50.000000	5.000000	31.622777	31.622777	55.000000	45.000000	0.000000
50.000000	5.000000	31.622777	10.000000	1.000000	99.000000	0.000000
50.000000	5.000000	31.622777	3.162278	0.000000	28.000000	72.000000
50.000000	5.000000	10.000000	316.227766	25.000000	75.000000	0.000000
50.000000	5.000000	10.000000	100.000000	38.000000	62.000000	0.000000
50.000000	5.000000	10.000000	31.622777	11.000000	89.000000	0.000000
50.000000	5.000000	10.000000	10.000000	1.000000	99.000000	0.000000
50.000000	5.000000	10.000000	3.162278	0.000000	100.000000	0.000000
