shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
50.000000	2.500000	1000.000000	316.227766	0.000000	81.000000	19.000000
50.000000	2.500000	1000.000000	100.000000	0.000000	23.000000	77.000000
50.000000	2.500000	1000.000000	31.622777	2.000000	1.000000	97.000000
50.000000	2.500000	1000.000000	10.000000	21.000000	0.000000	79.000000
50.000000	2.500000	1000.000000	3.162278	21.000000	0.000000	79.000000
50.000000	2.500000	316.227766	316.227766	4.000000	96.000000	0.000000
50.000000	2.500000	316.227766	100.000000	14.000000	86.000000	0.000000
50.000000	2.500000	316.227766	31.622777	53.000000	46.000000	1.000000
50.000000	2.500000	316.227766	10.000000	72.000000	2.000000	26.000000
50.000000	2.500000	316.227766	3.162278	23.000000	0.000000	77.000000
50.000000	2.500000	100.000000	316.227766	38.000000	62.000000	0.000000
50.000000	2.500000	100.000000	100.000000	45.000000	55.000000	0.000000
50.000000	2.500000	100.000000	31.622777	65.000000	35.000000	0.000000
50.000000	2.500000	100.000000	10.000000	83.000000	17.000000	0.000000
50.000000	2.500000	100.000000	3.162278	23.000000	4.000000	73.000000
50.000000	2.500000	31.622777	316.227766	59.000000	41.000000	0.000000
50.000000	2.500000	31.622777	100.000000	61.000000	39.000000	0.000000
50.000000	2.500000	31.622777	31.622777	63.000000	37.000000	0.000000
50.000000	2.500000	31.622777	10.000000	61.000000	39.000000	0.000000
50.000000	2.500000	31.622777	3.162278	19.000000	43.000000	38.000000
50.000000	2.500000	10.000000	316.227766	65.000000	35.000000	0.000000
50.000000	2.500000	10.000000	100.000000	55.000000	45.000000	0.000000
50.000000	2.500000	10.000000	31.622777	58.000000	42.000000	0.000000
50.000000	2.500000	10.000000	10.000000	41.000000	59.000000	0.000000
50.000000	2.500000	10.000000	3.162278	2.000000	98.000000	0.000000
