shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
50.000000	5.000000	1000.000000	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	10.000000	100.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	316.227766	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	10.000000	100.000000	0.000000	0.000000
50.000000	5.000000	316.227766	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	100.000000	316.227766	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	100.000000	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	10.000000	100.000000	0.000000	0.000000
50.000000	5.000000	100.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	31.622777	316.227766	98.000000	2.000000	0.000000
50.000000	5.000000	31.622777	100.000000	98.000000	2.000000	0.000000
50.000000	5.000000	31.622777	31.622777	100.000000	0.000000	0.000000
50.000000	5.000000	31.622777	10.000000	87.000000	2.000000	11.000000
50.000000	5.000000	31.622777	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	10.000000	316.227766	65.000000	35.000000	0.000000
50.000000	5.000000	10.000000	100.000000	69.000000	31.000000	0.000000
50.000000	5.000000	10.000000	31.622777	52.000000	48.000000	0.000000
50.000000	5.000000	10.000000	10.000000	6.000000	94.000000	0.000000
50.000000	5.000000	10.000000	3.162278	0.000000	13.000000	87.000000
