N1	N2	time	environment	abf_1	abf_2
250.000000	250.000000	0.000000	0.000000	0.000000	0.000000
251.407118	251.407118	0.250000	34.345727	0.022403	0.022403
252.815926	252.815926	0.500000	34.345727	0.022305	0.022305
254.226357	254.226357	0.750000	34.345727	0.022206	0.022206
255.638344	255.638344	1.000000	34.345727	0.022107	0.022107
213.893047	260.722251	1.250000	35.017416	-0.676913	0.088964
182.046678	267.081371	1.500000	35.017416	-0.617969	0.101892
156.935170	274.215979	1.750000	35.017416	-0.573219	0.107826
136.622360	281.775278	2.000000	35.017416	-0.538472	0.109035
120.358774	291.262102	2.250000	35.600601	-0.495420	0.129440
106.625852	300.553371	2.500000	35.600601	-0.475302	0.121869
94.887957	309.512712	2.750000	35.600601	-0.458929	0.113353
84.755545	318.040644	3.000000	35.600601	-0.445436	0.104408
75.307928	321.083096	3.250000	34.129116	-0.465064	0.038683
67.165934	324.221210	3.500000	34.129116	-0.451242	0.038941
60.094111	327.371311	3.750000	34.129116	-0.439580	0.038313
53.911220	330.472018	4.000000	34.129116	-0.429664	0.037068
48.374235	330.659184	4.250000	33.338763	-0.428370	0.004118
43.515722	331.133858	4.500000	33.338763	-0.419004	0.007075
39.230033	331.815173	4.750000	33.338763	-0.410954	0.009157
35.432483	332.640280	5.000000	33.338763	-0.403999	0.010556
32.058591	333.801991	5.250000	33.405746	-0.397521	0.014097
29.045431	334.984714	5.500000	33.405746	-0.392428	0.014148
26.346798	336.164559	5.750000	33.405746	-0.387963	0.013952
23.923879	337.323661	6.000000	33.405746	-0.384034	0.013575
21.702385	327.551360	6.250000	30.417303	-0.384098	-0.107679
19.742532	319.601811	6.500000	30.417303	-0.373784	-0.090143
18.002180	313.086247	6.750000	30.417303	-0.365062	-0.075666
16.448222	307.714330	7.000000	30.417303	-0.357633	-0.063635
15.072489	311.907194	7.250000	32.961898	-0.349662	0.050706
13.810024	315.617029	7.500000	32.961898	-0.350108	0.044280
12.652126	318.891573	7.750000	32.961898	-0.350414	0.038642
11.590609	321.776299	8.000000	32.961898	-0.350601	0.033709
10.645787	328.308846	8.250000	34.094630	-0.341685	0.074608
