Environment	abf_r	abf_b
86.400000	-0.283989	-0.228862
86.500000	-0.283989	-0.230218
86.600000	-0.283989	-0.231552
86.700000	-0.283989	-0.232864
86.800000	-0.283989	-0.234155
86.900000	-0.283989	-0.235425
87.000000	-0.283989	-0.236674
87.100000	-0.283989	-0.237902
87.200000	-0.283989	-0.239109
87.300000	-0.283989	-0.240295
87.400000	-0.283989	-0.241461
87.500000	-0.283989	-0.242606
87.600000	-0.283989	-0.243731
87.700000	-0.283989	-0.244836
87.800000	-0.283989	-0.245920
87.900000	-0.283989	-0.246985
88.000000	-0.283989	-0.248030
88.100000	-0.283989	-0.249056
88.200000	-0.283989	-0.250062
88.300000	-0.283989	-0.251048
88.400000	-0.283989	-0.252016
88.500000	-0.283989	-0.252964
88.600000	-0.283989	-0.253894
88.700000	-0.283989	-0.254804
88.800000	-0.283989	-0.255697
88.900000	-0.283989	-0.256570
89.000000	-0.283989	-0.257426
89.100000	-0.283989	-0.258264
89.200000	-0.283989	-0.259083
89.300000	-0.283989	-0.259885
89.400000	-0.283989	-0.260670
89.500000	-0.283989	-0.261437
89.600000	-0.283989	-0.262186
89.700000	-0.283989	-0.262919
89.800000	-0.283989	-0.263635
89.900000	-0.283989	-0.264334
90.000000	-0.283989	-0.265017
90.100000	-0.283989	-0.265683
90.200000	-0.283989	-0.266334
90.300000	-0.283989	-0.266968
90.400000	-0.283989	-0.267587
90.500000	-0.283989	-0.268190
90.600000	-0.283989	-0.268778
90.700000	-0.283989	-0.269350
90.800000	-0.283989	-0.269908
90.900000	-0.283989	-0.270451
91.000000	-0.283989	-0.270979
91.100000	-0.283989	-0.271493
91.200000	-0.283989	-0.271993
91.300000	-0.283989	-0.272478
91.400000	-0.283989	-0.272950
91.500000	-0.283989	-0.273409
91.600000	-0.283989	-0.273854
91.700000	-0.283989	-0.274286
91.800000	-0.283989	-0.274704
91.900000	-0.283989	-0.275111
92.000000	-0.283989	-0.275504
92.100000	-0.283989	-0.275885
92.200000	-0.283989	-0.276255
92.300000	-0.283989	-0.276612
92.400000	-0.283989	-0.276957
92.500000	-0.283989	-0.277291
92.600000	-0.283989	-0.277614
92.700000	-0.283989	-0.277925
92.800000	-0.283989	-0.278226
92.900000	-0.283989	-0.278516
93.000000	-0.283989	-0.278796
93.100000	-0.283989	-0.279065
93.200000	-0.283989	-0.279324
93.300000	-0.283989	-0.279574
93.400000	-0.283989	-0.279814
93.500000	-0.283989	-0.280044
93.600000	-0.283989	-0.280266
93.700000	-0.283989	-0.280478
93.800000	-0.283989	-0.280682
93.900000	-0.283989	-0.280877
94.000000	-0.283989	-0.281063
94.100000	-0.283989	-0.281242
94.200000	-0.283989	-0.281413
94.300000	-0.283989	-0.281576
94.400000	-0.283989	-0.281731
94.500000	-0.283989	-0.281879
94.600000	-0.283989	-0.282020
94.700000	-0.283989	-0.282154
94.800000	-0.283989	-0.282282
94.900000	-0.283989	-0.282403
95.000000	-0.283989	-0.282517
95.100000	-0.283989	-0.282626
95.200000	-0.283989	-0.282729
95.300000	-0.283989	-0.282826
95.400000	-0.283989	-0.282917
95.500000	-0.283989	-0.283003
95.600000	-0.283989	-0.283084
95.700000	-0.283989	-0.283160
95.800000	-0.283989	-0.283232
95.900000	-0.283989	-0.283298
96.000000	-0.283989	-0.283361
96.100000	-0.283989	-0.283419
96.200000	-0.283989	-0.283473
96.300000	-0.283989	-0.283523
96.400000	-0.283989	-0.283570
96.500000	-0.283989	-0.283613
96.600000	-0.283989	-0.283653
96.700000	-0.283989	-0.283690
96.800000	-0.283989	-0.283723
96.900000	-0.283989	-0.283754
97.000000	-0.283989	-0.283782
97.100000	-0.283989	-0.283808
97.200000	-0.283989	-0.283831
97.300000	-0.283989	-0.283852
97.400000	-0.283989	-0.283870
97.500000	-0.283989	-0.283887
97.600000	-0.283989	-0.283902
97.700000	-0.283989	-0.283916
97.800000	-0.283989	-0.283927
97.900000	-0.283989	-0.283938
98.000000	-0.283989	-0.283947
98.100000	-0.283989	-0.283955
98.200000	-0.283989	-0.283961
98.300000	-0.283989	-0.283967
98.400000	-0.283989	-0.283972
98.500000	-0.283989	-0.283976
98.600000	-0.283989	-0.283979
98.700000	-0.283989	-0.283982
98.800000	-0.283989	-0.283984
98.900000	-0.283989	-0.283985
99.000000	-0.283989	-0.283987
99.100000	-0.283989	-0.283988
99.200000	-0.283989	-0.283988
99.300000	-0.283989	-0.283989
99.400000	-0.283989	-0.283989
99.500000	-0.283989	-0.283989
99.600000	-0.283989	-0.283989
99.700000	-0.283989	-0.283989
99.800000	-0.283989	-0.283989
99.900000	-0.283989	-0.283989
