Nr	Nb	time	environment	abf_r	abf_b
250.000000	250.000000	0.000000	0.000000	0.000000	0.000000
212.375087	221.489874	0.250000	19.437584	-0.607616	-0.444488
184.280235	199.972613	0.500000	19.437584	-0.533815	-0.378628
162.508484	183.174157	0.750000	19.437584	-0.476560	-0.327373
145.144880	169.712000	1.000000	19.437584	-0.430869	-0.286384
130.975514	158.723135	1.250000	19.463092	-0.393595	-0.252248
119.194161	149.577857	1.500000	19.463092	-0.362606	-0.224435
109.244776	141.859809	1.750000	19.463092	-0.336448	-0.200962
100.731303	135.269455	2.000000	19.463092	-0.314082	-0.180910
93.362180	129.783299	2.250000	19.692278	-0.294898	-0.157691
86.919703	125.010835	2.500000	19.692278	-0.278151	-0.142952
81.239486	120.829272	2.750000	19.692278	-0.263409	-0.130012
76.193814	117.142482	3.000000	19.692278	-0.250337	-0.118575
71.681131	113.989557	3.250000	19.841750	-0.238762	-0.104461
67.620445	111.181810	3.500000	19.841750	-0.228373	-0.095577
63.947050	108.671216	3.750000	19.841750	-0.218999	-0.087600
60.608024	106.418237	4.000000	19.841750	-0.210502	-0.080409
57.550160	106.036431	4.250000	21.955939	-0.204042	-0.012864
54.730588	105.736048	4.500000	21.955939	-0.198152	-0.010001
52.122525	105.507624	4.750000	21.955939	-0.192744	-0.007452
49.703076	105.342918	5.000000	21.955939	-0.187765	-0.005181
47.453596	105.015411	5.250000	21.691316	-0.183001	-0.011296
45.357821	104.749892	5.500000	21.691316	-0.178590	-0.009084
43.400591	104.539780	5.750000	21.691316	-0.174501	-0.007094
41.568690	104.379254	6.000000	21.691316	-0.170703	-0.005303
39.861276	101.587606	6.250000	17.864408	-0.165091	-0.105147
38.275880	99.035260	6.500000	17.864408	-0.159870	-0.098763
36.799650	96.694691	6.750000	17.864408	-0.155037	-0.092891
35.421494	94.542419	7.000000	17.864408	-0.150553	-0.087476
34.128569	93.495232	7.250000	19.488818	-0.147109	-0.043068
32.910101	92.529382	7.500000	19.488818	-0.143895	-0.040157
31.759820	91.637714	7.750000	19.488818	-0.140878	-0.037450
30.672149	90.813860	8.000000	19.488818	-0.138040	-0.034928
29.642754	89.834695	8.250000	19.120396	-0.135198	-0.042042
28.667669	88.925835	8.500000	19.120396	-0.132517	-0.039440
27.742689	88.081471	8.750000	19.120396	-0.129989	-0.037008
26.864033	87.296391	9.000000	19.120396	-0.127601	-0.034732
26.028312	86.559755	9.250000	19.109380	-0.125338	-0.032879
25.232463	85.873855	9.500000	19.109380	-0.123195	-0.030868
24.473694	85.234846	9.750000	19.109380	-0.121164	-0.028980
23.749474	84.639244	10.000000	19.109380	-0.119237	-0.027207
23.056506	84.511148	10.250000	19.868756	-0.117740	-0.005674
22.391890	84.399748	10.500000	19.868756	-0.116321	-0.004918
21.753964	84.303838	10.750000	19.868756	-0.114967	-0.004215
21.141195	84.222300	11.000000	19.868756	-0.113675	-0.003561
20.552541	83.972308	11.250000	19.550667	-0.112299	-0.011429
19.987001	83.742754	11.500000	19.550667	-0.110983	-0.010516
19.443268	83.532275	11.750000	19.550667	-0.109726	-0.009659
18.920133	83.339608	12.000000	19.550667	-0.108525	-0.008855
18.412894	85.109090	12.250000	22.619915	-0.108894	0.082539
17.917456	86.848627	12.500000	22.619915	-0.109295	0.079456
17.433607	88.556045	12.750000	22.619915	-0.109693	0.076427
16.961145	90.229365	13.000000	22.619915	-0.110087	0.073457
16.503694	89.558856	13.250000	19.193374	-0.108672	-0.029024
16.064268	88.930169	13.500000	19.193374	-0.107289	-0.027413
15.641815	88.340401	13.750000	19.193374	-0.105971	-0.025894
15.235369	87.786895	14.000000	19.193374	-0.104714	-0.024460
14.842576	88.246157	14.250000	20.798735	-0.104280	0.020583
14.461395	88.694559	14.500000	20.798735	-0.103876	0.019990
14.091401	89.132190	14.750000	20.798735	-0.103486	0.019411
13.732188	89.559151	15.000000	20.798735	-0.103109	0.018844
13.382990	90.261275	15.250000	21.221818	-0.102967	0.030699
13.043112	90.943688	15.500000	21.221818	-0.102833	0.029606
12.712287	91.606592	15.750000	21.221818	-0.102702	0.028544
12.390256	92.250215	16.000000	21.221818	-0.102573	0.027514
12.078334	91.587113	16.250000	19.247070	-0.101438	-0.028107
11.777583	90.963592	16.500000	19.247070	-0.100337	-0.026617
11.487406	90.376981	16.750000	19.247070	-0.099286	-0.025210
11.207252	89.824834	17.000000	19.247070	-0.098283	-0.023880
10.935206	90.580420	17.250000	21.249629	-0.098323	0.032888
10.669609	91.313288	17.500000	21.249629	-0.098378	0.031634
10.410327	92.023707	17.750000	21.249629	-0.098428	0.030420
10.157226	92.711983	18.000000	21.249629	-0.098473	0.029245
9.911198	92.352029	18.250000	19.715566	-0.097709	-0.015124
9.672975	92.013977	18.500000	19.715566	-0.096961	-0.014256
9.442203	91.696483	18.750000	19.715566	-0.096245	-0.013436
9.218551	91.398299	19.000000	19.715566	-0.095559	-0.012660
9.001392	91.468096	19.250000	20.267566	-0.095174	0.003069
8.790165	91.538655	19.500000	20.267566	-0.094808	0.003097
8.584668	91.609840	19.750000	20.267566	-0.094454	0.003120
8.384705	91.681521	20.000000	20.267566	-0.094111	0.003136
8.188784	93.343932	20.250000	22.505197	-0.095024	0.070366
7.995595	94.962262	20.500000	22.505197	-0.095932	0.067282
7.805220	96.535299	20.750000	22.505197	-0.096811	0.064286
7.617737	98.062075	21.000000	22.505197	-0.097658	0.061381
7.434381	97.976984	21.250000	20.451572	-0.097248	-0.003322
7.256213	97.899483	21.500000	20.451572	-0.096830	-0.003024
7.083041	97.829095	21.750000	20.451572	-0.096427	-0.002744
6.914685	97.765372	22.000000	20.451572	-0.096039	-0.002482
6.748699	101.075939	22.250000	24.579541	-0.098300	0.130100
6.582919	104.330655	22.500000	24.579541	-0.100573	0.123720
6.417605	107.520336	22.750000	24.579541	-0.102795	0.117471
6.253013	110.636599	23.000000	24.579541	-0.104960	0.111367
6.091225	110.673708	23.250000	21.403374	-0.104717	0.001367
5.934051	110.712265	23.500000	21.403374	-0.104433	0.001416
5.781335	110.752096	23.750000	21.403374	-0.104159	0.001459
5.632928	110.793040	24.000000	21.403374	-0.103895	0.001496
5.489007	110.256929	24.250000	20.704136	-0.103187	-0.018838
5.349697	109.754987	24.500000	20.704136	-0.102506	-0.017721
5.214787	109.284871	24.750000	20.704136	-0.101859	-0.016672
5.084079	108.844423	25.000000	20.704136	-0.101245	-0.015685
4.958136	106.940547	25.250000	18.648721	-0.099492	-0.068731
4.837389	105.169097	25.500000	18.648721	-0.097832	-0.065086
4.721476	103.517925	25.750000	18.648721	-0.096277	-0.061686
4.610073	101.976315	26.000000	18.648721	-0.094819	-0.058510
4.502489	101.408465	26.250000	19.970656	-0.094134	-0.021755
4.398134	100.873707	26.500000	19.970656	-0.093497	-0.020600
4.296864	100.369881	26.750000	19.970656	-0.092891	-0.019511
4.198546	99.894995	27.000000	19.970656	-0.092314	-0.018481
4.102507	100.774104	27.250000	21.762761	-0.092804	0.034245
4.008165	101.619078	27.500000	21.762761	-0.093291	0.032629
3.915526	102.430628	27.750000	21.762761	-0.093756	0.031079
3.824596	103.209513	28.000000	21.762761	-0.094198	0.029593
3.735590	103.388723	28.250000	21.049031	-0.094172	0.006803
3.648687	103.560968	28.500000	21.049031	-0.094136	0.006527
3.563838	103.726523	28.750000	21.049031	-0.094099	0.006264
3.480995	103.885652	29.000000	21.049031	-0.094061	0.006012
3.400312	103.453595	29.250000	20.274778	-0.093563	-0.016229
3.321909	103.046579	29.500000	20.274778	-0.093080	-0.015351
3.245696	102.663033	29.750000	20.274778	-0.092620	-0.014522
3.171587	102.301501	30.000000	20.274778	-0.092182	-0.013739
3.099191	102.954089	30.250000	21.580613	-0.092544	0.024841
3.028170	103.579238	30.500000	21.580613	-0.092902	0.023646
2.958517	104.177778	30.750000	21.580613	-0.093242	0.022504
2.890228	104.750546	31.000000	21.580613	-0.093564	0.021412
2.823530	104.471534	31.250000	20.527804	-0.093221	-0.010378
2.758611	104.208745	31.500000	20.527804	-0.092880	-0.009800
2.695408	103.961208	31.750000	20.527804	-0.092556	-0.009253
2.633863	103.728014	32.000000	20.527804	-0.092246	-0.008737
2.573976	103.280642	32.250000	20.218930	-0.091771	-0.016841
2.515744	102.858757	32.500000	20.218930	-0.091317	-0.015949
2.459101	102.460765	32.750000	20.218930	-0.090885	-0.015107
2.403987	102.085187	33.000000	20.218930	-0.090474	-0.014311
2.350111	102.711109	33.250000	21.516121	-0.090851	0.023874
2.297223	103.310328	33.500000	21.516121	-0.091225	0.022717
2.245320	103.883679	33.750000	21.516121	-0.091580	0.021611
2.194401	104.432000	34.000000	21.516121	-0.091917	0.020554
2.144657	104.044085	34.250000	20.340221	-0.091522	-0.014498
2.096251	103.678158	34.500000	20.340221	-0.091132	-0.013726
2.049131	103.332872	34.750000	20.340221	-0.090761	-0.012997
2.003252	103.006970	35.000000	20.340221	-0.090408	-0.012308
1.958225	104.440313	35.250000	22.528153	-0.091437	0.053925
1.913715	105.820101	35.500000	22.528153	-0.092453	0.051199
1.869752	107.146553	35.750000	22.528153	-0.093427	0.048580
1.826363	108.420086	36.000000	22.528153	-0.094360	0.046065
1.783905	107.804745	36.250000	20.325609	-0.093812	-0.022165
1.742679	107.225792	36.500000	20.325609	-0.093266	-0.020973
1.702631	106.680777	36.750000	20.325609	-0.092749	-0.019850
1.663713	106.167447	37.000000	20.325609	-0.092260	-0.018791
1.625886	105.629745	37.250000	20.253439	-0.091755	-0.019784
1.589114	105.122986	37.500000	20.253439	-0.091275	-0.018740
1.553356	104.645163	37.750000	20.253439	-0.090821	-0.017755
1.518569	104.194425	38.000000	20.253439	-0.090390	-0.016824
1.484746	103.578972	38.250000	19.991217	-0.089833	-0.023099
1.451874	102.998617	38.500000	19.991217	-0.089302	-0.021910
1.419913	102.451054	38.750000	19.991217	-0.088800	-0.020788
1.388825	101.934158	39.000000	19.991217	-0.088324	-0.019729
1.358710	100.464142	39.250000	18.496973	-0.087102	-0.056696
1.329646	99.086396	39.500000	18.496973	-0.085940	-0.053914
1.301569	97.793349	39.750000	18.496973	-0.084848	-0.051302
1.274423	96.578222	40.000000	18.496973	-0.083821	-0.048847
2.354237	119.929079	40.250000	54.861038	2.444573	0.842766
4.323882	147.015434	40.500000	54.861038	2.419070	0.787182
7.885109	177.543010	40.750000	54.861038	2.387659	0.723438
14.253276	210.805311	41.000000	54.861038	2.348495	0.651967
20.852877	243.812492	41.250000	56.540142	1.502623	0.547386
30.187113	276.912607	41.500000	56.540142	1.457592	0.473746
43.175963	308.740065	41.750000	56.540142	1.406288	0.399689
60.909823	337.960670	42.000000	56.540142	1.347605	0.327017
93.210231	364.627567	42.250000	55.697729	1.659127	0.265799
139.223539	385.698959	42.500000	55.697729	1.550754	0.186841
201.686483	400.027625	42.750000	55.697729	1.414942	0.108202
281.366131	406.861211	43.000000	55.697729	1.250655	0.030749
395.020371	406.138890	43.250000	55.245360	1.245939	-0.049872
522.423773	396.703837	43.500000	55.245360	0.998845	-0.133131
649.618256	380.149218	43.750000	55.245360	0.757307	-0.202136
763.153816	358.965116	44.000000	55.245360	0.546385	-0.251027
863.115115	335.647342	44.250000	55.154562	0.409034	-0.283011
938.718998	312.051930	44.500000	55.154562	0.275776	-0.296653
993.068433	289.712574	44.750000	55.154562	0.184221	-0.295687
1031.177558	269.383036	45.000000	55.154562	0.123751	-0.285648
1336.346707	246.460869	45.250000	52.381318	0.767497	-0.443662
1534.600118	217.273406	45.500000	52.381318	0.390070	-0.545673
1643.931762	188.598491	45.750000	52.381318	0.191574	-0.576815
1700.865364	163.294651	46.000000	52.381318	0.096516	-0.572198
1565.980221	143.927826	46.250000	53.830982	-0.212872	-0.443311
1511.626559	130.164356	46.500000	53.830982	-0.091151	-0.371371
1489.326772	119.293392	46.750000	53.830982	-0.036999	-0.331373
1480.913133	110.191640	47.000000	53.830982	-0.012505	-0.306236
1188.925727	104.563770	47.250000	56.331582	-0.634756	-0.108534
1055.097268	103.413581	47.500000	56.331582	-0.362427	0.002427
983.622536	104.312181	47.750000	56.331582	-0.218505	0.058535
942.186283	106.298867	48.000000	56.331582	-0.136349	0.088087
1108.231703	107.720416	48.250000	54.345878	0.498139	-0.008011
1217.248278	106.217933	48.500000	54.345878	0.279164	-0.093152
1281.741934	103.087653	48.750000	54.345878	0.151213	-0.139111
1317.865454	99.247917	49.000000	54.345878	0.081169	-0.160691
1140.941055	96.550033	49.250000	56.109890	-0.425908	-0.048224
1052.398847	96.388468	49.500000	56.109890	-0.246411	0.023904
1003.402111	97.487975	49.750000	56.109890	-0.148182	0.061379
974.664458	99.275459	50.000000	56.109890	-0.091536	0.081052
1047.288056	100.945715	50.250000	55.166265	0.221896	0.039352
1092.782105	101.403055	50.500000	55.166265	0.129625	0.001643
1120.061041	101.134510	50.750000	55.166265	0.074697	-0.019895
1136.050639	100.465334	51.000000	55.166265	0.042901	-0.031499
1358.918207	98.062442	51.250000	53.218953	0.518266	-0.173666
1490.192755	92.606779	51.500000	53.218953	0.256861	-0.269128
1558.609897	86.036076	51.750000	53.218953	0.123387	-0.311495
1592.603011	79.411299	52.000000	53.218953	0.059741	-0.325816
1588.912359	73.306193	52.250000	53.395286	-0.004161	-0.313108
1588.497509	67.889871	52.500000	53.395286	0.001094	-0.301886
1589.426756	63.030653	52.750000	53.395286	0.003164	-0.292877
1590.853408	58.640188	53.000000	53.395286	0.003841	-0.285216
1169.523255	56.438960	53.250000	57.064769	-0.887493	-0.014598
987.980986	57.434637	53.500000	57.064769	-0.519949	0.130816
891.638357	59.967216	53.750000	57.064769	-0.327058	0.203757
834.690474	63.453846	54.000000	57.064769	-0.214820	0.242821
1137.473185	66.421317	54.250000	53.303664	0.954517	0.067515
1357.494046	65.902471	54.500000	53.303664	0.510954	-0.109136
1486.440004	63.220039	54.750000	53.303664	0.252020	-0.208253
1553.077958	59.600775	55.000000	53.303664	0.119761	-0.255094
1431.102560	56.488928	55.250000	54.570714	-0.224029	-0.170936
1375.757111	54.510781	55.500000	54.570714	-0.110063	-0.122001
1349.135859	53.059816	55.750000	54.570714	-0.054885	-0.097480
1336.039072	51.878382	56.000000	54.570714	-0.027371	-0.084483
1418.863241	50.491546	56.250000	53.815149	0.169299	-0.135685
1461.977268	48.585847	56.500000	53.815149	0.083417	-0.166847
1483.662201	46.507778	56.750000	53.815149	0.041103	-0.180283
1494.552304	44.425787	57.000000	53.815149	0.020691	-0.184949
1316.190785	43.040508	57.250000	55.333336	-0.358581	-0.065895
1233.067668	42.756524	57.500000	55.333336	-0.189729	0.002147
1190.527879	42.989313	57.750000	55.333336	-0.103732	0.036167
1167.668098	43.489073	58.000000	55.333336	-0.057853	0.053686
1338.757547	43.551419	58.250000	53.689534	0.395131	-0.054855
1436.651763	42.484797	58.500000	53.689534	0.197753	-0.132041
1487.452637	40.878266	58.750000	53.689534	0.096029	-0.170042
1512.649889	39.079330	59.000000	53.689534	0.046351	-0.186895
1673.599122	36.782840	59.250000	52.345955	0.267338	-0.295113
1749.724896	33.883742	59.500000	52.345955	0.114961	-0.351202
1783.296818	30.935011	59.750000	52.345955	0.049051	-0.372609
1797.948430	28.154858	60.000000	52.345955	0.021492	-0.378955
1066.625063	26.964270	60.250000	59.550220	-1.518007	0.055866
791.587625	28.241044	60.500000	59.550220	-0.960353	0.276835
648.505323	30.746163	60.750000	59.550220	-0.672943	0.387625
561.458891	34.178528	61.000000	59.550220	-0.500028	0.451054
553.680397	38.652985	61.250000	58.129662	-0.050348	0.490615
547.400448	43.670632	61.500000	58.129662	-0.041744	0.485646
542.167625	49.265343	61.750000	58.129662	-0.035709	0.478680
537.654190	55.466980	62.000000	58.129662	-0.031610	0.469922
504.413553	62.153519	62.250000	58.906455	-0.227482	0.460886
479.413158	69.798454	62.500000	58.906455	-0.183313	0.465743
459.955871	78.410911	62.750000	58.906455	-0.151090	0.464196
444.340174	87.992382	63.000000	58.906455	-0.127379	0.457615
483.063853	98.953987	63.250000	57.473507	0.293839	0.444615
