shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
200.000000	5.000000	1000.000000	316.227766	100.000000	0.000000	0.000000
200.000000	5.000000	1000.000000	100.000000	100.000000	0.000000	0.000000
200.000000	5.000000	1000.000000	31.622777	100.000000	0.000000	0.000000
200.000000	5.000000	1000.000000	10.000000	100.000000	0.000000	0.000000
200.000000	5.000000	1000.000000	3.162278	83.000000	17.000000	0.000000
200.000000	5.000000	316.227766	316.227766	100.000000	0.000000	0.000000
200.000000	5.000000	316.227766	100.000000	100.000000	0.000000	0.000000
200.000000	5.000000	316.227766	31.622777	100.000000	0.000000	0.000000
200.000000	5.000000	316.227766	10.000000	100.000000	0.000000	0.000000
200.000000	5.000000	316.227766	3.162278	90.000000	10.000000	0.000000
200.000000	5.000000	100.000000	316.227766	100.000000	0.000000	0.000000
200.000000	5.000000	100.000000	100.000000	100.000000	0.000000	0.000000
200.000000	5.000000	100.000000	31.622777	100.000000	0.000000	0.000000
200.000000	5.000000	100.000000	10.000000	100.000000	0.000000	0.000000
200.000000	5.000000	100.000000	3.162278	76.000000	24.000000	0.000000
200.000000	5.000000	31.622777	316.227766	87.000000	13.000000	0.000000
200.000000	5.000000	31.622777	100.000000	88.000000	12.000000	0.000000
200.000000	5.000000	31.622777	31.622777	88.000000	12.000000	0.000000
200.000000	5.000000	31.622777	10.000000	92.000000	8.000000	0.000000
200.000000	5.000000	31.622777	3.162278	69.000000	31.000000	0.000000
200.000000	5.000000	10.000000	316.227766	65.000000	35.000000	0.000000
200.000000	5.000000	10.000000	100.000000	59.000000	41.000000	0.000000
200.000000	5.000000	10.000000	31.622777	52.000000	48.000000	0.000000
200.000000	5.000000	10.000000	10.000000	41.000000	59.000000	0.000000
200.000000	5.000000	10.000000	3.162278	37.000000	63.000000	0.000000
