shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
50.000000	5.000000	1000.000000	316.227766	0.000000	0.000000	0.000000
50.000000	5.000000	1000.000000	100.000000	9.000000	2.000000	0.000000
50.000000	5.000000	1000.000000	31.622777	7.000000	74.000000	0.000000
50.000000	5.000000	1000.000000	10.000000	0.000000	100.000000	0.000000
50.000000	5.000000	1000.000000	3.162278	0.000000	100.000000	0.000000
50.000000	5.000000	316.227766	316.227766	12.000000	2.000000	0.000000
50.000000	5.000000	316.227766	100.000000	9.000000	8.000000	0.000000
50.000000	5.000000	316.227766	31.622777	3.000000	79.000000	0.000000
50.000000	5.000000	316.227766	10.000000	0.000000	100.000000	0.000000
50.000000	5.000000	316.227766	3.162278	0.000000	100.000000	0.000000
50.000000	5.000000	100.000000	316.227766	12.000000	25.000000	0.000000
50.000000	5.000000	100.000000	100.000000	13.000000	21.000000	0.000000
50.000000	5.000000	100.000000	31.622777	3.000000	75.000000	0.000000
50.000000	5.000000	100.000000	10.000000	0.000000	99.000000	0.000000
50.000000	5.000000	100.000000	3.162278	0.000000	100.000000	0.000000
50.000000	5.000000	31.622777	316.227766	7.000000	47.000000	0.000000
50.000000	5.000000	31.622777	100.000000	5.000000	54.000000	0.000000
50.000000	5.000000	31.622777	31.622777	1.000000	86.000000	0.000000
50.000000	5.000000	31.622777	10.000000	0.000000	98.000000	0.000000
50.000000	5.000000	31.622777	3.162278	0.000000	100.000000	0.000000
50.000000	5.000000	10.000000	316.227766	1.000000	69.000000	0.000000
50.000000	5.000000	10.000000	100.000000	2.000000	70.000000	0.000000
50.000000	5.000000	10.000000	31.622777	0.000000	76.000000	0.000000
50.000000	5.000000	10.000000	10.000000	0.000000	94.000000	0.000000
50.000000	5.000000	10.000000	3.162278	0.000000	99.000000	0.000000
