rep	outcome	time
467	0	2000.000000
468	0	2000.000000
469	-1	1050.480000
470	0	2000.000000
471	0	2000.000000
472	0	2000.000000
473	-1	1399.250000
474	0	2000.000000
475	0	2000.000000
476	-1	1562.095000
477	-1	500.490000
478	0	2000.000000
479	0	2000.000000
480	0	2000.000000
481	0	2000.000000
482	-1	1900.650000
483	-1	1605.540000
484	0	2000.000000
485	0	2000.000000
486	-1	1888.790000
487	0	2000.000000
488	0	2000.000000
489	0	2000.000000
490	0	2000.000000
491	0	2000.000000
492	0	2000.000000
493	-1	1867.065000
494	0	2000.000000
495	0	2000.000000
496	-1	1644.430000
497	0	2000.000000
498	0	2000.000000
499	0	2000.000000
500	-1	1455.640000
501	0	2000.000000
502	0	2000.000000
503	0	2000.000000
504	0	2000.000000
505	0	2000.000000
506	0	2000.000000
507	0	2000.000000
508	0	2000.000000
509	0	2000.000000
510	0	2000.000000
511	0	2000.000000
512	0	2000.000000
513	-1	818.945000
514	-1	1120.690000
515	0	2000.000000
516	0	2000.000000
517	0	2000.000000
518	0	2000.000000
519	0	2000.000000
520	0	2000.000000
521	0	2000.000000
522	0	2000.000000
523	0	2000.000000
524	-1	999.070000
525	0	2000.000000
526	0	2000.000000
527	0	2000.000000
528	0	2000.000000
529	0	2000.000000
530	0	2000.000000
531	0	2000.000000
532	1	1408.960000
533	0	2000.000000
534	0	2000.000000
535	0	2000.000000
536	-1	1700.930000
537	0	2000.000000
538	0	2000.000000
539	0	2000.000000
540	0	2000.000000
541	0	2000.000000
542	0	2000.000000
543	0	2000.000000
544	0	2000.000000
545	0	2000.000000
546	-1	1408.025000
547	-1	1380.935000
548	1	1773.340000
549	0	2000.000000
550	0	2000.000000
551	0	2000.000000
552	0	2000.000000
553	-1	1460.890000
554	-1	1330.885000
555	0	2000.000000
556	0	2000.000000
557	0	2000.000000
558	-1	1678.585000
559	0	2000.000000
560	-1	1516.430000
561	0	2000.000000
562	0	2000.000000
563	0	2000.000000
564	0	2000.000000
565	0	2000.000000
566	0	2000.000000
567	0	2000.000000
568	0	2000.000000
569	0	2000.000000
570	0	2000.000000
571	0	2000.000000
572	0	2000.000000
573	0	2000.000000
574	0	2000.000000
575	1	1247.440000
576	0	2000.000000
577	0	2000.000000
578	0	2000.000000
579	0	2000.000000
580	0	2000.000000
581	-1	1792.505000
582	0	2000.000000
583	-1	1446.970000
584	-1	1487.455000
585	0	2000.000000
586	0	2000.000000
587	0	2000.000000
588	0	2000.000000
589	-1	680.190000
590	0	2000.000000
591	0	2000.000000
592	-1	764.930000
593	0	2000.000000
594	0	2000.000000
595	0	2000.000000
596	0	2000.000000
597	0	2000.000000
598	-1	1662.805000
599	0	2000.000000
600	0	2000.000000
601	0	2000.000000
602	0	2000.000000
603	0	2000.000000
604	0	2000.000000
605	0	2000.000000
606	0	2000.000000
607	0	2000.000000
608	-1	387.875000
609	0	2000.000000
610	0	2000.000000
611	0	2000.000000
612	-1	1620.790000
613	0	2000.000000
614	0	2000.000000
615	1	1475.680000
616	0	2000.000000
617	0	2000.000000
618	0	2000.000000
619	0	2000.000000
620	0	2000.000000
621	0	2000.000000
622	1	1472.550000
623	0	2000.000000
624	0	2000.000000
625	0	2000.000000
626	-1	1498.985000
627	1	1197.415000
628	0	2000.000000
629	-1	660.600000
630	0	2000.000000
631	0	2000.000000
632	-1	1079.465000
633	0	2000.000000
634	0	2000.000000
635	-1	1465.315000
636	0	2000.000000
637	-1	1846.265000
638	0	2000.000000
639	0	2000.000000
640	0	2000.000000
641	0	2000.000000
642	-1	831.860000
643	0	2000.000000
644	0	2000.000000
645	0	2000.000000
646	0	2000.000000
647	-1	1962.405000
648	0	2000.000000
649	0	2000.000000
650	-1	947.535000
651	0	2000.000000
652	0	2000.000000
653	0	2000.000000
654	0	2000.000000
655	-1	1506.510000
656	0	2000.000000
657	0	2000.000000
658	0	2000.000000
659	1	1667.275000
660	0	2000.000000
661	-1	644.620000
662	-1	1660.205000
663	0	2000.000000
664	0	2000.000000
665	0	2000.000000
666	-1	709.020000
667	0	2000.000000
668	0	2000.000000
669	0	2000.000000
670	0	2000.000000
671	0	2000.000000
672	0	2000.000000
673	-1	1621.390000
674	0	2000.000000
675	-1	1880.480000
676	-1	1482.480000
677	0	2000.000000
678	0	2000.000000
679	-1	612.090000
680	0	2000.000000
681	0	2000.000000
682	-1	1646.770000
683	0	2000.000000
684	-1	1341.410000
685	0	2000.000000
686	-1	1052.065000
687	-1	1921.985000
688	0	2000.000000
689	0	2000.000000
690	-1	479.560000
691	-1	1062.060000
692	0	2000.000000
693	-1	1043.785000
694	0	2000.000000
695	-1	1172.580000
696	0	2000.000000
697	0	2000.000000
698	-1	782.300000
699	-1	1625.800000
700	0	2000.000000
701	0	2000.000000
702	0	2000.000000
703	-1	543.495000
704	0	2000.000000
705	-1	1965.745000
706	0	2000.000000
707	-1	1583.515000
708	0	2000.000000
709	0	2000.000000
710	0	2000.000000
711	0	2000.000000
712	0	2000.000000
713	0	2000.000000
714	-1	1965.245000
715	0	2000.000000
716	0	2000.000000
717	-1	1087.190000
718	0	2000.000000
719	0	2000.000000
720	-1	1160.005000
721	-1	870.870000
722	0	2000.000000
723	0	2000.000000
724	0	2000.000000
725	1	1461.955000
726	0	2000.000000
727	0	2000.000000
728	0	2000.000000
729	0	2000.000000
730	0	2000.000000
731	0	2000.000000
732	0	2000.000000
733	1	1467.980000
734	0	2000.000000
735	0	2000.000000
736	0	2000.000000
737	-1	1117.715000
738	0	2000.000000
739	0	2000.000000
740	0	2000.000000
741	-1	907.910000
742	-1	1767.745000
743	1	1436.875000
744	-1	1583.905000
745	-1	1305.200000
746	-1	491.515000
747	0	2000.000000
748	0	2000.000000
749	-1	1336.655000
750	0	2000.000000
751	0	2000.000000
752	0	2000.000000
753	0	2000.000000
754	0	2000.000000
755	0	2000.000000
756	0	2000.000000
757	0	2000.000000
758	-1	1273.405000
759	-1	916.405000
760	-1	1964.100000
761	0	2000.000000
762	0	2000.000000
763	0	2000.000000
764	0	2000.000000
765	0	2000.000000
766	0	2000.000000
767	0	2000.000000
768	0	2000.000000
769	0	2000.000000
770	0	2000.000000
771	0	2000.000000
772	0	2000.000000
773	0	2000.000000
774	-1	1478.075000
775	0	2000.000000
776	-1	947.490000
777	0	2000.000000
778	-1	1526.690000
779	0	2000.000000
780	0	2000.000000
781	-1	650.825000
782	0	2000.000000
783	0	2000.000000
784	0	2000.000000
785	0	2000.000000
786	0	2000.000000
787	-1	1255.030000
788	0	2000.000000
789	0	2000.000000
790	0	2000.000000
791	0	2000.000000
792	0	2000.000000
793	0	2000.000000
794	-1	1056.125000
795	0	2000.000000
796	0	2000.000000
797	0	2000.000000
798	0	2000.000000
799	0	2000.000000
800	-1	836.270000
801	0	2000.000000
802	0	2000.000000
803	0	2000.000000
804	0	2000.000000
805	0	2000.000000
806	0	2000.000000
807	-1	1921.905000
808	0	2000.000000
809	0	2000.000000
810	0	2000.000000
811	0	2000.000000
812	0	2000.000000
813	0	2000.000000
814	0	2000.000000
815	0	2000.000000
816	-1	930.090000
817	0	2000.000000
818	0	2000.000000
819	0	2000.000000
820	0	2000.000000
821	0	2000.000000
822	-1	1395.715000
823	0	2000.000000
824	0	2000.000000
825	0	2000.000000
826	-1	1811.100000
827	0	2000.000000
828	0	2000.000000
829	0	2000.000000
830	0	2000.000000
831	0	2000.000000
832	0	2000.000000
833	0	2000.000000
834	-1	951.610000
835	0	2000.000000
836	0	2000.000000
837	0	2000.000000
838	-1	1251.895000
839	-1	1444.010000
840	-1	1958.815000
841	0	2000.000000
842	0	2000.000000
843	0	2000.000000
844	0	2000.000000
845	0	2000.000000
846	0	2000.000000
847	0	2000.000000
848	0	2000.000000
849	-1	1640.380000
850	0	2000.000000
851	-1	1362.145000
852	-1	1020.145000
853	0	2000.000000
854	0	2000.000000
855	-1	1849.460000
856	0	2000.000000
857	0	2000.000000
858	0	2000.000000
859	0	2000.000000
860	0	2000.000000
861	-1	1101.570000
862	0	2000.000000
863	0	2000.000000
864	0	2000.000000
865	-1	1883.095000
866	-1	1189.405000
867	0	2000.000000
868	-1	872.520000
869	0	2000.000000
870	0	2000.000000
871	0	2000.000000
872	-1	1536.155000
873	0	2000.000000
874	0	2000.000000
875	-1	1158.335000
876	0	2000.000000
877	0	2000.000000
878	0	2000.000000
879	0	2000.000000
880	0	2000.000000
881	0	2000.000000
882	0	2000.000000
883	0	2000.000000
884	0	2000.000000
885	0	2000.000000
886	0	2000.000000
887	-1	1810.645000
888	-1	1678.370000
889	0	2000.000000
890	0	2000.000000
891	0	2000.000000
892	0	2000.000000
893	0	2000.000000
894	0	2000.000000
895	0	2000.000000
896	0	2000.000000
897	0	2000.000000
898	-1	1641.420000
899	0	2000.000000
900	0	2000.000000
901	1	1671.755000
902	0	2000.000000
903	0	2000.000000
904	1	1812.370000
905	-1	1764.085000
906	0	2000.000000
907	0	2000.000000
908	0	2000.000000
909	0	2000.000000
910	0	2000.000000
911	0	2000.000000
912	0	2000.000000
913	-1	1782.265000
914	0	2000.000000
915	0	2000.000000
916	0	2000.000000
917	-1	1316.030000
918	0	2000.000000
919	0	2000.000000
920	-1	1070.965000
921	0	2000.000000
922	0	2000.000000
923	0	2000.000000
924	0	2000.000000
925	-1	935.255000
926	-1	1221.375000
927	0	2000.000000
928	-1	1904.910000
929	0	2000.000000
930	0	2000.000000
931	0	2000.000000
932	0	2000.000000
933	-1	1832.160000
934	0	2000.000000
935	-1	1103.105000
936	0	2000.000000
937	-1	1766.045000
938	0	2000.000000
939	-1	1083.445000
940	-1	1912.535000
941	0	2000.000000
942	-1	1339.180000
943	-1	1797.800000
944	-1	682.795000
945	-1	1503.210000
946	0	2000.000000
947	-1	1762.290000
948	-1	1921.975000
949	0	2000.000000
950	0	2000.000000
951	0	2000.000000
952	-1	1775.865000
953	-1	1755.310000
954	0	2000.000000
955	0	2000.000000
956	0	2000.000000
957	0	2000.000000
958	-1	947.200000
959	0	2000.000000
960	0	2000.000000
961	0	2000.000000
962	0	2000.000000
963	0	2000.000000
964	-1	1463.140000
965	-1	1621.235000
966	0	2000.000000
967	0	2000.000000
968	-1	620.210000
969	0	2000.000000
970	-1	1143.510000
971	-1	619.025000
972	0	2000.000000
973	0	2000.000000
974	0	2000.000000
975	0	2000.000000
976	-1	1869.930000
977	0	2000.000000
978	0	2000.000000
979	0	2000.000000
980	0	2000.000000
981	0	2000.000000
982	0	2000.000000
983	0	2000.000000
984	-1	1805.705000
985	0	2000.000000
986	0	2000.000000
987	0	2000.000000
988	-1	433.765000
989	0	2000.000000
990	-1	871.005000
991	0	2000.000000
992	0	2000.000000
993	-1	1585.155000
994	0	2000.000000
995	0	2000.000000
996	-1	433.715000
997	0	2000.000000
998	0	2000.000000
999	0	2000.000000
1000	0	2000.000000
