rep	outcome	time
1	0	2000.000000
2	0	2000.000000
3	-1	611.650000
4	1	1769.250000
5	1	1082.645000
6	1	1850.115000
7	1	1731.750000
8	0	2000.000000
9	1	1616.925000
10	0	2000.000000
11	0	2000.000000
12	1	1398.930000
13	0	2000.000000
14	0	2000.000000
15	0	2000.000000
16	1	1715.060000
17	1	1965.880000
18	0	2000.000000
19	0	2000.000000
20	1	1387.890000
21	0	2000.000000
22	0	2000.000000
23	0	2000.000000
24	1	1469.250000
25	0	2000.000000
26	1	1957.305000
27	1	1674.065000
28	0	2000.000000
29	1	1798.780000
30	1	1734.615000
31	0	2000.000000
32	0	2000.000000
33	1	1768.935000
34	0	2000.000000
35	0	2000.000000
36	1	1636.090000
37	0	2000.000000
38	0	2000.000000
39	0	2000.000000
40	0	2000.000000
41	0	2000.000000
42	0	2000.000000
43	0	2000.000000
44	0	2000.000000
45	0	2000.000000
46	0	2000.000000
47	0	2000.000000
48	0	2000.000000
49	0	2000.000000
50	1	1800.285000
51	1	1369.210000
52	0	2000.000000
53	0	2000.000000
54	0	2000.000000
55	0	2000.000000
56	1	1547.520000
57	1	1462.030000
58	1	1246.110000
59	0	2000.000000
60	0	2000.000000
61	0	2000.000000
62	0	2000.000000
63	0	2000.000000
64	0	2000.000000
65	0	2000.000000
66	1	1050.110000
67	1	1696.365000
68	0	2000.000000
69	0	2000.000000
70	0	2000.000000
71	0	2000.000000
72	0	2000.000000
73	1	1143.005000
74	1	1458.795000
75	0	2000.000000
76	1	1595.520000
77	1	1933.535000
78	0	2000.000000
79	0	2000.000000
80	0	2000.000000
81	0	2000.000000
82	0	2000.000000
83	1	1957.785000
84	1	1041.645000
85	0	2000.000000
86	0	2000.000000
87	0	2000.000000
88	1	1474.835000
89	1	1639.570000
90	0	2000.000000
91	1	1778.160000
92	0	2000.000000
93	1	1971.340000
94	0	2000.000000
95	0	2000.000000
96	0	2000.000000
97	0	2000.000000
98	0	2000.000000
99	1	1258.280000
100	1	1981.355000
101	1	1221.225000
102	1	1607.085000
103	0	2000.000000
104	0	2000.000000
105	0	2000.000000
106	0	2000.000000
107	0	2000.000000
108	0	2000.000000
109	0	2000.000000
