shape_ris	shape_bet	long_var	short_var	dom_1	dom_2	coexist
50.000000	5.000000	1000.000000	316.227766	0.000000	100.000000	0.000000
50.000000	5.000000	1000.000000	100.000000	0.000000	80.000000	20.000000
50.000000	5.000000	1000.000000	31.622777	0.000000	11.000000	89.000000
50.000000	5.000000	1000.000000	10.000000	0.000000	0.000000	100.000000
50.000000	5.000000	1000.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	316.227766	316.227766	0.000000	100.000000	0.000000
50.000000	5.000000	316.227766	100.000000	0.000000	100.000000	0.000000
50.000000	5.000000	316.227766	31.622777	0.000000	99.000000	1.000000
50.000000	5.000000	316.227766	10.000000	0.000000	2.000000	98.000000
50.000000	5.000000	316.227766	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	100.000000	316.227766	15.000000	85.000000	0.000000
50.000000	5.000000	100.000000	100.000000	13.000000	87.000000	0.000000
50.000000	5.000000	100.000000	31.622777	9.000000	91.000000	0.000000
50.000000	5.000000	100.000000	10.000000	0.000000	80.000000	20.000000
50.000000	5.000000	100.000000	3.162278	0.000000	0.000000	100.000000
50.000000	5.000000	31.622777	316.227766	31.000000	69.000000	0.000000
50.000000	5.000000	31.622777	100.000000	39.000000	61.000000	0.000000
50.000000	5.000000	31.622777	31.622777	16.000000	84.000000	0.000000
50.000000	5.000000	31.622777	10.000000	2.000000	98.000000	0.000000
50.000000	5.000000	31.622777	3.162278	0.000000	13.000000	87.000000
50.000000	5.000000	10.000000	316.227766	41.000000	59.000000	0.000000
50.000000	5.000000	10.000000	100.000000	42.000000	58.000000	0.000000
50.000000	5.000000	10.000000	31.622777	25.000000	75.000000	0.000000
50.000000	5.000000	10.000000	10.000000	0.000000	100.000000	0.000000
50.000000	5.000000	10.000000	3.162278	0.000000	85.000000	15.000000
